French,Russian,ExampleFrench,ExampleRussian,Emoji
une offrande,подношение,"Une <b>offrande</b> aux dieux.","<b>Подношение</b> богам.",🙏
remarier,снова женить,"Se <b>remarier</b>.","<b>Снова жениться</b>.",💍
un caviar,икра,"Du <b>caviar</b> noir.","Чёрная <b>икра</b>.",🐟
une débauche,разврат,"Une vie de <b>débauche</b>.","Жизнь в <b>разврате</b>.",🍾
une hutte,хижина,"Une <b>hutte</b> de paille.","Соломенная <b>хижина</b>.",🛖
une crinière,грива,"La <b>crinière</b> du lion.","<b>Грива</b> льва.",🦁
une fable,басня,"Une <b>fable</b> de La Fontaine.","<b>Басня</b> Лафонтена.",📖
crisser,скрипеть,"Les pneus <b>crissent</b>.","Шины <b>скрипят</b>.",🚗
collectionner,коллекционировать,"<b>Collectionner</b> des timbres.","<b>Коллекционировать</b> марки.",📮
expirer,выдыхать,"<b>Expirer</b> lentement.","Медленно <b>выдыхать</b>.",💨
gaffer,допустить промах,"<b>Gaffer</b> devant tout le monde.","<b>Сплоховать</b> перед всеми.",🤦
un deal,сделка,"Conclure un <b>deal</b>.","Заключить <b>сделку</b>.",🤝
une projection,проекция,"Une <b>projection</b> de film.","<b>Показ</b> фильма.",🎬
distraitement,рассеянно,"Répondre <b>distraitement</b>.","Отвечать <b>рассеянно</b>.",🤔
une imitation,имитация,"Une <b>imitation</b> parfaite.","Идеальная <b>имитация</b>.",🎭
une effraction,взлом,"Un vol avec <b>effraction</b>.","Кража со <b>взломом</b>.",🔓
une exclamation,восклицание,"Une <b>exclamation</b> de surprise.","<b>Восклицание</b> удивления.",❗
une apocalypse,апокалипсис,"L'<b>apocalypse</b> nucléaire.","Ядерный <b>апокалипсис</b>.",💥
une fermeté,твёрдость,"Avec <b>fermeté</b>.","С <b>твёрдостью</b>.",💪
affamer,морить голодом,"<b>Affamer</b> le peuple.","<b>Морить голодом</b> народ.",😔
un envoi,отправка,"Un <b>envoi</b> postal.","Почтовая <b>отправка</b>.",📦
un négatif,негатив,"Le <b>négatif</b> d'une photo.","<b>Негатив</b> фотографии.",📷
une retenue,сдержанность,"Avec <b>retenue</b>.","Со <b>сдержанностью</b>.",🤐
légendaire,легендарный,"Un héros <b>légendaire</b>.","<b>Легендарный</b> герой.",⭐
un cartable,ранец,"Un <b>cartable</b> d'écolier.","Школьный <b>ранец</b>.",🎒
recoucher,снова укладывать,"<b>Recoucher</b> l'enfant.","Снова <b>уложить</b> ребёнка.",🛏️
un gramme,грамм,"Un <b>gramme</b> de sel.","<b>Грамм</b> соли.",⚖️
un occupant,оккупант,"Les <b>occupants</b> du pays.","<b>Оккупанты</b> страны.",🪖
une approbation,одобрение,"Une <b>approbation</b> unanime.","Единогласное <b>одобрение</b>.",👍
une huître,устрица,"Une <b>huître</b> fraîche.","Свежая <b>устрица</b>.",🦪
