French,Russian,ExampleFrench,ExampleRussian,Emoji
une sortie,выход,"La <b>sortie</b> est par là.","<b>Выход</b> там.",🚪
une valise,чемодан,"J'ai fait ma <b>valise</b>.","Я собрал <b>чемодан</b>.",🧳
un destin,судьба,"C'est mon <b>destin</b>.","Это моя <b>судьба</b>.",⭐
un ange,ангел,"Tu es un <b>ange</b> !","Ты <b>ангел</b>!",😇
posséder,владеть,"Il <b>possède</b> une grande maison.","Он <b>владеет</b> большим домом.",🏠
accorder,предоставлять; настраивать,"On m'a <b>accordé</b> un visa.","Мне <b>предоставили</b> визу.",✅
nécessaire,необходимый,"C'est <b>nécessaire</b> pour l'immigration.","Это <b>необходимо</b> для иммиграции.",📋
un secours,помощь; спасение,"Au <b>secours</b> !","На <b>помощь</b>!",🆘
une pomme,яблоко,"Je mange une <b>pomme</b> chaque jour.","Я ем <b>яблоко</b> каждый день.",🍎
récupérer,восстанавливать; забирать,"Je dois <b>récupérer</b> mes affaires.","Мне нужно <b>забрать</b> свои вещи.",📦
une volonté,воля,"C'est une question de <b>volonté</b>.","Это вопрос <b>воли</b>.",💪
endormir,усыплять,"La musique m'<b>endort</b>.","Музыка меня <b>усыпляет</b>.",😴
une intention,намерение,"J'ai l'<b>intention</b> de rester au Canada.","Я <b>намерен</b> остаться в Канаде.",🎯
trembler,дрожать,"Je <b>tremble</b> de froid.","Я <b>дрожу</b> от холода.",❄️
rapide,быстрый,"C'est un train <b>rapide</b>.","Это <b>скоростной</b> поезд.",⚡
secouer,трясти,"Ne <b>secoue</b> pas la bouteille.","Не <b>тряси</b> бутылку.",🔄
étendre,растягивать; расширять,"<b>Étends</b> le linge dehors.","<b>Развесь</b> бельё на улице.",👔
un époux,супруг,"Mon <b>époux</b> est au travail.","Мой <b>супруг</b> на работе.",💍
briser,разбивать,"Il a <b>brisé</b> le verre.","Он <b>разбил</b> стакан.",💔
là-haut,там наверху,"L'oiseau est <b>là-haut</b> dans l'arbre.","Птица <b>там наверху</b> на дереве.",⬆️
"idiot, idiote","глупый, -ая","C'est une idée <b>idiote</b>.","Это <b>глупая</b> идея.",🙄
un juge,судья,"Le <b>juge</b> a rendu son verdict.","<b>Судья</b> вынес приговор.",⚖️
une poitrine,грудь (грудная клетка),"J'ai mal à la <b>poitrine</b>.","У меня болит <b>грудь</b>.",💔
adresser,адресовать; обращаться,"Je m'<b>adresse</b> à vous.","Я <b>обращаюсь</b> к вам.",💬
une arrivée,прибытие,"L'<b>arrivée</b> du train est prévue à dix heures.","<b>Прибытие</b> поезда ожидается в десять.",🚆
produire,производить,"Cette usine <b>produit</b> des voitures.","Этот завод <b>производит</b> машины.",🏭
rater,провалить; пропустить,"J'ai <b>raté</b> mon examen.","Я <b>провалил</b> экзамен.",❌
nourrir,кормить,"Je dois <b>nourrir</b> le chat.","Мне нужно <b>покормить</b> кота.",🐱
un ministre,министр,"Le <b>ministre</b> a fait une annonce.","<b>Министр</b> сделал объявление.",🏛️
réaliser,реализовывать; осознавать,"J'ai <b>réalisé</b> mon rêve.","Я <b>осуществил</b> свою мечту.",✨
dépasser,превышать; обгонять,"Tu as <b>dépassé</b> la limite de vitesse.","Ты <b>превысил</b> скорость.",🚗
grandir,расти,"Les enfants <b>grandissent</b> vite.","Дети <b>растут</b> быстро.",📈
certainement,конечно; безусловно,"<b>Certainement</b>, je serai là.","<b>Конечно</b>, я буду там.",✅
un acte,акт; поступок,"C'est un <b>acte</b> courageux.","Это смелый <b>поступок</b>.",⭐
un taxi,такси,"J'ai pris un <b>taxi</b> pour aller à l'aéroport.","Я взял <b>такси</b> до аэропорта.",🚕
déposer,откладывать; высаживать,"Je vais te <b>déposer</b> chez toi.","Я тебя <b>подброшу</b> до дома.",🚗
davantage,больше,"J'aimerais en savoir <b>davantage</b>.","Я бы хотел узнать <b>больше</b>.",➕
probablement,вероятно,"Il viendra <b>probablement</b> demain.","Он <b>вероятно</b> придёт завтра.",🤔
songer,размышлять,"J'y <b>songe</b> souvent.","Я часто об этом <b>думаю</b>.",💭
débarrasser,избавлять,"<b>Débarrasse</b> la table.","<b>Убери</b> со стола.",🧹
"personnel, personnelle",личный,"C'est une question <b>personnelle</b>.","Это <b>личный</b> вопрос.",👤
jaune,жёлтый,"Le taxi est <b>jaune</b>.","Такси <b>жёлтое</b>.",🟡
une taille,размер; талия,"Quelle est ta <b>taille</b> ?","Какой у тебя <b>размер</b>?",📏
un poids,вес,"Quel est ton <b>poids</b> ?","Какой у тебя <b>вес</b>?",⚖️
un souffle,дыхание; дуновение,"Il a le <b>souffle</b> court.","У него <b>одышка</b>.",💨
attacher,прикреплять; привязывать,"<b>Attache</b> ta ceinture.","<b>Пристегни</b> ремень.",🔗
ramasser,собирать; подбирать,"<b>Ramasse</b> tes affaires.","<b>Собери</b> свои вещи.",📦
piquer,колоть; жалить,"Une abeille m'a <b>piqué</b>.","Меня <b>ужалила</b> пчела.",🐝
une toilette,туалет,"Où sont les <b>toilettes</b> ?","Где <b>туалет</b>?",🚻
un camion,грузовик,"Le <b>camion</b> livre des marchandises.","<b>Грузовик</b> доставляет товары.",🚚
une neige,снег,"La <b>neige</b> tombe doucement.","<b>Снег</b> тихо падает.",❄️
remplacer,заменять,"On va <b>remplacer</b> cette pièce.","Мы <b>заменим</b> эту деталь.",🔄
un couteau,нож,"Passe-moi le <b>couteau</b>.","Передай мне <b>нож</b>.",🔪
enfoncer,вдавливать; втыкать,"<b>Enfonce</b> le clou dans le mur.","<b>Вбей</b> гвоздь в стену.",🔨
un château,замок,"Le <b>Château</b> Frontenac est magnifique.","<b>Замок</b> Фронтенак великолепен.",🏰
interroger,допрашивать; спрашивать,"La police l'a <b>interrogé</b>.","Полиция его <b>допросила</b>.",❓
ranger,убирать; упорядочивать,"<b>Range</b> ta chambre.","<b>Убери</b> свою комнату.",🧹
une folie,безумие,"C'est de la <b>folie</b> !","Это <b>безумие</b>!",😵
parfaitement,совершенно,"Je comprends <b>parfaitement</b>.","Я <b>прекрасно</b> понимаю.",✅
immense,огромный,"C'est une maison <b>immense</b>.","Это <b>огромный</b> дом.",🏰
un son,звук,"J'ai entendu un <b>son</b> bizarre.","Я услышал странный <b>звук</b>.",🔊
une horreur,ужас,"Quelle <b>horreur</b> !","Какой <b>ужас</b>!",😱
un nombre,число,"Le <b>nombre</b> de candidats est élevé.","<b>Число</b> кандидатов велико.",🔢
parier,спорить; ставить,"Je <b>parie</b> que tu as tort.","<b>Спорим</b>, ты неправ.",🎰
un couple,пара,"C'est un beau <b>couple</b>.","Это красивая <b>пара</b>.",💑
hurler,выть; орать,"Le loup <b>hurle</b> à la lune.","Волк <b>воет</b> на луну.",🐺
"fin, fine","тонкий, -ая","C'est une <b>fine</b> observation.","Это <b>тонкое</b> наблюдение.",✨
auprès,при; возле,"Je travaille <b>auprès</b> des enfants.","Я работаю <b>с</b> детьми.",👶
une passion,страсть,"Le hockey est ma <b>passion</b>.","Хоккей — моя <b>страсть</b>.",❤️
unique,уникальный; единственный,"C'est une occasion <b>unique</b>.","Это <b>уникальная</b> возможность.",⭐
une mine,шахта; вид (лица),"Tu as bonne <b>mine</b> aujourd'hui.","У тебя хороший <b>вид</b> сегодня.",😊
ridicule,смешной; нелепый,"C'est <b>ridicule</b> !","Это <b>нелепо</b>!",🤣
