French,Russian,ExampleFrench,ExampleRussian,Emoji
un chevalet,мольберт,"Peindre sur un <b>chevalet</b>.","Писать на <b>мольберте</b>.",🎨
une faction,караул,"Être de <b>faction</b>.","Быть в <b>карауле</b>.",💂
un bosquet,роща,"Un petit <b>bosquet</b>.","Небольшая <b>роща</b>.",🌳
une acquisition,приобретение,"Une nouvelle <b>acquisition</b>.","Новое <b>приобретение</b>.",🛒
un khan,хан,"Le <b>khan</b> des Mongols.","<b>Хан</b> монголов.",👑
écosser,лущить,"<b>Écosser</b> des petits pois.","<b>Лущить</b> горох.",🫛
"garni, garnie",гарнированный,"Un plat <b>garni</b>.","<b>Гарнированное</b> блюдо.",🍽️
un panorama,панорама,"Un <b>panorama</b> magnifique.","Великолепная <b>панорама</b>.",🏞️
"angoissant, angoissante",тревожный,"Une situation <b>angoissante</b>.","<b>Тревожная</b> ситуация.",😰
un algérien,алжирец,"Un <b>Algérien</b> de Paris.","<b>Алжирец</b> из Парижа.",🇩🇿
un gonze,тип (арго),"Un drôle de <b>gonze</b>.","Странный <b>тип</b>.",🤷
un lierre,плющ,"Du <b>lierre</b> sur le mur.","<b>Плющ</b> на стене.",🌿
un lys,лилия,"Un <b>lys</b> blanc.","Белая <b>лилия</b>.",🌸
un tragique,трагик,"Un grand <b>tragique</b>.","Великий <b>трагик</b>.",🎭
"aimant, aimante",любящий,"Une mère <b>aimante</b>.","<b>Любящая</b> мать.",❤️
"inédit, inédite",неизданный,"Un roman <b>inédit</b>.","<b>Неизданный</b> роман.",📚
"puni, punie",наказанный,"Un enfant <b>puni</b>.","<b>Наказанный</b> ребёнок.",😔
un chérif,шериф,"Le <b>chérif</b> du comté.","<b>Шериф</b> округа.",⭐
un cidre,сидр,"Un verre de <b>cidre</b>.","Стакан <b>сидра</b>.",🍎
une oseille,щавель,"Une soupe à l'<b>oseille</b>.","Щавелевый <b>суп</b>.",🥣
une quinte,приступ,"Une <b>quinte</b> de toux.","<b>Приступ</b> кашля.",🤧
irremplaçable,незаменимый,"Un ami <b>irremplaçable</b>.","<b>Незаменимый</b> друг.",💎
irréparable,непоправимый,"Un dommage <b>irréparable</b>.","<b>Непоправимый</b> ущерб.",😔
un aga,ага,"L'<b>aga</b> ottoman.","Османский <b>ага</b>.",👳
un psaume,псалом,"Chanter un <b>psaume</b>.","Петь <b>псалом</b>.",🎵
une enjambée,шаг,"D'une grande <b>enjambée</b>.","Широким <b>шагом</b>.",🚶
une palette,палитра,"La <b>palette</b> du peintre.","<b>Палитра</b> художника.",🎨
