French,Russian,ExampleFrench,ExampleRussian,Emoji
na,на! вот тебе!,"<b>Na</b>, prends ça !","<b>На</b>, получи!",😤
un prieur,настоятель,"Le <b>prieur</b> du monastère.","<b>Настоятель</b> монастыря.",⛪
un étrange,странное,"L'<b>étrange</b> l'attire.","<b>Странное</b> его привлекает.",👀
un fifi,гей (разг.),"C'est un <b>fifi</b>.","Он <b>голубой</b>.",🏳️‍🌈
étouffé,приглушённый,"Un cri <b>étouffé</b>.","<b>Приглушённый</b> крик.",🤫
une harde,стадо (оленей),"Une <b>harde</b> de cerfs.","<b>Стадо</b> оленей.",🦌
un branleur,бездельник (груб.),"C'est un <b>branleur</b>.","Он <b>бездельник</b>.",🤬
un rai,луч; спица,"Un <b>rai</b> de lumière.","<b>Луч</b> света.",✨
un junkie,наркоман (англ.),"Un <b>junkie</b> en manque.","<b>Наркоман</b> в ломке.",💊
disant,так называемый,"Soi-<b>disant</b> expert.","<b>Так называемый</b> эксперт.",🤔
une cochère,каретная (дверь),"Une porte <b>cochère</b>.","<b>Каретные</b> ворота.",🚪
un messire,мессир (устар.),"<b>Messire</b> le chevalier.","<b>Мессир</b> рыцарь.",🤴
"lavé, lavée",вымытый,"Les mains <b>lavées</b>.","<b>Вымытые</b> руки.",🧼
un fa,нота фа,"Un <b>fa</b> dièse.","<b>Фа</b> диез.",🎵
un solide,твёрдое тело,"Un <b>solide</b> géométrique.","Геометрическое <b>тело</b>.",🔷
un ra,барабанная дробь,"Un <b>ra</b> de tambour.","<b>Дробь</b> барабана.",🥁
un tapin,проституция (арго),"Faire le <b>tapin</b>.","<b>Торговать телом</b>.",🚫
un blockhaus,бункер; дот,"Le <b>blockhaus</b> allemand.","Немецкий <b>дот</b>.",🏰
un poivrot,пьяница (разг.),"Ce <b>poivrot</b> titube.","Этот <b>пьяница</b> шатается.",🍺
un vagin,влагалище,"Le <b>vagin</b> est un organe.","<b>Влагалище</b> — орган.",🔬
différents,разные,"Des avis <b>différents</b>.","<b>Разные</b> мнения.",🔀
un absent,отсутствующий (субст.),"Les <b>absents</b> ont toujours tort.","<b>Отсутствующие</b> всегда неправы.",👻
un appelé,призывник,"L'<b>appelé</b> fait son service.","<b>Призывник</b> служит.",🎖️
une employeuse,работодательница,"L'<b>employeuse</b> paie bien.","<b>Работодательница</b> хорошо платит.",👩‍💼
délier,развязывать,"<b>Délier</b> les mains.","<b>Развязать</b> руки.",🪢
mémorable,памятный,"Un jour <b>mémorable</b>.","<b>Памятный</b> день.",📅
un schéma,схема,"Le <b>schéma</b> du circuit.","<b>Схема</b> цепи.",📊
"moteur, motrice",двигательный,"La force <b>motrice</b>.","<b>Движущая</b> сила.",⚙️
"instruit, instruite",образованный,"Une femme <b>instruite</b>.","<b>Образованная</b> женщина.",📚
stabiliser,стабилизировать,"<b>Stabiliser</b> l'économie.","<b>Стабилизировать</b> экономику.",📊
"brumeux, brumeuse",туманный,"Un temps <b>brumeux</b>.","<b>Туманная</b> погода.",🌫️
"algérien, algérienne",алжирский,"La cuisine <b>algérienne</b>.","<b>Алжирская</b> кухня.",🇩🇿
une romance,романс,"Chanter une <b>romance</b>.","Петь <b>романс</b>.",🎶
un nageur,пловец,"Un <b>nageur</b> olympique.","Олимпийский <b>пловец</b>.",🏊
un routier,дальнобойщик,"Le <b>routier</b> conduit.","<b>Дальнобойщик</b> едет.",🚛
un réacteur,реактор,"Le <b>réacteur</b> nucléaire.","Ядерный <b>реактор</b>.",☢️
un affamé,голодающий,"Les <b>affamés</b> demandent du pain.","<b>Голодающие</b> просят хлеба.",🍞
une langouste,лангуст,"Une <b>langouste</b> grillée.","Жареный <b>лангуст</b>.",🦞
un ex-mari,бывший муж,"Mon <b>ex-mari</b> habite ailleurs.","Мой <b>бывший муж</b> живёт отдельно.",💔
une argenterie,серебро (посуда),"L'<b>argenterie</b> familiale.","Семейное <b>серебро</b>.",🍴
une délivrance,избавление,"Quelle <b>délivrance</b> !","Какое <b>избавление</b>!",😌
un téton,сосок; грудь,"Les <b>tétons</b> sont sensibles.","<b>Соски</b> чувствительны.",🔬
une gestion,управление,"La <b>gestion</b> des ressources.","<b>Управление</b> ресурсами.",📋
un joyau,драгоценность,"Un <b>joyau</b> rare.","Редкая <b>драгоценность</b>.",💎
une pesanteur,тяжесть; гравитация,"La <b>pesanteur</b> terrestre.","Земная <b>гравитация</b>.",🌍
insérer,вставлять,"<b>Insérer</b> une carte.","<b>Вставить</b> карту.",💳
un dock,док; причал,"Les <b>docks</b> du port.","<b>Доки</b> порта.",🚢
refluer,отступать; отливать,"La marée <b>reflue</b>.","<b>Прилив</b> отступает.",🌊
un aboiement,лай,"L'<b>aboiement</b> du chien.","<b>Лай</b> собаки.",🐕
assouvir,утолять; насыщать,"<b>Assouvir</b> sa faim.","<b>Утолить</b> голод.",🍽️
"boiteux, boiteuse",хромой,"Un homme <b>boiteux</b>.","<b>Хромой</b> мужчина.",🦽
fébrile,лихорадочный,"Une activité <b>fébrile</b>.","<b>Лихорадочная</b> активность.",🤒
actionner,приводить в действие,"<b>Actionner</b> le levier.","<b>Нажать</b> на рычаг.",🕹️
divaguer,бредить; блуждать,"Il <b>divague</b> un peu.","Он немного <b>бредит</b>.",🤪
un brasier,костёр; пожарище,"Le <b>brasier</b> crépite.","<b>Костёр</b> потрескивает.",🔥
regrettable,прискорбный,"Un incident <b>regrettable</b>.","<b>Досадный</b> инцидент.",😔
une matricule,номер (служебный),"Le <b>matricule</b> du soldat.","<b>Номер</b> солдата.",🔢
un punch,пунш; удар,"Un <b>punch</b> au fruit.","Фруктовый <b>пунш</b>.",🍹
un cliquetis,звон; лязг,"Le <b>cliquetis</b> des clés.","<b>Звон</b> ключей.",🔑
une framboise,малина,"Des <b>framboises</b> fraîches.","Свежая <b>малина</b>.",🫐
furieusement,яростно; страшно,"<b>Furieusement</b> en colère.","<b>Страшно</b> злой.",😤
instaurer,устанавливать,"<b>Instaurer</b> la paix.","<b>Установить</b> мир.",🕊️
un sacrement,таинство,"Le <b>sacrement</b> du mariage.","<b>Таинство</b> брака.",⛪
une grammaire,грамматика,"Étudier la <b>grammaire</b>.","Изучать <b>грамматику</b>.",📖
une hystérie,истерия,"Une crise d'<b>hystérie</b>.","Приступ <b>истерии</b>.",😱
une médiocrité,посредственность,"La <b>médiocrité</b> ambiante.","Окружающая <b>посредственность</b>.",😐
une sévérité,строгость,"Avec <b>sévérité</b>.","Со <b>строгостью</b>.",😠
"révérend, révérende",преподобный,"Le <b>révérend</b> père.","<b>Преподобный</b> отец.",⛪
parce qu,потому что (перед гласной),"<b>Parce qu'</b>il pleut.","<b>Потому что</b> идёт дождь.",🌧️
un dégoûtant,отвратительный (субст.),"C'est un <b>dégoûtant</b>.","Он <b>отвратителен</b>.",🤢
un lesbien,лесбиян (редк.),"Un couple <b>lesbien</b>.","<b>Лесбийская</b> пара.",🏳️‍🌈
un roule,качка; ход,"Le <b>roule</b> du bateau.","<b>Качка</b> корабля.",🚢
cloche,дурацкий (разг.),"C'est <b>cloche</b> !","Это <b>глупо</b>!",🤦
un vendu,продажный (субст.),"C'est un <b>vendu</b> !","Он <b>продался</b>!",💰
