French,Russian,ExampleFrench,ExampleRussian,Emoji
croquer,хрустеть,"<b>Croquer</b> une pomme.","<b>Хрустеть</b> яблоком.",🍎
un zinc,цинк; барная стойка,"Accoudé au <b>zinc</b>.","Облокотившись на <b>стойку</b>.",🍺
un rez-de-chaussée,первый этаж,"Habiter au <b>rez-de-chaussée</b>.","Жить на <b>первом этаже</b>.",🏠
automatique,автоматический,"Une porte <b>automatique</b>.","<b>Автоматическая</b> дверь.",🚪
"forcé, forcée",вынужденный,"Un sourire <b>forcé</b>.","<b>Вынужденная</b> улыбка.",😅
un transfert,трансфер,"Un <b>transfert</b> bancaire.","Банковский <b>перевод</b>.",💸
raidir,напрягать,"<b>Raidir</b> les muscles.","<b>Напрячь</b> мышцы.",💪
une proximité,близость,"À <b>proximité</b> de la gare.","<b>Рядом</b> с вокзалом.",📍
un projecteur,прожектор,"Un <b>projecteur</b> de cinéma.","Кино<b>проектор</b>.",🎬
une rêverie,мечтательность,"Perdu dans ses <b>rêveries</b>.","Погружённый в <b>мечты</b>.",💭
encercler,окружать,"<b>Encercler</b> l'ennemi.","<b>Окружить</b> врага.",⭕
socialiste,социалистический,"Un parti <b>socialiste</b>.","<b>Социалистическая</b> партия.",🚩
un châtiment,наказание,"Un <b>châtiment</b> sévère.","Суровое <b>наказание</b>.",⚖️
"passionnant, passionnante",увлекательный,"Un livre <b>passionnant</b>.","<b>Увлекательная</b> книга.",📚
une caverne,пещера,"Une <b>caverne</b> sombre.","Тёмная <b>пещера</b>.",🦇
un chantage,шантаж,"Faire du <b>chantage</b>.","<b>Шантажировать</b>.",🤫
"chanceux, chanceuse",везучий,"Tu es <b>chanceux</b>.","Тебе <b>повезло</b>.",🍀
néanmoins,тем не менее,"<b>Néanmoins</b>, il a réussi.","<b>Тем не менее</b> он преуспел.",↔️
prédire,предсказывать,"<b>Prédire</b> l'avenir.","<b>Предсказывать</b> будущее.",🔮
un lacet,шнурок,"Nouer ses <b>lacets</b>.","Завязать <b>шнурки</b>.",👟
un pic,пик,"Le <b>pic</b> de la montagne.","<b>Пик</b> горы.",🏔️
une intrigue,интрига,"Une <b>intrigue</b> complexe.","Сложная <b>интрига</b>.",🎭
une impuissance,бессилие,"Un sentiment d'<b>impuissance</b>.","Чувство <b>бессилия</b>.",😔
cinquième,пятый,"Le <b>cinquième</b> étage.","<b>Пятый</b> этаж.",5️⃣
"souterrain, souterraine",подземный,"Un passage <b>souterrain</b>.","<b>Подземный</b> переход.",🚇
chimique,химический,"Une réaction <b>chimique</b>.","<b>Химическая</b> реакция.",🧪
"résolu, résolue",решительный,"Un homme <b>résolu</b>.","<b>Решительный</b> человек.",💪
une potion,зелье,"Une <b>potion</b> magique.","Волшебное <b>зелье</b>.",🧪
une jument,кобыла,"Une belle <b>jument</b>.","Красивая <b>кобыла</b>.",🐴
imprégner,пропитывать,"<b>Imprégner</b> le tissu.","<b>Пропитать</b> ткань.",💧
ruisseler,струиться,"L'eau <b>ruisselle</b>.","Вода <b>струится</b>.",💦
un petit-déjeuner,завтрак,"Prendre le <b>petit-déjeuner</b>.","<b>Завтракать</b>.",🍳
râler,ворчать,"Arrête de <b>râler</b>.","Хватит <b>ворчать</b>.",😤
une mafia,мафия,"La <b>mafia</b> sicilienne.","Сицилийская <b>мафия</b>.",🤵
un dortoir,общежитие,"Dormir au <b>dortoir</b>.","Спать в <b>общежитии</b>.",🛏️
une chandelle,свеча,"Une <b>chandelle</b> allumée.","Зажжённая <b>свеча</b>.",🕯️
une suggestion,предложение,"Une bonne <b>suggestion</b>.","Хорошее <b>предложение</b>.",💡
"africain, africaine",африканский,"La culture <b>africaine</b>.","<b>Африканская</b> культура.",🌍
une ferraille,металлолом,"Un tas de <b>ferraille</b>.","Куча <b>металлолома</b>.",🔩
