French,Russian,ExampleFrench,ExampleRussian,Emoji
un môme,малыш (разг.),"Les <b>mômes</b> jouent dans la cour.","<b>Малыши</b> играют во дворе.",👶
vieil,старый (перед гласной),"Un <b>vieil</b> ami m'a appelé.","<b>Старый</b> друг мне позвонил.",👴
troisième,третий,"C'est la <b>troisième</b> fois.","Это <b>третий</b> раз.",3️⃣
un pire,худшее,"Le <b>pire</b> est à venir.","<b>Худшее</b> ещё впереди.",😱
nul,никакой; никудышный,"C'est <b>nul</b> !","Это <b>отстой</b>!",👎
"nul, nulle",никакой; ничтожный,"Il n'y a <b>nulle</b> raison.","Нет <b>никакой</b> причины.",🚫
un commissaire,комиссар; следователь,"Le <b>commissaire</b> mène l'enquête.","<b>Комиссар</b> ведёт расследование.",🕵️
"fait, faite",сделанный; готовый,"C'est <b>fait</b>.","<b>Сделано</b>.",✅
"demi, demie",половина; полу-,"Une heure et <b>demie</b>.","Полтора часа.",½
chaud,горячо; жарко,"Il fait <b>chaud</b> dehors.","На улице <b>жарко</b>.",🔥
un j,буква Ж,"Le <b>j</b> se prononce différemment.","Буква <b>ж</b> произносится иначе.",🔤
une mode,мода,"La <b>mode</b> change vite.","<b>Мода</b> быстро меняется.",👗
un savoir,знание; умение,"Le <b>savoir</b> est pouvoir.","<b>Знание</b> — сила.",📚
un demain,завтра (субст.),"Le <b>demain</b> est incertain.","<b>Завтра</b> неопределённо.",📅
un o,буква О,"Le mot a deux <b>o</b>.","В слове два <b>о</b>.",🔤
un vrai,правда; настоящее,"Le <b>vrai</b> du faux.","<b>Правду</b> от лжи.",✓
une passe,пас; проход,"Une bonne <b>passe</b> au football.","Хороший <b>пас</b> в футболе.",⚽
un faîte,вершина; верх,"Le <b>faîte</b> de la montagne.","<b>Вершина</b> горы.",🏔️
une carrière,карьера; карьер,"Elle a une belle <b>carrière</b>.","У неё прекрасная <b>карьера</b>.",📈
un secrétaire,секретарь,"Mon <b>secrétaire</b> a appelé.","Мой <b>секретарь</b> звонил.",📋
un collègue,коллега,"C'est mon <b>collègue</b> de bureau.","Это мой <b>коллега</b> по работе.",👔
nulle,никакая; бесполезная,"Cette idée est <b>nulle</b>.","Эта идея <b>никудышная</b>.",👎
un propriétaire,владелец; хозяин,"Le <b>propriétaire</b> a augmenté le loyer.","<b>Хозяин</b> поднял арендную плату.",🏠
une barbe,борода,"Il a une longue <b>barbe</b>.","У него длинная <b>борода</b>.",🧔
uns,одни (неопр.),"Les <b>uns</b> et les autres.","<b>Одни</b> и другие.",👥
"venu, venue",пришедший,"Le premier <b>venu</b> peut entrer.","<b>Любой</b> может войти.",🚶
pisser,мочиться (разг.),"J'ai envie de <b>pisser</b>.","Мне нужно <b>отлить</b>.",🚽
bel,красивый (перед гласной),"Un <b>bel</b> homme.","<b>Красивый</b> мужчина.",😍
"plat, plate",плоский,"La Terre n'est pas <b>plate</b>.","Земля не <b>плоская</b>.",📐
un journaliste,журналист,"Le <b>journaliste</b> pose des questions.","<b>Журналист</b> задаёт вопросы.",📰
mai,май,"En <b>mai</b>, fais ce qu'il te plaît.","В <b>мае</b> делай что хочешь.",🌸
pis,хуже; ещё хуже,"Tant <b>pis</b> pour lui.","Тем <b>хуже</b> для него.",😔
in,модный; в тренде,"C'est très <b>in</b> en ce moment.","Это сейчас очень <b>модно</b>.",✨
un sous-titrage,субтитры,"Le <b>sous-titrage</b> aide à comprendre.","<b>Субтитры</b> помогают понять.",📝
douze,двенадцать,"Il est <b>douze</b> heures.","Сейчас <b>двенадцать</b> часов.",🕛
une manche,рукав; раунд,"La <b>manche</b> est trop longue.","<b>Рукав</b> слишком длинный.",👕
toi-même,сам (ты),"Fais-le <b>toi-même</b> !","Сделай это <b>сам</b>!",👤
un gros,толстяк,"Le <b>gros</b> mange beaucoup.","<b>Толстяк</b> много ест.",🍔
droit,прямо,"Va tout <b>droit</b>.","Иди <b>прямо</b>.",➡️
un voile,вуаль; завеса,"Elle porte un <b>voile</b>.","Она носит <b>вуаль</b>.",🧕
une voile,парус,"Le bateau a une grande <b>voile</b>.","У лодки большой <b>парус</b>.",⛵
un esclave,раб,"L'<b>esclave</b> a été libéré.","<b>Раба</b> освободили.",⛓️
grand-chose,многое; много,"Il n'y a pas <b>grand-chose</b> à faire.","<b>Особо</b> нечего делать.",🤷
un prof,препод (разг.),"Mon <b>prof</b> est sympa.","Мой <b>препод</b> классный.",👨‍🏫
un y,буква Y,"Le mot s'écrit avec un <b>y</b>.","Слово пишется с <b>y</b>.",🔤
etc,и т.д.,"Les fruits, légumes, <b>etc</b>.","Фрукты, овощи <b>и т.д.</b>",📝
un mets,блюдо (кулинар.),"C'est un <b>mets</b> délicieux.","Это вкусное <b>блюдо</b>.",🍽️
toutes,все (ж.р.),"<b>Toutes</b> les filles sont là.","<b>Все</b> девушки здесь.",👩‍👩‍👧‍👧
un mille,миля,"Un <b>mille</b> fait 1,6 km.","<b>Миля</b> — это 1,6 км.",📏
Mlle,мадемуазель (сокр.),"<b>Mlle</b> Dupont est arrivée.","<b>Мадемуазель</b> Дюпон приехала.",👩
cinquante,пятьдесят,"Il a <b>cinquante</b> ans.","Ему <b>пятьдесят</b> лет.",5️⃣0️⃣
un frais,расход; издержки,"Les <b>frais</b> de transport.","Транспортные <b>расходы</b>.",💸
cher,дорого,"Ça coûte <b>cher</b>.","Это стоит <b>дорого</b>.",💰
un s,буква S,"Le pluriel prend un <b>s</b>.","Множественное число с <b>s</b>.",🔤
juin,июнь,"En <b>juin</b>, c'est l'été.","В <b>июне</b> — лето.",☀️
un peintre,художник,"Ce <b>peintre</b> est célèbre.","Этот <b>художник</b> знаменит.",🎨
une auto,автомобиль,"J'ai une vieille <b>auto</b>.","У меня старый <b>автомобиль</b>.",🚗
une couille,яйцо (груб.),"Casse-<b>couilles</b> ! (vulgaire)","Достал! (груб.)",🤬
bas,низко; тихо,"Parle plus <b>bas</b>.","Говори <b>тише</b>.",🔉
un tard,поздний час,"Sur le <b>tard</b>, il est arrivé.","<b>Поздно</b> он пришёл.",🌙
août,август,"En <b>août</b>, je pars en vacances.","В <b>августе</b> я еду в отпуск.",🏖️
une miss,мисс,"<b>Miss</b> France est belle.","<b>Мисс</b> Франция красивая.",👑
nouvel,новый (перед гласной),"Un <b>nouvel</b> ami.","<b>Новый</b> друг.",🆕
septembre,сентябрь,"En <b>septembre</b>, c'est la rentrée.","В <b>сентябре</b> — начало учёбы.",📚
auquel,которому,"L'homme <b>auquel</b> je parle.","Мужчина, <b>с которым</b> я говорю.",❓
un blond,блондин,"Le <b>blond</b> là-bas est mon ami.","<b>Блондин</b> там — мой друг.",👱
un sérieux,серьёзность,"Gardez votre <b>sérieux</b>.","Сохраняйте <b>серьёзность</b>.",😐
adieu,прощай,"<b>Adieu</b>, mon ami.","<b>Прощай</b>, друг.",👋
pourvoir,обеспечивать; снабжать,"<b>Pourvoir</b> aux besoins de la famille.","<b>Обеспечивать</b> нужды семьи.",💼
juillet,июль,"En <b>juillet</b>, il fait chaud.","В <b>июле</b> жарко.",🌞
un pilote,пилот,"Le <b>pilote</b> a atterri.","<b>Пилот</b> приземлился.",✈️
la plupart des,большинство,"<b>La plupart des</b> gens sont gentils.","<b>Большинство</b> людей добрые.",👥
un dehors,внешняя сторона,"Le <b>dehors</b> est froid.","<b>Снаружи</b> холодно.",🌨️
un enfoiré,мудак (груб.),"Quel <b>enfoiré</b> ! (vulgaire)","Какой <b>мудак</b>! (груб.)",🤬
péter,пукать; взрывать (разг.),"Il a <b>pété</b> un câble.","Он <b>слетел с катушек</b>.",💨
divers,различный; разный,"Des sujets <b>divers</b>.","<b>Различные</b> темы.",🔀
lesquels,которые (м.р.),"<b>Lesquels</b> préfères-tu ?","<b>Которые</b> ты предпочитаешь?",❓
un italien,итальянец,"Mon ami est <b>italien</b>.","Мой друг — <b>итальянец</b>.",🇮🇹
un ça,это (субст.),"Le <b>ça</b> en psychanalyse.","<b>Оно</b> в психоанализе.",🧠
