French,Russian,ExampleFrench,ExampleRussian,Emoji
une semelle,подошва,"La <b>semelle</b> de la chaussure.","<b>Подошва</b> обуви.",👟
une discrétion,скромность,"Avec <b>discrétion</b>.","Со <b>скромностью</b>.",🤫
intriguer,интриговать,"Ça m'<b>intrigue</b>.","Это меня <b>интригует</b>.",🤔
"permanent, permanente",постоянный,"Un emploi <b>permanent</b>.","<b>Постоянная</b> работа.",📌
un rouleau,рулон,"Un <b>rouleau</b> de papier.","<b>Рулон</b> бумаги.",📜
multiple,многочисленный,"Des choix <b>multiples</b>.","<b>Многочисленные</b> варианты.",🔢
un songe,мечта; сон,"Un doux <b>songe</b>.","Сладкий <b>сон</b>.",💭
une fraise,клубника,"Une tarte aux <b>fraises</b>.","Пирог с <b>клубникой</b>.",🍓
une piqûre,укол,"Une <b>piqûre</b> d'abeille.","Пчелиный <b>укус</b>.",🐝
un réflexe,рефлекс,"Un <b>réflexe</b> rapide.","Быстрый <b>рефлекс</b>.",⚡
une politesse,вежливость,"Par <b>politesse</b>.","Из <b>вежливости</b>.",🙂
une rancune,злоба,"Sans <b>rancune</b>.","Без <b>обиды</b>.",😌
encadrer,обрамлять,"<b>Encadre</b> la photo.","<b>Вставь в рамку</b> фото.",🖼️
voire,даже,"Difficile, <b>voire</b> impossible.","Сложно, <b>даже</b> невозможно.",😮
un foin,сено,"Une meule de <b>foin</b>.","Стог <b>сена</b>.",🌾
"cuit, cuite",варёный,"Un œuf <b>cuit</b> dur.","Яйцо <b>сваренное</b> вкрутую.",🥚
honorable,почётный,"Une mention <b>honorable</b>.","<b>Почётное</b> упоминание.",🏅
constamment,постоянно,"Il pleut <b>constamment</b>.","Дождь идёт <b>постоянно</b>.",🌧️
accroupir,приседать,"<b>Accroupis</b>-toi.","<b>Присядь</b>.",🧎
un malentendu,недоразумение,"C'est un <b>malentendu</b>.","Это <b>недоразумение</b>.",🤷
un évêque,епископ,"L'<b>évêque</b> bénit.","<b>Епископ</b> благословляет.",⛪
dévisager,разглядывать,"Il me <b>dévisage</b>.","Он меня <b>разглядывает</b>.",👀
un hurlement,вопль,"Un <b>hurlement</b> de douleur.","<b>Вопль</b> боли.",😱
délirer,бредить,"Tu <b>délires</b> !","Ты <b>бредишь</b>!",🤪
une procédure,процедура,"Suivre la <b>procédure</b>.","Следовать <b>процедуре</b>.",📋
"clandestin, clandestine",подпольный,"Un immigrant <b>clandestin</b>.","<b>Нелегальный</b> иммигрант.",🙈
une tige,стебель,"La <b>tige</b> de la fleur.","<b>Стебель</b> цветка.",🌷
un autel,алтарь,"L'<b>autel</b> de l'église.","<b>Алтарь</b> церкви.",⛪
un équipement,оборудование,"L'<b>équipement</b> sportif.","Спортивное <b>оборудование</b>.",🏋️
un combattant,боец,"Un <b>combattant</b> courageux.","Храбрый <b>боец</b>.",⚔️
une substance,вещество,"Une <b>substance</b> toxique.","Токсичное <b>вещество</b>.",🧪
une pudeur,стыдливость,"Avec <b>pudeur</b>.","Со <b>скромностью</b>.",😊
une ère,эра,"Une nouvelle <b>ère</b>.","Новая <b>эра</b>.",📅
un bourreau,палач,"Le <b>bourreau</b> exécute.","<b>Палач</b> казнит.",⚔️
inévitable,неизбежный,"C'est <b>inévitable</b>.","Это <b>неизбежно</b>.",😔
un interrogatoire,допрос,"Un <b>interrogatoire</b> de police.","Полицейский <b>допрос</b>.",🚔
une prudence,осторожность,"Avec <b>prudence</b>.","С <b>осторожностью</b>.",⚠️
intimider,запугивать,"Ne te laisse pas <b>intimider</b>.","Не позволяй себя <b>запугать</b>.",😤
