French,Russian,ExampleFrench,ExampleRussian,Emoji
un amour-propre,самолюбие,"Blesser l'<b>amour-propre</b>.","Задеть <b>самолюбие</b>.",💔
un observateur,наблюдатель,"Un <b>observateur</b> attentif.","Внимательный <b>наблюдатель</b>.",👁️
"joueur, joueuse",игривый; азартный,"Un chat <b>joueur</b>.","<b>Игривый</b> кот.",🎮
une intrusion,вторжение,"Une <b>intrusion</b> dans la vie privée.","<b>Вторжение</b> в личную жизнь.",🚪
une visière,козырёк,"La <b>visière</b> de la casquette.","<b>Козырёк</b> кепки.",🧢
"stupéfiant, stupéfiante",ошеломляющий,"Une nouvelle <b>stupéfiante</b>.","<b>Ошеломляющая</b> новость.",😲
un courtisan,придворный,"Le <b>courtisan</b> flatte le roi.","<b>Придворный</b> льстит королю.",🤴
une tiédeur,теплота; прохладность,"La <b>tiédeur</b> de l'eau.","<b>Тепловатость</b> воды.",🌡️
une trouvaille,находка,"Quelle <b>trouvaille</b> !","Какая <b>находка</b>!",💎
épouvanter,ужасать,"Cette idée m'<b>épouvante</b>.","Эта идея меня <b>ужасает</b>.",😱
motiver,мотивировать,"<b>Motiver</b> les employés.","<b>Мотивировать</b> сотрудников.",💪
séjourner,гостить; пребывать,"<b>Séjourner</b> à l'hôtel.","<b>Остановиться</b> в отеле.",🏨
un campus,кампус,"Le <b>campus</b> universitaire.","Университетский <b>кампус</b>.",🎓
un livreur,курьер; доставщик,"Le <b>livreur</b> de pizzas.","<b>Доставщик</b> пиццы.",📦
un signor,синьор,"Bonjour, <b>signor</b>.","Здравствуйте, <b>синьор</b>.",🎩
"assassiné, assassinée",убитый,"Un homme <b>assassiné</b>.","<b>Убитый</b> мужчина.",🔪
métamorphoser,преображать,"Se <b>métamorphoser</b>.","<b>Преображаться</b>.",🦋
un chargeur,зарядное; обойма,"Le <b>chargeur</b> du téléphone.","<b>Зарядка</b> телефона.",🔌
"vocal, vocale",голосовой,"Les cordes <b>vocales</b>.","<b>Голосовые</b> связки.",🎤
consigner,записывать; сдавать,"<b>Consigner</b> les faits.","<b>Записать</b> факты.",📝
maximum,максимальный,"La vitesse <b>maximum</b>.","<b>Максимальная</b> скорость.",⬆️
une coupole,купол,"La <b>coupole</b> de l'église.","<b>Купол</b> церкви.",⛪
entonner,затягивать (песню),"<b>Entonner</b> un hymne.","<b>Затянуть</b> гимн.",🎵
une calomnie,клевета,"C'est une <b>calomnie</b> !","Это <b>клевета</b>!",🤥
un baigneur,купальщик,"Les <b>baigneurs</b> à la plage.","<b>Купальщики</b> на пляже.",🏊
"théâtral, théâtrale",театральный,"Un geste <b>théâtral</b>.","<b>Театральный</b> жест.",🎭
un vallon,долина,"Un <b>vallon</b> verdoyant.","Зелёная <b>долина</b>.",🏞️
humer,нюхать; вдыхать,"<b>Humer</b> l'air frais.","<b>Вдыхать</b> свежий воздух.",👃
morose,мрачный; угрюмый,"Un temps <b>morose</b>.","<b>Мрачная</b> погода.",😔
un piaillement,писк; щебетание,"Le <b>piaillement</b> des oiseaux.","<b>Щебетание</b> птиц.",🐦
une échine,хребет; спина,"Courber l'<b>échine</b>.","<b>Гнуть спину</b>.",🦴
un annuaire,справочник,"L'<b>annuaire</b> téléphonique.","Телефонный <b>справочник</b>.",📖
un apôtre,апостол,"Les douze <b>apôtres</b>.","Двенадцать <b>апостолов</b>.",⛪
un bridge,бридж,"Jouer au <b>bridge</b>.","Играть в <b>бридж</b>.",🃏
morbide,болезненный,"Une curiosité <b>morbide</b>.","<b>Болезненное</b> любопытство.",😷
une polka,полька (танец),"Danser la <b>polka</b>.","Танцевать <b>польку</b>.",💃
desquelles,которых (ж.р.),"Les femmes <b>desquelles</b> je parle.","Женщины, <b>о которых</b> я говорю.",❓
une douanière,таможенница,"La <b>douanière</b> vérifie les bagages.","<b>Таможенница</b> проверяет багаж.",🛃
une cache,тайник,"Une <b>cache</b> secrète.","Тайный <b>тайник</b>.",🗝️
soixante-dix,семьдесят,"Il a <b>soixante-dix</b> ans.","Ему <b>семьдесят</b> лет.",7️⃣0️⃣
une sous-officière,сержант (ж.р.),"La <b>sous-officière</b> commande.","<b>Сержант</b> командует.",🎖️
un emmerdeur,зануда (груб.),"Quel <b>emmerdeur</b> !","Какой <b>зануда</b>!",😤
un coudrier,орешник,"Le <b>coudrier</b> est un arbuste.","<b>Орешник</b> — кустарник.",🌳
gelé,замороженный; замёрзший,"Les mains <b>gelées</b>.","<b>Замёрзшие</b> руки.",🥶
un los,хвала (устар.),"Chanter les <b>los</b>.","Петь <b>хвалу</b>.",🎵
éprendre,влюбляться,"S'<b>éprendre</b> de quelqu'un.","<b>Влюбиться</b> в кого-то.",❤️
enquérir,осведомляться,"S'<b>enquérir</b> de la santé.","<b>Справиться</b> о здоровье.",❓
éclair,молниеносный,"Une visite <b>éclair</b>.","<b>Молниеносный</b> визит.",⚡
un thanksgiving,День благодарения,"Fêter <b>Thanksgiving</b>.","Праздновать <b>День благодарения</b>.",🦃
un crac,крах; треск,"Le <b>crac</b> de 1929.","<b>Крах</b> 1929 года.",📉
un ranger,рейнджер,"Le <b>ranger</b> du parc.","<b>Рейнджер</b> парка.",🌲
une proviseure,директор (ж.р.),"La <b>proviseure</b> du lycée.","<b>Директор</b> лицея.",👩‍🏫
une huissière,судебный пристав (ж.р.),"L'<b>huissière</b> signifie l'acte.","<b>Пристав</b> вручает акт.",⚖️
un bestiau,скотина (разг.),"Un gros <b>bestiau</b>.","Большая <b>скотина</b>.",🐄
un déserteur,дезертир,"Le <b>déserteur</b> a fui.","<b>Дезертир</b> сбежал.",🏃
une déserteuse,дезертир (ж.р.),"La <b>déserteuse</b> a été arrêtée.","<b>Дезертира</b> задержали.",🏃‍♀️
une milicienne,ополченка,"La <b>milicienne</b> patrouille.","<b>Ополченка</b> патрулирует.",👩‍✈️
un milicien,ополченец,"Le <b>milicien</b> garde la frontière.","<b>Ополченец</b> охраняет границу.",👮
un infant,инфант,"L'<b>infant</b> d'Espagne.","<b>Инфант</b> Испании.",👑
un merdier,бардак (груб.),"C'est le <b>merdier</b> !","Это <b>бардак</b>!",🤬
une connasse,дура (груб.),"Quelle <b>connasse</b> !","Какая <b>дура</b>!",🤬
une sierra,сьерра (горы),"La <b>Sierra</b> Nevada.","<b>Сьерра</b> Невада.",🏔️
un événement,событие,"Un grand <b>événement</b>.","Большое <b>событие</b>.",🎉
un roll,ролл; рок-н-ролл,"Le rock and <b>roll</b>.","<b>Рок-н-ролл</b>.",🎸
un couché,закат; положение лёжа,"Le <b>coucher</b> du soleil.","<b>Закат</b> солнца.",🌅
les confins,пределы; границы,"Aux <b>confins</b> du monde.","На <b>краю</b> света.",🌍
une homosexualité,гомосексуальность,"L'<b>homosexualité</b> est naturelle.","<b>Гомосексуальность</b> естественна.",🏳️‍🌈
un suédois,швед,"Mon ami est <b>suédois</b>.","Мой друг — <b>швед</b>.",🇸🇪
