French,Russian,ExampleFrench,ExampleRussian,Emoji
adapter,адаптировать,"<b>Adapte</b>-toi à la situation.","<b>Адаптируйся</b> к ситуации.",🔄
renifler,нюхать,"Le chien <b>renifle</b>.","Собака <b>принюхивается</b>.",🐕
une fourrure,мех,"Un manteau de <b>fourrure</b>.","Шуба из <b>меха</b>.",🧥
un facteur,почтальон; фактор,"Le <b>facteur</b> passe.","<b>Почтальон</b> проходит.",📮
"spirituel, spirituelle",духовный; остроумный,"Un guide <b>spirituel</b>.","<b>Духовный</b> наставник.",🙏
un dessert,десерт,"Comme <b>dessert</b>...","На <b>десерт</b>...",🍰
cerner,окружать; понимать,"Je <b>cerne</b> le problème.","Я <b>понимаю</b> проблему.",🎯
une saucisse,сосиска,"Une <b>saucisse</b> grillée.","Жареная <b>сосиска</b>.",🌭
un timbre,марка; тембр,"Un <b>timbre</b>-poste.","Почтовая <b>марка</b>.",📮
évader,убегать,"Il s'est <b>évadé</b> de prison.","Он <b>сбежал</b> из тюрьмы.",🏃
une crête,гребень,"La <b>crête</b> de la montagne.","<b>Гребень</b> горы.",⛰️
un argument,аргумент,"Un bon <b>argument</b>.","Хороший <b>аргумент</b>.",💬
défier,бросать вызов,"Je te <b>défie</b>.","Я тебе <b>бросаю вызов</b>.",💪
une exposition,выставка,"Une <b>exposition</b> d'art.","Художественная <b>выставка</b>.",🎨
maquiller,гримировать,"<b>Maquille</b>-toi.","<b>Накрасься</b>.",💄
un bistrot,бистро,"Un petit <b>bistrot</b> parisien.","Маленькое парижское <b>бистро</b>.",🍷
"japonais, japonaise",японский,"La cuisine <b>japonaise</b>.","<b>Японская</b> кухня.",🍣
hâter,торопить,"<b>Hâte</b>-toi !","<b>Поторопись</b>!",⏱️
anéantir,уничтожать,"<b>Anéantir</b> l'ennemi.","<b>Уничтожить</b> врага.",💥
une patate,картошка (разг.),"Une <b>patate</b> chaude.","Горячая <b>картошка</b>.",🥔
un congrès,конгресс,"Le <b>congrès</b> annuel.","Ежегодный <b>конгресс</b>.",🏛️
une vidéo,видео,"Regarde cette <b>vidéo</b>.","Посмотри это <b>видео</b>.",📹
enquêter,расследовать,"La police <b>enquête</b>.","Полиция <b>расследует</b>.",🔍
un proche,близкий человек,"Mes <b>proches</b>.","Мои <b>близкие</b>.",👨‍👩‍👧
retarder,откладывать; опаздывать,"Ne <b>retarde</b> pas.","Не <b>опаздывай</b>.",⏰
terriblement,ужасно,"<b>Terriblement</b> fatigué.","<b>Ужасно</b> устал.",😫
"négatif, négative",отрицательный,"Un résultat <b>négatif</b>.","<b>Отрицательный</b> результат.",➖
un frangin,братишка (разг.),"C'est mon <b>frangin</b>.","Это мой <b>братишка</b>.",👦
capturer,захватывать,"<b>Capturer</b> l'ennemi.","<b>Захватить</b> врага.",🎯
un accusé,обвиняемый,"L'<b>accusé</b> est innocent.","<b>Обвиняемый</b> невиновен.",⚖️
vulgaire,вульгарный,"Un mot <b>vulgaire</b>.","<b>Вульгарное</b> слово.",😬
anonyme,анонимный,"Un appel <b>anonyme</b>.","<b>Анонимный</b> звонок.",🎭
un échantillon,образец,"Un <b>échantillon</b> gratuit.","Бесплатный <b>образец</b>.",🧪
un loyer,арендная плата,"Le <b>loyer</b> est cher.","<b>Аренда</b> дорогая.",🏠
hanter,преследовать; обитать,"Les fantômes <b>hantent</b> le château.","Призраки <b>обитают</b> в замке.",👻
une tranche,ломтик,"Une <b>tranche</b> de pain.","<b>Ломтик</b> хлеба.",🍞
une brosse,щётка,"Une <b>brosse</b> à dents.","Зубная <b>щётка</b>.",🪥
une recette,рецепт,"La <b>recette</b> du gâteau.","<b>Рецепт</b> торта.",📝
"original, originale",оригинальный,"Une idée <b>originale</b>.","<b>Оригинальная</b> идея.",💡
navrer,огорчать,"Je suis <b>navré</b>.","Мне <b>очень жаль</b>.",😔
une horloge,часы (настенные),"L'<b>horloge</b> sonne.","<b>Часы</b> бьют.",🕰️
une nappe,скатерть,"Mets la <b>nappe</b>.","Постели <b>скатерть</b>.",🍽️
