French,Russian,ExampleFrench,ExampleRussian,Emoji
méditer,медитировать,"<b>Méditer</b> en silence.","<b>Медитировать</b> в тишине.",🧘
camper,ставить лагерь,"<b>Camper</b> dans la forêt.","<b>Разбить лагерь</b> в лесу.",⛺
une jumelle,близнец (ж.); бинокль,"Regarder avec des <b>jumelles</b>.","Смотреть в <b>бинокль</b>.",🔭
régaler,угощать,"Je vous <b>régale</b>.","Я вас <b>угощаю</b>.",🍽️
"chargé, chargée",заряженный,"Une arme <b>chargée</b>.","<b>Заряженное</b> оружие.",🔫
agresser,нападать,"<b>Agresser</b> quelqu'un.","<b>Напасть</b> на кого-то.",👊
cligner,моргать,"<b>Cligner</b> des yeux.","<b>Моргать</b> глазами.",👁️
un emplacement,местоположение,"L'<b>emplacement</b> du parking.","<b>Расположение</b> парковки.",📍
un exil,ссылка,"Partir en <b>exil</b>.","Уйти в <b>ссылку</b>.",🏃
une oie,гусь,"Une <b>oie</b> blanche.","Белый <b>гусь</b>.",🦢
librement,свободно,"Parler <b>librement</b>.","Говорить <b>свободно</b>.",🗣️
révolutionnaire,революционный,"Une idée <b>révolutionnaire</b>.","<b>Революционная</b> идея.",✊
un virage,поворот,"Un <b>virage</b> dangereux.","Опасный <b>поворот</b>.",🛣️
proprement,собственно; чисто,"<b>Proprement</b> dit.","<b>Собственно</b> говоря.",📌
une orbite,орбита,"L'<b>orbite</b> de la Terre.","<b>Орбита</b> Земли.",🌍
une priorité,приоритет,"La <b>priorité</b> absolue.","Абсолютный <b>приоритет</b>.",🥇
