French,Russian,ExampleFrench,ExampleRussian,Emoji
pchitt,пшшш! (брызги),"<b>Pchitt</b>, le parfum.","<b>Пшш</b>, духи.",🧴
bouf,пыф! (вздох),"<b>Bouf</b>, je suis fatigué.","<b>Пыф</b>, я устал.",😮‍💨
turlututu,тру-ля-ля (отказ),"<b>Turlututu</b>, chapeau pointu !","<b>Тру-ля-ля</b>, шиш тебе!",🎭
badabam,бадабам! (удар),<b>Badabam</b> ! Quel coup !,<b>Бадабам</b>! Какой удар!,💥
qui-vive,кто идёт? настороже,Être sur le <b>qui-vive</b>.,Быть <b>настороже</b>.,👀
afin d,чтобы (перед гласной),<b>Afin d'</b>éviter.,<b>Чтобы</b> избежать.,🎯
rantanplan,ра-та-та-та (барабан),<b>Rantanplan</b> ! Le tambour.,<b>Ра-та-та</b>! Барабан.,🥁
merdasse,блин! (эвфемизм),"<b>Merdasse</b>, j'ai oublié !","<b>Блин</b>, я забыл!",🤦
beuark,фу! бе!,"<b>Beuark</b>, c'est dégoûtant !","<b>Фу</b>, это отвратительно!",🤮
tandis qu,тогда как (перед гласной),<b>Tandis qu'</b>il dort.,<b>Тогда как</b> он спит.,😴
afin qu,чтобы (+ subj.),<b>Afin qu'</b>il comprenne.,<b>Чтобы</b> он понял.,💡
balle-peau,шиш! фигушки!,<b>Balle-peau</b> ! Pas question !,<b>Фигушки</b>! Не вопрос!,🙅
cric-crac,крик-крак (хруст),"<b>Cric-crac</b>, le bois craque.","<b>Крик-крак</b>, дерево трещит.",🪵
par-dedans,изнутри,Entrer <b>par-dedans</b>.,Войти <b>изнутри</b>.,🚪
pfutt,пфф! (исчезновение),"<b>Pfutt</b>, disparu !","<b>Пфф</b>, исчез!",💨
rataplan,ра-та-план (барабан),<b>Rataplan</b> ! Le tambour roule.,<b>Ра-та-план</b>! Барабан бьёт.,🥁
tacatac,та-та-та (стрельба),<b>Tacatac</b> ! La mitrailleuse.,<b>Та-та-та</b>! Пулемёт.,🔫
tacatacatac,та-та-та-та (очередь),<b>Tacatacatac</b> !,<b>Та-та-та-та</b>!,🔫
zzzz,зззз (сон),<b>Zzzz</b>... il dort.,<b>Зззз</b>... он спит.,😴
lorsqu,когда (перед гласной),<b>Lorsqu'</b>il arrive.,<b>Когда</b> он приходит.,⏰
zzz,ззз (сон),<b>Zzz</b>...,<b>Ззз</b>...,😴
patapouf,бум! увалень,<b>Patapouf</b> ! Il est tombé.,<b>Бум</b>! Он упал.,🤸
puisqu,раз уж; поскольку,<b>Puisqu'</b>il le faut.,<b>Раз уж</b> надо.,🤷
gué,гуэ! (возглас),C'est la mère <b>Gué</b>.,Это матушка <b>Гуэ</b>.,🎵
ollé,оле!,<b>Ollé</b> !,<b>Оле</b>!,💃
re-belote,и снова-здорово,<b>Re-belote</b> ! Encore lui !,<b>И снова-здорово</b>! Опять он!,🔄
