French,Russian,ExampleFrench,ExampleRussian,Emoji
célèbre,знаменитый,"C'est un chanteur <b>célèbre</b>.","Это <b>знаменитый</b> певец.",🌟
un week-end,выходные,"Bon <b>week-end</b> !","Хороших <b>выходных</b>!",📅
britannique,британский,"C'est un accent <b>britannique</b>.","Это <b>британский</b> акцент.",🇬🇧
disputer,спорить; ругаться,"Ils se <b>disputent</b> souvent.","Они часто <b>ссорятся</b>.",😤
venger,мстить,"Je vais me <b>venger</b>.","Я <b>отомщу</b>.",😠
baigner,купать,"Je <b>baigne</b> le bébé.","Я <b>купаю</b> ребёнка.",🛁
bloquer,блокировать,"La route est <b>bloquée</b>.","Дорога <b>перекрыта</b>.",🚧
une bague,кольцо,"Elle porte une belle <b>bague</b>.","На ней красивое <b>кольцо</b>.",💍
un flic,полицейский (разг.),"Les <b>flics</b> sont arrivés.","<b>Копы</b> приехали.",👮
un délai,срок,"Respecte le <b>délai</b>.","Соблюдай <b>сроки</b>.",⏰
un témoin,свидетель,"J'ai besoin d'un <b>témoin</b>.","Мне нужен <b>свидетель</b>.",👁️
atteindre,достигать,"J'ai <b>atteint</b> mon but.","Я <b>достиг</b> своей цели.",🎯
souhaiter,желать,"Je te <b>souhaite</b> bonne chance.","<b>Желаю</b> тебе удачи.",🤞
communiquer,общаться,"On doit mieux <b>communiquer</b>.","Нам надо лучше <b>общаться</b>.",💬
une impression,впечатление,"Quelle est ton <b>impression</b> ?","Какое твоё <b>впечатление</b>?",🤔
un journal,газета; дневник,"Je lis le <b>journal</b>.","Я читаю <b>газету</b>.",📰
une technique,техника,"C'est une bonne <b>technique</b>.","Это хорошая <b>техника</b>.",🔧
une description,описание,"Donne-moi une <b>description</b>.","Дай мне <b>описание</b>.",📝
un destin,судьба,"C'est le <b>destin</b>.","Это <b>судьба</b>.",⭐
un avion,самолёт,"L'<b>avion</b> décolle.","<b>Самолёт</b> взлетает.",✈️
un cher,дорогой,"<b>Cher</b> ami !","<b>Дорогой</b> друг!",💕
nager,плавать,"J'aime <b>nager</b>.","Я люблю <b>плавать</b>.",🏊
une crainte,страх; опасение,"J'ai des <b>craintes</b>.","У меня есть <b>опасения</b>.",😰
une plante,растение,"<b>Arrose</b> les <b>plantes</b>.","<b>Полей</b> <b>растения</b>.",🌱
suffire,хватать; быть достаточным,"Ça <b>suffit</b> !","<b>Хватит</b>!",✋
un fleuve,река (большая),"Le Saint-Laurent est un grand <b>fleuve</b>.","Святой Лаврентий — большая <b>река</b>.",🏞️
étrange,странный,"C'est <b>étrange</b>.","Это <b>странно</b>.",🤔
exécuter,исполнять; казнить,"<b>Exécute</b> cet ordre.","<b>Выполни</b> этот приказ.",✅
terminer,заканчивать,"J'ai <b>terminé</b> mon travail.","Я <b>закончил</b> работу.",🏁
une couche,слой; пелёнка,"Applique une <b>couche</b> de peinture.","Нанеси <b>слой</b> краски.",🎨
mériter,заслуживать,"Tu <b>mérites</b> une récompense.","Ты <b>заслуживаешь</b> награду.",🏆
un nez,нос,"J'ai le <b>nez</b> bouché.","У меня заложен <b>нос</b>.",👃
un ennemi,враг,"C'est mon <b>ennemi</b>.","Это мой <b>враг</b>.",⚔️
confondre,путать,"Ne me <b>confonds</b> pas avec lui.","Не <b>путай</b> меня с ним.",🤷
une moitié,половина,"J'en veux la <b>moitié</b>.","Я хочу <b>половину</b>.",½
un quartier,район; квартал,"J'habite dans ce <b>quartier</b>.","Я живу в этом <b>районе</b>.",🏘️
un grain,зерно,"Un <b>grain</b> de sable.","<b>Песчинка</b>.",🌾
profiter,пользоваться; извлекать выгоду,"<b>Profite</b> de la vie !","<b>Наслаждайся</b> жизнью!",😊
une profession,профессия,"Quelle est ta <b>profession</b> ?","Какая у тебя <b>профессия</b>?",💼
une réaction,реакция,"Quelle a été sa <b>réaction</b> ?","Какая была его <b>реакция</b>?",😮
prier,молиться; просить,"Je te <b>prie</b> de m'excuser.","<b>Прошу</b> меня извинить.",🙏
une religion,религия,"La <b>religion</b> catholique.","<b>Католическая</b> религия.",⛪
avouer,признавать,"J'<b>avoue</b> que j'ai menti.","<b>Признаю</b>, что солгал.",😔
bénéficier,пользоваться (преимуществом),"Tu vas <b>bénéficier</b> d'une réduction.","Ты получишь <b>скидку</b>.",💰
retenir,удерживать; запоминать,"Je n'arrive pas à <b>retenir</b> son nom.","Не могу <b>запомнить</b> его имя.",🧠
