French,Russian,ExampleFrench,ExampleRussian,Emoji
un repentir,раскаяние,"Le <b>repentir</b> sincère.","Искреннее <b>раскаяние</b>.",😔
un caveau,склеп,"Un <b>caveau</b> familial.","Семейный <b>склеп</b>.",⚰️
"partagé, partagée",разделённый,"Un avis <b>partagé</b>.","<b>Разделённое</b> мнение.",⚖️
"réconfortant, réconfortante",утешительный,"Des paroles <b>réconfortantes</b>.","<b>Утешительные</b> слова.",🤗
patiner,кататься на коньках,"<b>Patiner</b> sur la glace.","<b>Кататься на коньках</b>.",⛸️
"tranchant, tranchante",острый,"Une lame <b>tranchante</b>.","<b>Острое</b> лезвие.",🔪
un découvert,овердрафт,"Être à <b>découvert</b>.","Быть в <b>овердрафте</b>.",💳
adhérer,присоединяться,"<b>Adhérer</b> à un club.","<b>Присоединиться</b> к клубу.",🤝
dangereusement,опасно,"<b>Dangereusement</b> proche.","<b>Опасно</b> близко.",⚠️
un présage,предзнаменование,"Un mauvais <b>présage</b>.","Плохое <b>предзнаменование</b>.",🔮
un monologue,монолог,"Un long <b>monologue</b>.","Долгий <b>монолог</b>.",🗣️
"abondant, abondante",обильный,"Une récolte <b>abondante</b>.","<b>Обильный</b> урожай.",🌾
alterner,чередовать,"<b>Alterner</b> les couleurs.","<b>Чередовать</b> цвета.",🎨
un consommateur,потребитель,"Protéger le <b>consommateur</b>.","Защищать <b>потребителя</b>.",🛒
rabaisser,унижать,"<b>Rabaisser</b> quelqu'un.","<b>Унижать</b> кого-то.",😔
un redressement,выправление,"Le <b>redressement</b> économique.","Экономическое <b>выправление</b>.",📈
"créateur, créatrice",творческий,"Un esprit <b>créateur</b>.","<b>Творческий</b> дух.",💡
"déprimant, déprimante",угнетающий,"Une ambiance <b>déprimante</b>.","<b>Угнетающая</b> атмосфера.",😞
pittoresque,живописный,"Un village <b>pittoresque</b>.","<b>Живописная</b> деревня.",🏘️
grêle,тонкий,"Une voix <b>grêle</b>.","<b>Тонкий</b> голос.",🗣️
"indistinct, indistincte",неясный,"Un bruit <b>indistinct</b>.","<b>Неясный</b> шум.",🔊
un contexte,контекст,"Dans ce <b>contexte</b>.","В этом <b>контексте</b>.",📋
murer,замуровывать,"<b>Murer</b> une porte.","<b>Замуровать</b> дверь.",🧱
une nationale,национальная дорога,"Une route <b>nationale</b>.","<b>Национальная</b> трасса.",🛣️
symboliser,символизировать,"<b>Symboliser</b> la paix.","<b>Символизировать</b> мир.",☮️
rebrousser,возвращаться,"<b>Rebrousser</b> chemin.","<b>Повернуть</b> назад.",↩️
un mou,мякоть,"Le <b>mou</b> du coude.","<b>Сгиб</b> локтя.",💪
un optimisme,оптимизм,"Avec <b>optimisme</b>.","С <b>оптимизмом</b>.",😊
une cohue,толчея,"Dans la <b>cohue</b>.","В <b>толчее</b>.",👥
"résistant, résistante",стойкий,"Un matériau <b>résistant</b>.","<b>Прочный</b> материал.",🛡️
un golfe,залив,"Le <b>golfe</b> du Mexique.","Мексиканский <b>залив</b>.",🌊
une boussole,компас,"Suivre la <b>boussole</b>.","Следовать за <b>компасом</b>.",🧭
une variation,вариация,"Une <b>variation</b> musicale.","Музыкальная <b>вариация</b>.",🎵
essentiellement,по существу,"<b>Essentiellement</b> correct.","<b>По существу</b> верно.",✅
un cocher,кучер,"Le <b>cocher</b> du carrosse.","<b>Кучер</b> кареты.",🐴
un favori,любимец,"Le <b>favori</b> du roi.","<b>Любимец</b> короля.",👑
un paragraphe,абзац,"Un nouveau <b>paragraphe</b>.","Новый <b>абзац</b>.",📝
une cruche,кувшин,"Une <b>cruche</b> d'eau.","<b>Кувшин</b> воды.",🏺
un baratin,болтовня,"Arrête ton <b>baratin</b>.","Хватит <b>болтовни</b>.",🗣️
désapprouver,не одобрять,"<b>Désapprouver</b> une décision.","<b>Не одобрять</b> решение.",👎
"enfermé, enfermée",запертый,"<b>Enfermé</b> dans sa chambre.","<b>Запертый</b> в комнате.",🔒
perfectionner,совершенствовать,"<b>Perfectionner</b> son art.","<b>Совершенствовать</b> искусство.",🎨
un déclin,упадок,"Le <b>déclin</b> de l'empire.","<b>Упадок</b> империи.",📉
un syndrome,синдром,"Le <b>syndrome</b> de Stockholm.","Стокгольмский <b>синдром</b>.",🧠
une douille,гильза,"Une <b>douille</b> de cartouche.","<b>Гильза</b> от патрона.",🔫
une effusion,излияние,"Des <b>effusions</b> de sang.","<b>Кровопролитие</b>.",🩸
une caricature,карикатура,"Une <b>caricature</b> politique.","Политическая <b>карикатура</b>.",🎨
un abat-jour,абажур,"Un <b>abat-jour</b> en soie.","Шёлковый <b>абажур</b>.",💡
une adoption,усыновление,"Une <b>adoption</b> internationale.","Международное <b>усыновление</b>.",👨‍👧
un panache,перо на шлеме,"Avec <b>panache</b>.","С <b>шиком</b>.",🪶
un asphalte,асфальт,"Sur l'<b>asphalte</b> chaud.","На горячем <b>асфальте</b>.",🛣️
apte,способный,"<b>Apte</b> au service.","<b>Годен</b> к службе.",✅
une capitulation,капитуляция,"La <b>capitulation</b> de l'ennemi.","<b>Капитуляция</b> врага.",🏳️
une détermination,решимость,"Avec <b>détermination</b>.","С <b>решимостью</b>.",💪
