French,Russian,ExampleFrench,ExampleRussian,Emoji
une bavure,промашка,"Une <b>bavure</b> policière.","Полицейская <b>промашка</b>.",⚠️
champagne,шампанский,"Du vin de <b>Champagne</b>.","<b>Шампанское</b> вино.",🍾
gratos,бесплатно (разг.),"C'est <b>gratos</b>.","Это <b>бесплатно</b>.",🆓
subjuguer,покорять,"<b>Subjuguer</b> le public.","<b>Покорить</b> публику.",✨
un cactus,кактус,"Un <b>cactus</b> en pot.","<b>Кактус</b> в горшке.",🌵
un carbone,углерод,"L'empreinte <b>carbone</b>.","Углеродный <b>след</b>.",🌍
une effigie,изображение,"Une <b>effigie</b> du roi.","<b>Изображение</b> короля.",👑
atrocement,ужасно,"<b>Atrocement</b> laid.","<b>Ужасно</b> некрасивый.",😱
un prédécesseur,предшественник,"Mon <b>prédécesseur</b> au poste.","Мой <b>предшественник</b> на посту.",👤
une sonorité,звучание,"La <b>sonorité</b> de la guitare.","<b>Звучание</b> гитары.",🎸
"ensanglanté, ensanglantée",окровавленный,"Un visage <b>ensanglanté</b>.","<b>Окровавленное</b> лицо.",🩸
une raquette,ракетка,"Une <b>raquette</b> de tennis.","Теннисная <b>ракетка</b>.",🎾
une verrière,стеклянная крыша,"Une grande <b>verrière</b>.","Большая <b>стеклянная крыша</b>.",🏛️
couchant,заходящий,"Le soleil <b>couchant</b>.","<b>Заходящее</b> солнце.",🌅
un récipient,сосуд,"Un <b>récipient</b> en verre.","Стеклянный <b>сосуд</b>.",🫙
une cuite,опьянение,"Prendre une <b>cuite</b>.","Напиться.",🍺
vigile,охранник,"Le <b>vigile</b> de nuit.","Ночной <b>охранник</b>.",💂
un contentement,удовлетворение,"Un <b>contentement</b> profond.","Глубокое <b>удовлетворение</b>.",😊
une prédécesseure,предшественница,"Ma <b>prédécesseure</b>.","Моя <b>предшественница</b>.",👩
théoriquement,теоретически,"<b>Théoriquement</b> possible.","<b>Теоретически</b> возможно.",🤔
un transistor,транзистор,"Un poste <b>transistor</b>.","<b>Транзисторный</b> приёмник.",📻
un parvis,паперть,"Le <b>parvis</b> de l'église.","<b>Паперть</b> церкви.",⛪
une pommade,мазь,"Appliquer une <b>pommade</b>.","Нанести <b>мазь</b>.",💊
geindre,ныть,"<b>Geindre</b> sans cesse.","<b>Ныть</b> без конца.",😢
