French,Russian,ExampleFrench,ExampleRussian,Emoji
une assureuse,страховщица,"L'<b>assureuse</b> examine.","<b>Страховщица</b> проверяет.",📋
une superviseuse,контролёрша,"La <b>superviseuse</b> vérifie.","<b>Контролёрша</b> проверяет.",👀
une franc-tireuse,вольный стрелок (ж.),"Une <b>franc-tireuse</b> politique.","Политическая <b>независимая</b>.",🎯
une armurière,оружейница,"L'<b>armurière</b> fabrique.","<b>Оружейница</b> изготавливает.",⚔️
une théologienne,богослов (ж.),"Une <b>théologienne</b> érudite.","Учёный <b>богослов</b>.",📚
une oppresseuse,угнетательница,"Une <b>oppresseuse</b> cruelle.","Жестокая <b>угнетательница</b>.",😠
une charbonnière,угольщица,"La <b>charbonnière</b> travaille.","<b>Угольщица</b> работает.",⚫
une artificière,пиротехничка,"L'<b>artificière</b> prépare.","<b>Пиротехничка</b> готовит.",🎆
une débitrice,должница,"La <b>débitrice</b> rembourse.","<b>Должница</b> возвращает.",💸
une batelière,лодочница,"La <b>batelière</b> rame.","<b>Лодочница</b> гребёт.",🚣
une assesseure,заседательница,"L'<b>assesseure</b> juge.","<b>Заседательница</b> судит.",⚖️
une recruteuse,вербовщица,"La <b>recruteuse</b> cherche.","<b>Вербовщица</b> ищет.",🔍
une académicienne,академик (ж.),"Une <b>académicienne</b> célèbre.","Знаменитый <b>академик</b>.",🎓
une poissonnière,торговка рыбой,"La <b>poissonnière</b> vend.","<b>Рыбачка</b> продаёт.",🐟
une accusatrice,обвинительница,"L'<b>accusatrice</b> témoigne.","<b>Обвинительница</b> свидетельствует.",⚖️
une législatrice,законодательница,"Une <b>législatrice</b> influente.","Влиятельная <b>законодательница</b>.",🏛️
une flâneuse,праздношатающаяся,"Une <b>flâneuse</b> parisienne.","Парижская <b>фланёрша</b>.",🚶‍♀️
une réformatrice,реформаторша,"Une grande <b>réformatrice</b>.","Великая <b>реформаторша</b>.",📜
une graveuse,гравёрша,"L'<b>graveuse</b> sculpte.","<b>Гравёрша</b> режет.",🎨
