French,Russian,ExampleFrench,ExampleRussian,Emoji
un détenu,заключённый,"Les <b>détenus</b> de la prison.","<b>Заключённые</b> тюрьмы.",🔒
violemment,яростно,"Réagir <b>violemment</b>.","Реагировать <b>яростно</b>.",😤
rabattre,опускать; загонять,"<b>Rabats</b> le capot.","<b>Опусти</b> капот.",🚗
une baguette,палочка; багет,"Une <b>baguette</b> de pain.","<b>Багет</b>.",🥖
nucléaire,ядерный,"L'énergie <b>nucléaire</b>.","<b>Ядерная</b> энергия.",☢️
un éditeur,издатель,"L'<b>éditeur</b> du livre.","<b>Издатель</b> книги.",📚
une humiliation,унижение,"Subir une <b>humiliation</b>.","Испытать <b>унижение</b>.",😔
une automobile,автомобиль,"Une <b>automobile</b> ancienne.","Старинный <b>автомобиль</b>.",🚗
bouillir,кипеть,"L'eau <b>bout</b>.","Вода <b>кипит</b>.",♨️
un recours,прибежище; апелляция,"Sans <b>recours</b>.","Без <b>апелляции</b>.",⚖️
artistique,художественный,"Une œuvre <b>artistique</b>.","<b>Художественное</b> произведение.",🎨
un latin,латынь,"Apprendre le <b>latin</b>.","Изучать <b>латынь</b>.",📜
un vainqueur,победитель,"Le <b>vainqueur</b> du match.","<b>Победитель</b> матча.",🏆
un cocktail,коктейль,"Un <b>cocktail</b> tropical.","Тропический <b>коктейль</b>.",🍹
"ouvrier, ouvrière",рабочий,"La classe <b>ouvrière</b>.","<b>Рабочий</b> класс.",👷
un producteur,продюсер,"Le <b>producteur</b> du film.","<b>Продюсер</b> фильма.",🎬
provisoire,временный,"Une solution <b>provisoire</b>.","<b>Временное</b> решение.",⏳
"intellectuel, intellectuelle",интеллектуальный,"Un travail <b>intellectuel</b>.","<b>Интеллектуальная</b> работа.",🧠
un poignard,кинжал,"Un coup de <b>poignard</b>.","Удар <b>кинжалом</b>.",🗡️
bombarder,бомбить,"<b>Bombarder</b> la ville.","<b>Бомбить</b> город.",💣
un caoutchouc,резина,"Des gants en <b>caoutchouc</b>.","<b>Резиновые</b> перчатки.",🧤
un circuit,цепь; круг,"Un <b>circuit</b> électrique.","Электрическая <b>цепь</b>.",⚡
dicter,диктовать,"<b>Dicte</b> la lettre.","<b>Продиктуй</b> письмо.",📝
harceler,преследовать,"<b>Harceler</b> quelqu'un.","<b>Преследовать</b> кого-то.",😠
une mélancolie,меланхолия,"Une douce <b>mélancolie</b>.","Сладкая <b>меланхолия</b>.",😔
une bénédiction,благословение,"Donner sa <b>bénédiction</b>.","Дать <b>благословение</b>.",🙏
"singulier, singulière",необычный,"Un cas <b>singulier</b>.","<b>Необычный</b> случай.",🤔
contraire,противоположный,"L'effet <b>contraire</b>.","<b>Противоположный</b> эффект.",↔️
un bénéfice,выгода; прибыль,"Un <b>bénéfice</b> important.","Важная <b>выгода</b>.",💰
une destinée,судьба,"Maître de sa <b>destinée</b>.","Хозяин своей <b>судьбы</b>.",⭐
pathétique,жалкий,"C'est <b>pathétique</b>.","Это <b>жалко</b>.",😞
un sifflet,свисток,"Un coup de <b>sifflet</b>.","<b>Свисток</b>.",📣
une prairie,луг,"Une vaste <b>prairie</b>.","Обширный <b>луг</b>.",🌾
une spécialité,специальность,"Ma <b>spécialité</b> culinaire.","Моя кулинарная <b>специальность</b>.",👨‍🍳
un coucou,кукушка; привет,"<b>Coucou</b> !","<b>Привет</b>!",👋
feuilleter,листать,"<b>Feuilleter</b> un magazine.","<b>Листать</b> журнал.",📖
un pinceau,кисть,"Un <b>pinceau</b> de peintre.","<b>Кисть</b> художника.",🖌️
une muraille,стена,"La Grande <b>Muraille</b> de Chine.","Великая Китайская <b>стена</b>.",🧱
poignarder,закалывать кинжалом,"<b>Poignarder</b> quelqu'un.","<b>Заколоть</b> кого-то.",🗡️
"choisi, choisie",избранный,"Un public <b>choisi</b>.","<b>Избранная</b> публика.",⭐
poster,отправлять; ставить,"<b>Poste</b> la lettre.","<b>Отправь</b> письмо.",📮
manier,обращаться,"<b>Manier</b> avec précaution.","<b>Обращаться</b> осторожно.",🤲
fiancer,обручать,"Ils se sont <b>fiancés</b>.","Они <b>обручились</b>.",💍
un zoo,зоопарк,"Aller au <b>zoo</b>.","Идти в <b>зоопарк</b>.",🦁
un arrangement,договорённость,"Un <b>arrangement</b> à l'amiable.","<b>Мирная</b> договорённость.",🤝
masquer,маскировать,"<b>Masquer</b> son visage.","<b>Скрыть</b> лицо.",🎭
un assassinat,убийство,"Un <b>assassinat</b> politique.","Политическое <b>убийство</b>.",🔪
bercer,укачивать,"<b>Bercer</b> le bébé.","<b>Укачивать</b> малыша.",👶
