French,Russian,ExampleFrench,ExampleRussian,Emoji
"inattendu, inattendue",неожиданный,"Une visite <b>inattendue</b>.","<b>Неожиданный</b> визит.",😮
une manivelle,рукоятка,"Tourne la <b>manivelle</b>.","Поверни <b>рукоятку</b>.",🔧
confesser,исповедовать,"Se <b>confesser</b> au prêtre.","<b>Исповедоваться</b> священнику.",⛪
"monstrueux, monstrueuse",чудовищный,"Un crime <b>monstrueux</b>.","<b>Чудовищное</b> преступление.",😱
innombrable,бесчисленный,"D'<b>innombrables</b> étoiles.","<b>Бесчисленные</b> звёзды.",⭐
une lance,копьё,"La <b>lance</b> du chevalier.","<b>Копьё</b> рыцаря.",🗡️
une coïncidence,совпадение,"Quelle <b>coïncidence</b> !","Какое <b>совпадение</b>!",🤯
"subtil, subtile",тонкий,"Une différence <b>subtile</b>.","<b>Тонкая</b> разница.",🧐
investir,инвестировать,"<b>Investir</b> dans l'immobilier.","<b>Инвестировать</b> в недвижимость.",💰
un pin,сосна,"Un <b>pin</b> sylvestre.","Лесная <b>сосна</b>.",🌲
une camionnette,фургон,"Une <b>camionnette</b> de livraison.","Грузовой <b>фургон</b>.",🚐
sauvage,дикий,"Un animal <b>sauvage</b>.","<b>Дикое</b> животное.",🦁
une rupture,разрыв,"Une <b>rupture</b> amoureuse.","<b>Разрыв</b> отношений.",💔
un balai,метла,"Le <b>balai</b> de sorcière.","<b>Метла</b> ведьмы.",🧹
coudre,шить,"<b>Coudre</b> un bouton.","<b>Пришить</b> пуговицу.",🧵
assumer,брать на себя,"<b>Assume</b> tes actes.","<b>Отвечай</b> за свои действия.",💪
griller,жарить на гриле,"<b>Grille</b> la viande.","<b>Поджарь</b> мясо.",🥩
"creux, creuse",пустой,"Un arbre <b>creux</b>.","<b>Полое</b> дерево.",🌳
hostile,враждебный,"Un environnement <b>hostile</b>.","<b>Враждебная</b> среда.",😠
négliger,пренебрегать,"Ne <b>néglige</b> pas ta santé.","Не <b>пренебрегай</b> здоровьем.",⚠️
tricher,жульничать,"Ne <b>triche</b> pas !","Не <b>жульничай</b>!",🃏
un néant,небытие,"Le <b>néant</b> absolu.","Абсолютное <b>небытие</b>.",🕳️
une vodka,водка,"Un verre de <b>vodka</b>.","Стакан <b>водки</b>.",🍸
graver,гравировать,"<b>Grave</b> ton nom.","<b>Выгравируй</b> своё имя.",✍️
un étonnement,удивление,"Avec <b>étonnement</b>.","С <b>удивлением</b>.",😮
concernant,относительно,"<b>Concernant</b> ton problème...","<b>Относительно</b> твоей проблемы...",📌
engueuler,ругать (разг.),"Papa m'a <b>engueulé</b>.","Папа меня <b>отругал</b>.",😤
une foudre,молния,"Frappé par la <b>foudre</b>.","Поражённый <b>молнией</b>.",⚡
une baignoire,ванна,"La <b>baignoire</b> est pleine.","<b>Ванна</b> полна.",🛁
un cristal,кристалл,"Un vase en <b>cristal</b>.","Ваза из <b>хрусталя</b>.",💎
atroce,ужасный,"Une douleur <b>atroce</b>.","<b>Ужасная</b> боль.",😱
aboutir,приводить к,"<b>Aboutir</b> à un résultat.","<b>Прийти</b> к результату.",🎯
un maillot,майка; купальник,"Un <b>maillot</b> de bain.","<b>Купальник</b>.",👙
un litre,литр,"Un <b>litre</b> d'eau.","<b>Литр</b> воды.",💧
"reçu, reçue",полученный,"Bien <b>reçu</b>.","<b>Получено</b>.",✅
un violon,скрипка,"Jouer du <b>violon</b>.","Играть на <b>скрипке</b>.",🎻
actuellement,в настоящее время,"<b>Actuellement</b>, je travaille.","<b>В настоящее время</b> я работаю.",📌
une formation,обучение; формирование,"Une <b>formation</b> professionnelle.","Профессиональное <b>обучение</b>.",📚
encombrer,загромождать,"N'<b>encombre</b> pas le couloir.","Не <b>загромождай</b> коридор.",📦
un excès,излишество,"Un <b>excès</b> de vitesse.","<b>Превышение</b> скорости.",🚗
une peste,чума; зараза,"La <b>peste</b> noire.","Чёрная <b>чума</b>.",☠️
déterminer,определять,"<b>Déterminer</b> la cause.","<b>Определить</b> причину.",🔍
"impressionnant, impressionnante",впечатляющий,"Un spectacle <b>impressionnant</b>.","<b>Впечатляющее</b> зрелище.",✨
une fidélité,верность,"La <b>fidélité</b> conjugale.","Супружеская <b>верность</b>.",❤️
une foire,ярмарка,"La <b>foire</b> de Montréal.","Монреальская <b>ярмарка</b>.",🎡
ricaner,хихикать,"Il <b>ricane</b> bêtement.","Он глупо <b>хихикает</b>.",😏
domestique,домашний; слуга,"Un animal <b>domestique</b>.","<b>Домашнее</b> животное.",🐶
amateur,любитель,"Un <b>amateur</b> de vin.","<b>Любитель</b> вина.",🍷
logique,логичный,"C'est <b>logique</b>.","Это <b>логично</b>.",🧠
un établissement,учреждение,"Un <b>établissement</b> scolaire.","Учебное <b>заведение</b>.",🏫
"positif, positive",положительный,"Un résultat <b>positif</b>.","<b>Положительный</b> результат.",➕
souple,гибкий,"Elle est très <b>souple</b>.","Она очень <b>гибкая</b>.",🤸
sonore,звуковой,"Une bande <b>sonore</b>.","<b>Звуковая</b> дорожка.",🔊
un mâle,самец,"Le <b>mâle</b> dominant.","Доминирующий <b>самец</b>.",🦁
un trône,трон,"Assis sur le <b>trône</b>.","Сидя на <b>троне</b>.",👑
crisper,сводить; напрягать,"Ça me <b>crispe</b>.","Это меня <b>напрягает</b>.",😬
"naïf, naïve",наивный,"Elle est <b>naïve</b>.","Она <b>наивная</b>.",😊
un fossé,ров; пропасть,"Un <b>fossé</b> entre nous.","<b>Пропасть</b> между нами.",🕳️
sincèrement,искренне,"<b>Sincèrement</b>, je ne sais pas.","<b>Честно</b>, я не знаю.",🤷
un jury,жюри,"Le <b>jury</b> délibère.","<b>Жюри</b> совещается.",⚖️
un tonton,дядюшка (разг.),"Mon <b>tonton</b> préféré.","Мой любимый <b>дядюшка</b>.",👨
