French,Russian,ExampleFrench,ExampleRussian,Emoji
une nudité,нагота,"La <b>nudité</b> dans l'art.","<b>Нагота</b> в искусстве.",🎨
infiltrer,внедряться,"S'<b>infiltrer</b> dans un groupe.","<b>Внедриться</b> в группу.",🕵️
une préoccupation,озабоченность,"Une <b>préoccupation</b> majeure.","Главная <b>озабоченность</b>.",😟
froncer,хмурить,"<b>Froncer</b> les sourcils.","<b>Хмурить</b> брови.",😠
une plongée,погружение,"Une <b>plongée</b> sous-marine.","Подводное <b>погружение</b>.",🤿
une faille,разлом,"Une <b>faille</b> dans le système.","<b>Уязвимость</b> в системе.",🔓
"protecteur, protectrice",защитный,"Un geste <b>protecteur</b>.","<b>Защитный</b> жест.",🛡️
un interlocuteur,собеседник,"Mon <b>interlocuteur</b>.","Мой <b>собеседник</b>.",🗣️
une recommandation,рекомендация,"Une <b>recommandation</b> du médecin.","<b>Рекомендация</b> врача.",📋
un pécheur,грешник,"Un <b>pécheur</b> repenti.","Раскаявшийся <b>грешник</b>.",🙏
déduire,выводить,"<b>Déduire</b> une conclusion.","<b>Сделать</b> вывод.",🧠
"malsain, malsaine",нездоровый,"Un climat <b>malsain</b>.","<b>Нездоровый</b> климат.",🤒
une rédaction,сочинение,"Écrire une <b>rédaction</b>.","Написать <b>сочинение</b>.",📝
manoeuvrer,маневрировать,"<b>Manoeuvrer</b> une voiture.","<b>Маневрировать</b> машиной.",🚗
