French,Russian,ExampleFrench,ExampleRussian,Emoji
un éclaireur,разведчик,"Un <b>éclaireur</b> de l'armée.","Армейский <b>разведчик</b>.",🔍
hasarder,рисковать,"<b>Hasarder</b> une réponse.","<b>Рискнуть</b> ответить.",🎲
"humilié, humiliée",униженный,"Se sentir <b>humilié</b>.","Чувствовать себя <b>униженным</b>.",😔
télégraphier,телеграфировать,"<b>Télégraphier</b> un message.","<b>Телеграфировать</b> сообщение.",📧
un godet,стаканчик,"Un <b>godet</b> de peinture.","<b>Стаканчик</b> с краской.",🎨
diluer,разбавлять,"<b>Diluer</b> avec de l'eau.","<b>Разбавить</b> водой.",💧
un buveur,пьющий,"Un gros <b>buveur</b>.","Заядлый <b>пьющий</b>.",🍺
une densité,плотность,"La <b>densité</b> de population.","<b>Плотность</b> населения.",👥
une randonnée,поход,"Une <b>randonnée</b> en montagne.","Горный <b>поход</b>.",🏔️
un bouleversement,потрясение,"Un <b>bouleversement</b> politique.","Политическое <b>потрясение</b>.",💥
un piton,скала,"Un <b>piton</b> rocheux.","Скалистый <b>утёс</b>.",🏔️
"astucieux, astucieuse",хитроумный,"Une solution <b>astucieuse</b>.","<b>Хитроумное</b> решение.",💡
une symphonie,симфония,"Une <b>symphonie</b> de Beethoven.","<b>Симфония</b> Бетховена.",🎵
une transaction,сделка,"Une <b>transaction</b> bancaire.","Банковская <b>сделка</b>.",💳
berner,обманывать,"Se laisser <b>berner</b>.","Дать себя <b>обмануть</b>.",🎭
"brouillé, brouillée",поссорившийся,"Être <b>brouillé</b> avec quelqu'un.","Быть <b>в ссоре</b> с кем-то.",😤
"incongru, incongrue",неуместный,"Une remarque <b>incongrue</b>.","<b>Неуместное</b> замечание.",🤔
"protestant, protestante",протестантский,"Une église <b>protestante</b>.","<b>Протестантская</b> церковь.",⛪
"sculpté, sculptée",резной,"Un meuble <b>sculpté</b>.","<b>Резная</b> мебель.",🪑
un créneau,бойница,"Les <b>créneaux</b> du château.","<b>Бойницы</b> замка.",🏰
une baffe,пощёчина,"Recevoir une <b>baffe</b>.","Получить <b>пощёчину</b>.",👋
une coquetterie,кокетство,"Avec <b>coquetterie</b>.","С <b>кокетством</b>.",💅
une litanie,литания,"Une <b>litanie</b> de plaintes.","<b>Вереница</b> жалоб.",📜
"dérangé, dérangée",сумасшедший,"Un type <b>dérangé</b>.","<b>Чокнутый</b> тип.",🤪
un restau,ресторан (разг.),"Aller au <b>restau</b>.","Пойти в <b>ресторан</b>.",🍽️
un cinoche,кино (разг.),"Aller au <b>cinoche</b>.","Пойти в <b>кино</b>.",🎬
une synagogue,синагога,"La <b>synagogue</b> de la ville.","Городская <b>синагога</b>.",🕍
un planning,расписание,"Le <b>planning</b> de la semaine.","<b>Расписание</b> на неделю.",📅
un sortilège,заклинание,"Jeter un <b>sortilège</b>.","Наложить <b>заклинание</b>.",🔮
une lanière,ремешок,"Une <b>lanière</b> de cuir.","Кожаный <b>ремешок</b>.",👜
une péripétie,перипетия,"Les <b>péripéties</b> du voyage.","<b>Перипетии</b> путешествия.",🎢
un laissez-passer,пропуск,"Obtenir un <b>laissez-passer</b>.","Получить <b>пропуск</b>.",🎫
une glande,железа,"Une <b>glande</b> thyroïde.","Щитовидная <b>железа</b>.",🏥
une raideur,жёсткость,"Une <b>raideur</b> musculaire.","Мышечная <b>жёсткость</b>.",💪
assourdir,оглушать,"Le bruit m'<b>assourdit</b>.","Шум меня <b>оглушает</b>.",🔊
"global, globale",глобальный,"Une vision <b>globale</b>.","<b>Глобальное</b> видение.",🌍
un capuchon,капюшон,"Mettre son <b>capuchon</b>.","Надеть <b>капюшон</b>.",🧥
un scorpion,скорпион,"La piqûre du <b>scorpion</b>.","Укус <b>скорпиона</b>.",🦂
une prémonition,предчувствие,"Avoir une <b>prémonition</b>.","Иметь <b>предчувствие</b>.",🔮
une rogne,злость,"Être en <b>rogne</b>.","Быть <b>в ярости</b>.",😠
