French,Russian,ExampleFrench,ExampleRussian,Emoji
apparemment,по-видимому,"<b>Apparemment</b>, il est parti.","<b>По-видимому</b>, он ушёл.",🤔
"principal, principale",главный,"C'est la raison <b>principale</b>.","Это <b>главная</b> причина.",⭐
un chasseur,охотник,"Le <b>chasseur</b> est dans la forêt.","<b>Охотник</b> в лесу.",🏹
une explication,объяснение,"J'attends une <b>explication</b>.","Я жду <b>объяснения</b>.",❓
une maîtresse,любовница; учительница,"La <b>maîtresse</b> est gentille.","<b>Учительница</b> добрая.",👩‍🏫
tendre,нежный; мягкий,"C'est un homme <b>tendre</b>.","Это <b>нежный</b> человек.",💕
par-dessus,поверх,"Mets un manteau <b>par-dessus</b>.","Надень пальто <b>поверх</b>.",🧥
un parc,парк,"On va au <b>parc</b> ?","Пойдём в <b>парк</b>?",🌳
une botte,сапог,"J'ai acheté des <b>bottes</b> d'hiver.","Я купил зимние <b>сапоги</b>.",👢
franchir,пересекать,"Il a <b>franchi</b> la frontière.","Он <b>пересёк</b> границу.",🚧
un portrait,портрет,"C'est un beau <b>portrait</b>.","Это красивый <b>портрет</b>.",🖼️
un bouton,кнопка; пуговица,"Appuie sur le <b>bouton</b>.","Нажми на <b>кнопку</b>.",🔘
un mystère,тайна,"C'est un <b>mystère</b>.","Это <b>тайна</b>.",🔮
une perte,потеря,"C'est une grande <b>perte</b>.","Это большая <b>потеря</b>.",😢
un changement,изменение,"Il y a eu un <b>changement</b> de plan.","Произошло <b>изменение</b> плана.",🔄
un pot,горшок; банка,"C'est un <b>pot</b> de confiture.","Это <b>банка</b> варенья.",🫙
gâcher,портить,"Tu as <b>gâché</b> la surprise.","Ты <b>испортил</b> сюрприз.",😞
une date,дата,"Quelle est la <b>date</b> aujourd'hui ?","Какая сегодня <b>дата</b>?",📅
une rivière,река (небольшая),"On nage dans la <b>rivière</b>.","Мы плаваем в <b>реке</b>.",🏞️
déchirer,рвать,"J'ai <b>déchiré</b> ma chemise.","Я <b>порвал</b> рубашку.",👕
un empire,империя,"L'<b>empire</b> romain.","Римская <b>империя</b>.",👑
accomplir,выполнять; совершать,"Il a <b>accompli</b> sa mission.","Он <b>выполнил</b> свою миссию.",✅
conclure,заключать,"On a <b>conclu</b> un accord.","Мы <b>заключили</b> соглашение.",🤝
un disque,диск,"J'écoute un <b>disque</b> vinyle.","Я слушаю виниловую <b>пластинку</b>.",💿
un procès,суд; процесс,"Le <b>procès</b> commence demain.","<b>Суд</b> начинается завтра.",⚖️
rapprocher,сближать,"Ça nous a <b>rapprochés</b>.","Это нас <b>сблизило</b>.",🤝
réduire,сокращать; уменьшать,"Il faut <b>réduire</b> les dépenses.","Надо <b>сократить</b> расходы.",📉
une frontière,граница,"On a passé la <b>frontière</b>.","Мы пересекли <b>границу</b>.",🛂
un paysan,крестьянин,"Le <b>paysan</b> travaille aux champs.","<b>Крестьянин</b> работает в поле.",👨‍🌾
un lien,связь,"Il y a un <b>lien</b> entre eux.","Между ними есть <b>связь</b>.",🔗
une souffrance,страдание,"La <b>souffrance</b> est grande.","<b>Страдание</b> велико.",😢
un péché,грех,"C'est un <b>péché</b>.","Это <b>грех</b>.",⛪
bénir,благословлять,"Dieu te <b>bénisse</b> !","Да <b>благословит</b> тебя Бог!",🙏
"silencieux, silencieuse",тихий; молчаливый,"Reste <b>silencieux</b>.","Будь <b>тихо</b>.",🤫
"étroit, étroite",узкий,"La rue est <b>étroite</b>.","Улица <b>узкая</b>.",📏
certes,конечно; разумеется,"<b>Certes</b>, tu as raison.","<b>Конечно</b>, ты прав.",✅
fâcher,сердить,"Ne te <b>fâche</b> pas.","Не <b>злись</b>.",😤
un code,код,"Quel est le <b>code</b> d'entrée ?","Какой <b>код</b> от входа?",🔢
"affreux, affreuse",ужасный,"C'est <b>affreux</b> !","Это <b>ужасно</b>!",😱
une coupe,кубок; стрижка,"J'aime ta nouvelle <b>coupe</b>.","Мне нравится твоя новая <b>стрижка</b>.",✂️
un comité,комитет,"Le <b>comité</b> a voté.","<b>Комитет</b> проголосовал.",👥
rassembler,собирать,"On va <b>rassembler</b> tout le monde.","Мы <b>соберём</b> всех.",🤝
sauvage,дикий,"C'est un animal <b>sauvage</b>.","Это <b>дикое</b> животное.",🦁
"éternel, éternelle",вечный,"C'est l'amour <b>éternel</b>.","Это <b>вечная</b> любовь.",♾️
