French,Russian,ExampleFrench,ExampleRussian,Emoji
nous-même,сами (мы),Nous l'avons fait <b>nous-mêmes</b>.,Мы сделали это <b>сами</b>.,👥
brrr,бррр (холодно),<b>Brrr</b>, il fait froid !,<b>Бррр</b>, холодно!,🥶
patati,и тра-та-та,<b>Patati patata</b>.,<b>И то, и сё</b>.,🗣️
une timonière,рулевая,La <b>timonière</b> barre le navire.,<b>Рулевая</b> ведёт корабль.,⛵
une normalienne,нормальенка,Une <b>normalienne</b> diplômée.,Выпускница <b>Нормаль</b>.,🎓
une norvégienne,норвежка,Elle est <b>norvégienne</b>.,Она <b>норвежка</b>.,🇳🇴
tien,твой,C'est le <b>tien</b>.,Это <b>твой</b>.,👆
par-devant,спереди; перед,Passer <b>par-devant</b>.,Пройти <b>спереди</b>.,➡️
une répondante,поручительница,La <b>répondante</b> garantit.,<b>Поручительница</b> гарантирует.,📝
une vachère,пастушка (коров),La <b>vachère</b> garde le troupeau.,<b>Пастушка</b> сторожит стадо.,🐄
cré,чёрт! (квебек.),<b>Cré</b> bon sang !,<b>Чёрт</b> возьми!,😤
haha,ха-ха!,<b>Haha</b>, c'est drôle !,<b>Ха-ха</b>, смешно!,😂
une nestorienne,несторианка,Une chrétienne <b>nestorienne</b>.,<b>Несторианка</b>.,⛪
peuh,пфе! ха!,<b>Peuh</b>, je m'en fiche.,<b>Пфе</b>, мне всё равно.,😏
une exploiteuse,эксплуататорша,L'<b>exploiteuse</b> abuse.,<b>Эксплуататорша</b> злоупотребляет.,😠
nôtre,наш,C'est le <b>nôtre</b>.,Это <b>наш</b>.,👆
beu,бе! (овца),<b>Bêê</b> ! fait le mouton.,<b>Бе-е</b>! блеет овца.,🐑
hai,хай! (крик),<b>Haï</b> ! crie le karatéka.,<b>Хай</b>! кричит каратист.,🥋
ouiche,ага; как же!,<b>Ouiche</b>, tu parles !,<b>Ага</b>, как же!,🙄
une partante,уходящая,La <b>partante</b> fait ses adieux.,<b>Уходящая</b> прощается.,👋
une régleuse,регулировщица,La <b>régleuse</b> ajuste.,<b>Регулировщица</b> настраивает.,🔧
une officiante,священнослужительница,L'<b>officiante</b> bénit.,<b>Священнослужительница</b> благословляет.,⛪
une tourneuse,токарь (ж.р.),La <b>tourneuse</b> sur métal.,<b>Токарь</b> по металлу.,🔩
une fusilière,стрелок (ж.р.),La <b>fusilière</b> marine.,Морская <b>пехотинка</b>.,🎖️
une méfiante,недоверчивая,Une personne <b>méfiante</b>.,<b>Недоверчивый</b> человек.,🤨
une arpenteuse,землемерка,L'<b>arpenteuse</b> mesure.,<b>Землемерка</b> измеряет.,📏
hon,хн? (удивление),<b>Hon</b> ? C'est vrai ?,<b>Хм</b>? Правда?,🤔
une égoutière,канализационщица,L'<b>égoutière</b> nettoie.,<b>Канализационщица</b> чистит.,🚰
dia,тпру! (лошади),<b>Dia</b> ! À gauche !,<b>Тпру</b>! Налево!,🐴
tagada,тагада (галоп),<b>Tagada tagada</b> !,<b>Цок-цок-цок</b>!,🐎
une métayère,издольщица,La <b>métayère</b> cultive.,<b>Издольщица</b> обрабатывает.,🌾
une attrapeuse,ловильщица,L'<b>attrapeuse</b> de rêves.,<b>Ловец</b> снов.,🕸️
une plaisante,шутница,C'est une <b>plaisante</b>.,Она <b>шутница</b>.,😄
une stalinienne,сталинистка,Une <b>stalinienne</b> convaincue.,Убеждённая <b>сталинистка</b>.,☭
pasque,потому что (разг.),<b>Pasque</b> c'est comme ça.,<b>Потому что</b> так.,🤷
une pisteuse,следопытка,La <b>pisteuse</b> suit les traces.,<b>Следопытка</b> идёт по следу.,🔍
une voiturière,парковщица,La <b>voiturière</b> gare les voitures.,<b>Парковщица</b> паркует машины.,🚗
pfft,пфф! (раздражение),<b>Pfft</b>, c'est n'importe quoi.,<b>Пфф</b>, это чушь.,😤
une lancière,улан (ж.р.),La <b>lancière</b> charge.,<b>Уланша</b> атакует.,🏇
aucunes,никакие (ж.р.),<b>Aucunes</b> nouvelles.,<b>Никаких</b> новостей.,🚫
une prospectrice,разведчица,La <b>prospectrice</b> minière.,Горная <b>разведчица</b>.,⛏️
patata,и всё такое,<b>Patati patata</b>.,<b>То да сё</b>.,🗣️
ploc,плюх! кап!,<b>Ploc ploc</b>, la pluie.,<b>Кап-кап</b>, дождь.,💧
miennes,мои (ж.р.),Ce sont les <b>miennes</b>.,Это <b>мои</b>.,👆
miam-miam,ням-ням,<b>Miam-miam</b>, c'est bon !,<b>Ням-ням</b>, вкусно!,😋
mainte,многая (ж.р.),À <b>mainte</b> reprise.,<b>Много</b> раз.,🔄
sien,свой (его),C'est le <b>sien</b>.,Это <b>его</b>.,👆
jusqu'à,до (+ сущ.),<b>Jusqu'à</b> demain.,<b>До</b> завтра.,📅
miens,мои (м.р.),Ce sont les <b>miens</b>.,Это <b>мои</b>.,👆
hisse,взяли! (тяжесть),<b>Oh hisse</b> !,<b>Взяли</b>!,💪
gnagnagna,бла-бла-бла,<b>Gnagnagna</b>...,<b>Бла-бла-бла</b>...,🗣️
meuh,му-у (корова),<b>Meuh</b> ! fait la vache.,<b>Му-у</b>! мычит корова.,🐄
mil,тысяча (в датах),L'an <b>mil</b>.,<b>Тысячный</b> год.,📆
pouce,стоп! пауза!,<b>Pouce</b> ! On arrête.,<b>Стоп</b>! Прекращаем.,✋
nuls,никакие (м.р.),<b>Nuls</b> résultats.,<b>Никаких</b> результатов.,🚫
caramba,карамба!,<b>Caramba</b> !,<b>Карамба</b>!,😱
siens,свои (его),Ce sont les <b>siens</b>.,Это <b>его</b>.,👆
puissamment,мощно; весьма,<b>Puissamment</b> armé.,<b>Мощно</b> вооружён.,💪
clic,щёлк! клик!,<b>Clic</b> ! sur le bouton.,<b>Клик</b>! по кнопке.,🖱️
flac,плюх! шлёп!,<b>Flac</b> ! dans la boue.,<b>Шлёп</b>! в грязь.,💧
dring,дзинь!,<b>Dring</b> ! Le téléphone sonne.,<b>Дзинь</b>! Звонит телефон.,📞
lala,ля-ля,<b>Lala</b>, je chante.,<b>Ля-ля</b>, пою.,🎵
taïaut,ату! (охота),<b>Taïaut</b> ! À la chasse !,<b>Ату</b>! На охоту!,🦊
broum,врум! (мотор),<b>Broum broum</b> ! La moto.,<b>Врум-врум</b>! Мотоцикл.,🏍️
pouf,пуф! бух!,<b>Pouf</b> ! Il est tombé.,<b>Бух</b>! Он упал.,💨
bim,бим! бам!,<b>Bim</b> ! Dans le mille !,<b>Бим</b>! В яблочко!,🎯
