French,Russian,ExampleFrench,ExampleRussian,Emoji
duquel,которого (предл.),"L'homme <b>duquel</b> je parle.","Мужчина, <b>о котором</b> я говорю.",❓
piper,пищать; мошенничать,"Ne pas <b>piper</b> mot.","Не <b>проронить</b> ни слова.",🤐
un sieur,господин (устар.),"Le <b>sieur</b> Dupont.","<b>Господин</b> Дюпон.",🎩
un avant,перед; нападающий,"L'<b>avant</b> a marqué un but.","<b>Нападающий</b> забил гол.",⚽
un clair,ясность; свет,"Tirer au <b>clair</b>.","<b>Прояснить</b>.",💡
"mal, male",плохой; дурной,"Il a eu une <b>male</b> heure.","У него был <b>несчастливый</b> час.",😞
un thomas,ночной горшок (арго),"Passer le <b>thomas</b>.","Воспользоваться <b>горшком</b>.",🚽
un ordinaire,обыденное,"L'<b>ordinaire</b> de la vie.","<b>Обыденность</b> жизни.",📆
nous-mêmes,сами (мы),"Nous l'avons fait <b>nous-mêmes</b>.","Мы сделали это <b>сами</b>.",👥
un moins,минус; недостаток,"C'est un <b>moins</b>.","Это <b>минус</b>.",➖
une gonzesse,девчонка (разг.),"Cette <b>gonzesse</b> est sympa.","Эта <b>тёлка</b> классная.",👩
salaud,подонок (груб.),"<b>Salaud</b> ! Tu m'as menti !","<b>Сволочь</b>! Ты мне соврал!",🤬
un japonais,японец,"Mon voisin est <b>japonais</b>.","Мой сосед — <b>японец</b>.",🇯🇵
un bâtard,ублюдок; внебрачный,"<b>Bâtard</b> ! (insulte)","<b>Ублюдок</b>! (оскорбление)",🤬
quatorze,четырнадцать,"Il a <b>quatorze</b> ans.","Ему <b>четырнадцать</b> лет.",1️⃣4️⃣
amen,аминь,"<b>Amen</b> à cela !","<b>Аминь</b>!",🙏
"levé, levée",поднятый,"Les mains <b>levées</b>.","<b>Поднятые</b> руки.",✋
un pan,часть; полa,"Un <b>pan</b> de mur.","<b>Часть</b> стены.",🧱
un viol,изнасилование,"Le <b>viol</b> est un crime.","<b>Изнасилование</b> — преступление.",⚖️
mis,поставленный; одетый,"Bien <b>mis</b>.","Хорошо <b>одетый</b>.",👔
un change,обмен; подгузник,"Le <b>change</b> du bébé.","<b>Подгузник</b> малыша.",👶
treize,тринадцать,"Vendredi <b>treize</b>.","Пятница <b>тринадцатое</b>.",1️⃣3️⃣
Virginie,Вирджиния,"La <b>Virginie</b> est un état américain.","<b>Вирджиния</b> — американский штат.",🇺🇸
auxquels,которым (м.р.),"Les gens <b>auxquels</b> je pense.","Люди, <b>о которых</b> я думаю.",❓
une outre,бурдюк,"Une <b>outre</b> de vin.","<b>Бурдюк</b> вина.",🍷
marine,морской; тёмно-синий,"Bleu <b>marine</b>.","<b>Тёмно-синий</b>.",🌊
un pro,профи (разг.),"C'est un vrai <b>pro</b>.","Он настоящий <b>профи</b>.",💼
"commandant, commandante",командующий,"L'officier <b>commandant</b>.","<b>Командующий</b> офицер.",🎖️
un top,топ; лучшее,"C'est le <b>top</b> !","Это <b>супер</b>!",🔝
un micro,микрофон,"Parle dans le <b>micro</b>.","Говори в <b>микрофон</b>.",🎤
un prostitué,проститут (м.р.),"Le <b>prostitué</b> travaille la nuit.","<b>Проститут</b> работает ночью.",🚫
un u,буква U,"Le mot s'écrit avec un <b>u</b>.","Слово пишется с <b>u</b>.",🔤
fier,доверять; полагаться,"Se <b>fier</b> à quelqu'un.","<b>Полагаться</b> на кого-то.",🤝
un tsar,царь,"Le <b>tsar</b> de Russie.","Русский <b>царь</b>.",👑
un état-major,штаб,"L'<b>état-major</b> de l'armée.","<b>Штаб</b> армии.",🎖️
nord,северный,"Le pôle <b>nord</b>.","<b>Северный</b> полюс.",🧭
un propre,чистота; собственное,"Le <b>propre</b> de l'homme.","<b>Особенность</b> человека.",✨
court,коротко,"Couper <b>court</b>.","<b>Прервать</b>.",✂️
un gris,серый (субст.),"Le <b>gris</b> est neutre.","<b>Серый</b> нейтрален.",🩶
une came,наркотик (арго),"Il est accro à la <b>came</b>.","Он подсел на <b>наркоту</b>.",💊
un mitrailleur,пулемётчик,"Le <b>mitrailleur</b> tire.","<b>Пулемётчик</b> стреляет.",🔫
un ivrogne,пьяница,"L'<b>ivrogne</b> titube.","<b>Пьяница</b> шатается.",🍺
un servant,прислужник,"Le <b>servant</b> de messe.","<b>Служка</b> на мессе.",⛪
un psy,психолог (разг.),"J'ai rendez-vous chez le <b>psy</b>.","У меня приём у <b>психолога</b>.",🧠
afin que,чтобы,"<b>Afin que</b> tu comprennes.","<b>Чтобы</b> ты понял.",🎯
une aura,аура,"Elle a une <b>aura</b> mystérieuse.","У неё загадочная <b>аура</b>.",✨
un vivre,пропитание; жизнь,"Le <b>vivre</b> et le couvert.","<b>Пропитание</b> и кров.",🏠
un mannequin,манекен; модель,"Elle est <b>mannequin</b>.","Она <b>модель</b>.",👗
une méchante,злодейка,"La <b>méchante</b> du film.","<b>Злодейка</b> в фильме.",😈
au-dessous,ниже; внизу,"Il habite <b>au-dessous</b>.","Он живёт <b>ниже</b>.",⬇️
branler,дрочить (груб.); шатать,"Qu'est-ce que tu <b>branles</b> ? (vulgaire)","Чем ты <b>занимаешься</b>? (груб.)",🤬
un do,нота до,"Un <b>do</b> majeur.","<b>До</b> мажор.",🎵
"maître, maîtresse",главный; ведущий,"La pièce <b>maîtresse</b>.","<b>Главная</b> деталь.",🏆
un dentiste,стоматолог,"J'ai rendez-vous chez le <b>dentiste</b>.","У меня приём у <b>стоматолога</b>.",🦷
soixante,шестьдесят,"Il a <b>soixante</b> ans.","Ему <b>шестьдесят</b> лет.",6️⃣0️⃣
un philosophe,философ,"Socrate était un grand <b>philosophe</b>.","Сократ был великим <b>философом</b>.",🤔
enculer,трахать в зад (груб.),"<b>Enculé</b> ! (insulte vulgaire)","<b>Пошёл ты</b>! (груб.)",🤬
un psychiatre,психиатр,"Le <b>psychiatre</b> prescrit des médicaments.","<b>Психиатр</b> выписывает лекарства.",🏥
merder,облажаться (груб.),"J'ai <b>merdé</b> l'examen.","Я <b>завалил</b> экзамен.",💩
un basket,кроссовок; баскетбол,"J'ai de nouveaux <b>baskets</b>.","У меня новые <b>кроссовки</b>.",👟
"directeur, directrice",руководящий,"Le comité <b>directeur</b>.","<b>Руководящий</b> комитет.",💼
un par,номинал; пар,"Au-dessus du <b>par</b>.","Выше <b>номинала</b>.",📊
un barbier,цирюльник,"Le <b>barbier</b> coupe les cheveux.","<b>Цирюльник</b> стрижёт волосы.",💈
