French,Russian,ExampleFrench,ExampleRussian,Emoji
un peignoir,халат,"Mets ton <b>peignoir</b>.","Надень <b>халат</b>.",🛁
"exquis, exquise",изысканный,"Un goût <b>exquis</b>.","<b>Изысканный</b> вкус.",😋
un ciseau,ножницы,"Une paire de <b>ciseaux</b>.","<b>Ножницы</b>.",✂️
une technologie,технология,"La nouvelle <b>technologie</b>.","Новая <b>технология</b>.",💻
interpréter,интерпретировать,"<b>Interpréter</b> un rôle.","<b>Исполнять</b> роль.",🎭
un flacon,флакон,"Un <b>flacon</b> de parfum.","<b>Флакон</b> духов.",🧴
un bombardement,бомбардировка,"Un <b>bombardement</b> aérien.","Воздушная <b>бомбардировка</b>.",💣
habile,ловкий,"Il est <b>habile</b> de ses mains.","Он <b>ловок</b> руками.",🤹
un torse,торс,"Un <b>torse</b> nu.","Голый <b>торс</b>.",💪
une étiquette,этикетка,"L'<b>étiquette</b> du prix.","Ценовая <b>этикетка</b>.",🏷️
accourir,прибегать,"Il <b>accourt</b> à mon aide.","Он <b>прибежал</b> мне на помощь.",🏃
un défilé,парад; дефиле,"Un <b>défilé</b> militaire.","Военный <b>парад</b>.",🪖
une coupure,порез; отключение,"Une <b>coupure</b> de courant.","<b>Отключение</b> электричества.",⚡
une déception,разочарование,"Quelle <b>déception</b> !","Какое <b>разочарование</b>!",😞
énormément,огромно,"<b>Énormément</b> de travail.","<b>Огромное</b> количество работы.",📚
un pleur,плач,"Des <b>pleurs</b> de bébé.","<b>Плач</b> ребёнка.",😢
un professionnel,профессионал,"C'est un vrai <b>professionnel</b>.","Он настоящий <b>профессионал</b>.",💼
une nostalgie,ностальгия,"Une douce <b>nostalgie</b>.","Сладкая <b>ностальгия</b>.",😌
une remise,скидка; сарай,"Une <b>remise</b> de 20%.","<b>Скидка</b> 20%.",💰
dissiper,рассеивать,"<b>Dissiper</b> les doutes.","<b>Рассеять</b> сомнения.",💨
un haricot,фасоль,"Des <b>haricots</b> verts.","Зелёная <b>фасоль</b>.",🫘
une décharge,свалка; разряд,"Une <b>décharge</b> électrique.","Электрический <b>разряд</b>.",⚡
une femelle,самка,"La <b>femelle</b> du lion.","<b>Самка</b> льва.",🦁
un réalisateur,режиссёр,"Le <b>réalisateur</b> du film.","<b>Режиссёр</b> фильма.",🎬
repenser,переосмысливать,"<b>Repenser</b> le projet.","<b>Переосмыслить</b> проект.",🤔
"doué, douée",одарённый,"Il est <b>doué</b> pour la musique.","Он <b>одарён</b> в музыке.",🎵
refiler,передавать (разг.),"<b>Refile</b>-moi ça.","<b>Передай</b> мне это.",🤝
une ignorance,невежество,"L'<b>ignorance</b> est dangereuse.","<b>Невежество</b> опасно.",📚
une vanité,тщеславие,"La <b>vanité</b> humaine.","Человеческое <b>тщеславие</b>.",🪞
une épingle,булавка,"Une <b>épingle</b> à cheveux.","<b>Шпилька</b> для волос.",📌
élargir,расширять,"<b>Élargir</b> la route.","<b>Расширить</b> дорогу.",🛣️
une pelouse,газон,"Tondre la <b>pelouse</b>.","Стричь <b>газон</b>.",🌱
adulte,взрослый,"Un <b>adulte</b> responsable.","Ответственный <b>взрослый</b>.",👨
contribuer,способствовать,"<b>Contribuer</b> au projet.","<b>Способствовать</b> проекту.",🤝
peupler,населять,"<b>Peupler</b> une région.","<b>Населить</b> регион.",👥
"solennel, solennelle",торжественный,"Une cérémonie <b>solennelle</b>.","<b>Торжественная</b> церемония.",🎖️
une confiture,варенье,"La <b>confiture</b> de fraises.","Клубничное <b>варенье</b>.",🍓
une farce,фарс; розыгрыш,"Quelle <b>farce</b> !","Какой <b>фарс</b>!",😂
