French,Russian,ExampleFrench,ExampleRussian,Emoji
un oiseau,птица,"J'entends les <b>oiseaux</b> chanter.","Я слышу, как поют <b>птицы</b>.",🐦
une équipe,команда,"Notre <b>équipe</b> a gagné le match.","Наша <b>команда</b> выиграла матч.",👥
un goût,вкус,"Ce plat a un bon <b>goût</b>.","У этого блюда хороший <b>вкус</b>.",👅
une classe,класс,"Il est en première <b>classe</b>.","Он в первом <b>классе</b>.",🏫
reposer,отдыхать,"Je dois me <b>reposer</b> après le travail.","Мне нужно <b>отдохнуть</b> после работы.",😴
un gosse,ребёнок (разг.),"Les <b>gosses</b> jouent dans la cour.","<b>Дети</b> играют во дворе.",👶
une preuve,доказательство,"Tu as une <b>preuve</b> de ce que tu dis ?","У тебя есть <b>доказательство</b>?",📋
un été,лето,"L'<b>été</b> dernier, j'étais au Québec.","<b>Прошлым летом</b> я был в Квебеке.",☀️
un ton,тон,"Parle-moi sur un autre <b>ton</b> !","Говори со мной другим <b>тоном</b>!",🔊
un gouvernement,правительство,"Le <b>gouvernement</b> a pris cette décision.","<b>Правительство</b> приняло это решение.",🏛️
traiter,обращаться; лечить; обрабатывать,"On m'a bien <b>traité</b> à l'hôpital.","Со мной хорошо <b>обращались</b> в больнице.",🤝
un départ,отъезд; отправление,"L'heure de <b>départ</b> est à neuf heures.","Время <b>отправления</b> — в девять.",🚀
une clé,ключ,"J'ai perdu mes <b>clés</b>.","Я потерял <b>ключи</b>.",🔑
remercier,благодарить,"Je te <b>remercie</b> de ton aide.","<b>Благодарю</b> тебя за помощь.",🙏
apparaître,появляться,"Le soleil <b>apparaît</b> entre les nuages.","Солнце <b>появляется</b> между облаками.",✨
emporter,уносить; брать с собой,"J'<b>emporte</b> mon lunch au travail.","Я <b>беру</b> обед на работу.",📦
proposer,предлагать,"Je te <b>propose</b> d'aller au resto.","Я <b>предлагаю</b> пойти в ресторан.",💡
dessus,"наверху; сверху","Pose ton sac <b>dessus</b>.","Положи сумку <b>сверху</b>.",⬆️
attraper,ловить; хватать,"J'ai <b>attrapé</b> un rhume.","Я <b>подхватил</b> простуду.",🤧
"vert, verte",зелёный,"Les arbres sont <b>verts</b> en été.","Летом деревья <b>зелёные</b>.",🌲
un cri,крик,"J'ai entendu un <b>cri</b> dans la nuit.","Я услышал <b>крик</b> ночью.",📢
un appel,звонок; призыв,"J'ai manqué ton <b>appel</b>.","Я пропустил твой <b>звонок</b>.",📞
un avenir,будущее,"Je pense à mon <b>avenir</b> au Canada.","Я думаю о своём <b>будущем</b> в Канаде.",🔮
un passage,проход; отрывок,"Le <b>passage</b> est bloqué par la neige.","<b>Проход</b> заблокирован снегом.",🚶
deviner,угадывать,"<b>Devine</b> qui j'ai vu aujourd'hui !","<b>Угадай</b>, кого я сегодня видел!",🤔
un choix,выбор,"Tu as fait le bon <b>choix</b>.","Ты сделал правильный <b>выбор</b>.",✅
un sol,пол; почва,"Le <b>sol</b> est glissant.","<b>Пол</b> скользкий.",🏠
traîner,тащить; слоняться,"Ne <b>traîne</b> pas, on est en retard !","Не <b>тяни</b>, мы опаздываем!",🐢
une poche,карман,"J'ai mis les clés dans ma <b>poche</b>.","Я положил ключи в <b>карман</b>.",👖
un front,лоб,"Il a de la sueur sur le <b>front</b>.","У него пот на <b>лбу</b>.",😓
puisque,поскольку; раз уж,"<b>Puisque</b> tu insistes, je vais venir.","<b>Раз уж</b> ты настаиваешь, я приду.",🔗
"amoureux, amoureuse","влюблённый, -ая","Je suis <b>amoureux</b> d'elle.","Я в неё <b>влюблён</b>.",❤️
attaquer,атаковать,"Le chien a <b>attaqué</b> le facteur.","Собака <b>напала</b> на почтальона.",⚔️
terrible,ужасный,"C'est une nouvelle <b>terrible</b>.","Это <b>ужасная</b> новость.",😱
atteindre,достигать,"J'espère <b>atteindre</b> mon but.","Я надеюсь <b>достичь</b> цели.",🎯
un contraire,противоположность,"Au <b>contraire</b>, je suis d'accord.","<b>Наоборот</b>, я согласен.",↔️
un intérêt,интерес,"J'ai un grand <b>intérêt</b> pour cette culture.","У меня большой <b>интерес</b> к этой культуре.",🔍
une bête,животное; зверь,"C'est une <b>bête</b> sauvage.","Это дикий <b>зверь</b>.",🐾
retirer,снимать; выводить,"Je dois <b>retirer</b> de l'argent au guichet.","Мне нужно <b>снять</b> деньги в банкомате.",💳
un message,сообщение,"J'ai reçu ton <b>message</b>.","Я получил твоё <b>сообщение</b>.",💬
un dollar,доллар,"Ça coûte vingt <b>dollars</b>.","Это стоит двадцать <b>долларов</b>.",💵
annoncer,объявлять,"On a <b>annoncé</b> de la neige pour demain.","<b>Объявили</b> снег на завтра.",📢
une liberté,свобода,"La <b>liberté</b> est importante.","<b>Свобода</b> важна.",🕊️
respirer,дышать,"<b>Respire</b> profondément.","<b>Дыши</b> глубоко.",🌬️
un agent,агент; полицейский,"L'<b>agent</b> m'a demandé mes papiers.","<b>Полицейский</b> попросил мои документы.",👮
un camarade,товарищ,"C'est mon <b>camarade</b> de classe.","Это мой <b>одноклассник</b>.",👋
un conseil,совет,"Je te donne un bon <b>conseil</b>.","Даю тебе хороший <b>совет</b>.",💡
une poste,почта,"Je vais à la <b>poste</b> envoyer un colis.","Я иду на <b>почту</b> отправить посылку.",📮
un rire,смех,"Son <b>rire</b> est contagieux.","Его <b>смех</b> заразителен.",😂
un appartement,квартира,"J'habite dans un petit <b>appartement</b>.","Я живу в маленькой <b>квартире</b>.",🏢
une cigarette,сигарета,"Il fume une <b>cigarette</b> sur le balcon.","Он курит <b>сигарету</b> на балконе.",🚬
appartenir,принадлежать,"Cette voiture m'<b>appartient</b>.","Эта машина мне <b>принадлежит</b>.",🔑
durer,длиться,"Le film <b>dure</b> deux heures.","Фильм <b>длится</b> два часа.",⏱️
obtenir,получать,"J'ai <b>obtenu</b> mon permis de travail.","Я <b>получил</b> разрешение на работу.",📄
un ventre,живот,"J'ai mal au <b>ventre</b>.","У меня болит <b>живот</b>.",🤢
"génial, géniale",гениальный; отличный (разг.),"C'est une idée <b>géniale</b> !","Это <b>отличная</b> идея!",💡
dégager,освобождать; убирать,"<b>Dégage</b> de là !","<b>Уходи</b> отсюда!",👋
un professeur,преподаватель,"Le <b>professeur</b> explique bien.","<b>Преподаватель</b> хорошо объясняет.",👨‍🏫
un calme,спокойствие,"Le <b>calme</b> de la campagne me plaît.","Мне нравится <b>спокойствие</b> деревни.",😌
baisser,опускать; снижать,"<b>Baisse</b> le volume, s'il te plaît.","<b>Убавь</b> громкость, пожалуйста.",⬇️
un quartier,квартал; район,"C'est un <b>quartier</b> tranquille.","Это тихий <b>район</b>.",🏘️
souhaiter,желать,"Je te <b>souhaite</b> bonne chance !","<b>Желаю</b> тебе удачи!",🤞
recommencer,начинать снова,"Il faut <b>recommencer</b> à zéro.","Нужно <b>начать</b> с нуля.",🔄
supporter,выносить; терпеть,"Je ne <b>supporte</b> pas le froid.","Я не <b>выношу</b> холод.",😤
aussitôt,тотчас; сразу,"<b>Aussitôt</b> dit, aussitôt fait.","Сказано — сделано.",⚡
un passé,прошлое,"Le <b>passé</b> est le passé.","<b>Прошлое</b> — это прошлое.",📜
un grand-père,дедушка,"Mon <b>grand-père</b> a quatre-vingts ans.","Моему <b>дедушке</b> восемьдесят лет.",👴
regretter,сожалеть,"Je <b>regrette</b> de ne pas être venu.","<b>Жалею</b>, что не пришёл.",😔
un genou,колено,"J'ai mal au <b>genou</b>.","У меня болит <b>колено</b>.",🦵
séparer,разделять,"On s'est <b>séparés</b> l'année dernière.","Мы <b>расстались</b> в прошлом году.",💔
défendre,защищать; запрещать,"Je vais te <b>défendre</b>.","Я тебя <b>защищу</b>.",🛡️
une sécurité,безопасность,"La <b>sécurité</b> est importante.","<b>Безопасность</b> важна.",🔒
une compagnie,компания,"Je travaille pour une grande <b>compagnie</b>.","Я работаю в большой <b>компании</b>.",🏢
"léger, légère","лёгкий, -ая","Ce sac est <b>léger</b>.","Эта сумка <b>лёгкая</b>.",🪶
"sec, sèche","сухой, -ая","Le linge est <b>sec</b>.","Бельё <b>сухое</b>.",☀️
grâce,благодаря,"<b>Grâce à</b> toi, j'ai réussi.","<b>Благодаря</b> тебе я справился.",🙏
un accident,авария; несчастный случай,"Il y a eu un <b>accident</b> sur la route.","На дороге была <b>авария</b>.",🚗
un pain,хлеб,"J'achète du <b>pain</b> à la boulangerie.","Я покупаю <b>хлеб</b> в булочной.",🍞
un avocat,адвокат; авокадо,"Mon <b>avocat</b> m'a bien conseillé.","Мой <b>адвокат</b> хорошо меня проконсультировал.",⚖️
vérifier,проверять,"Je dois <b>vérifier</b> mes courriels.","Мне нужно <b>проверить</b> почту.",✅
une droite,правая сторона,"Tourne à <b>droite</b>.","Поверни <b>направо</b>.",➡️
pire,худший,"C'est <b>pire</b> que je pensais.","Это <b>хуже</b>, чем я думал.",📉
une douleur,боль,"J'ai une <b>douleur</b> au dos.","У меня <b>боль</b> в спине.",😣
une victime,жертва,"Les <b>victimes</b> ont été transportées à l'hôpital.","<b>Жертв</b> отвезли в больницу.",😢
moindre,малейший,"Au <b>moindre</b> problème, appelle-moi.","При <b>малейшей</b> проблеме звони мне.",📏
douter,сомневаться,"Je <b>doute</b> de sa sincérité.","Я <b>сомневаюсь</b> в его искренности.",🤔
