French,Russian,ExampleFrench,ExampleRussian,Emoji
"passé, passée",прошлый; прошедший,"La semaine <b>passée</b>, j'étais malade.","На <b>прошлой</b> неделе я болел.",⏮️
moi-même,сам (я),"Je l'ai fait <b>moi-même</b>.","Я сделал это <b>сам</b>.",👤
un seul,единственный; один,"Un <b>seul</b> homme est venu.","Пришёл только <b>один</b> человек.",1️⃣
un bas,низ; нижняя часть,"Le <b>bas</b> de la page.","<b>Низ</b> страницы.",⬇️
un gosse,ребёнок (разг.),"Les <b>gosses</b> jouent dehors.","<b>Дети</b> играют на улице.",👧
mille,тысяча,"J'ai <b>mille</b> euros.","У меня <b>тысяча</b> евро.",💰
un bon,талон; купон,"J'ai un <b>bon</b> de réduction.","У меня <b>купон</b> на скидку.",🎫
un français,француз,"Mon ami est <b>français</b>.","Мой друг — <b>француз</b>.",🇫🇷
une poche,карман,"J'ai les clés dans ma <b>poche</b>.","Ключи у меня в <b>кармане</b>.",👖
tel,такой,"Un <b>tel</b> comportement est inacceptable.","<b>Такое</b> поведение неприемлемо.",👆
un camarade,товарищ; приятель,"C'est mon <b>camarade</b> de classe.","Это мой <b>одноклассник</b>.",🤝
un poste,пост; должность,"Il a obtenu un <b>poste</b> important.","Он получил важную <b>должность</b>.",💼
baiser,целовать; (груб.) трахать,"Elle l'a <b>baisé</b> sur la joue.","Она <b>поцеловала</b> его в щёку.",💋
un professeur,преподаватель,"Mon <b>professeur</b> est très gentil.","Мой <b>преподаватель</b> очень добрый.",👨‍🏫
un long,длинный (субст.),"Le <b>long</b> du fleuve.","<b>Вдоль</b> реки.",📏
un colonel,полковник,"Le <b>colonel</b> commande le régiment.","<b>Полковник</b> командует полком.",🎖️
neuf,девять,"Il y a <b>neuf</b> planètes... pardon, huit.","Есть <b>девять</b> планет... простите, восемь.",9️⃣
"neuf, neuve",новый (с иголочки),"J'ai une voiture <b>neuve</b>.","У меня <b>новая</b> машина.",✨
une mémoire,память,"J'ai une bonne <b>mémoire</b>.","У меня хорошая <b>память</b>.",🧠
un dernier,последний (субст.),"Le <b>dernier</b> arrivé ferme la porte.","<b>Последний</b> пришедший закрывает дверь.",🔚
cent,сто,"J'ai <b>cent</b> dollars.","У меня <b>сто</b> долларов.",💯
vingt,двадцать,"Il a <b>vingt</b> ans.","Ему <b>двадцать</b> лет.",2️⃣0️⃣
un fou,сумасшедший; безумец,"Il conduit comme un <b>fou</b>.","Он водит как <b>сумасшедший</b>.",🤪
telle,такая,"Une <b>telle</b> situation est rare.","<b>Такая</b> ситуация редка.",👆
huit,восемь,"J'ai <b>huit</b> heures de travail.","У меня <b>восемь</b> часов работы.",8️⃣
dépêcher,торопить; спешить,"<b>Dépêche</b>-toi, on va être en retard !","<b>Поторопись</b>, мы опоздаем!",⏰
certains,некоторые,"<b>Certains</b> disent que c'est vrai.","<b>Некоторые</b> говорят, что это правда.",👥
plein,полно (предлог),"Il y a <b>plein</b> de monde.","<b>Полно</b> народу.",📦
des vacances,каникулы; отпуск,"Je pars en <b>vacances</b> demain.","Я уезжаю в <b>отпуск</b> завтра.",🏖️
un a,буква А,"Le mot commence par un <b>a</b>.","Слово начинается с буквы <b>а</b>.",🔤
dîner,ужинать,"On <b>dîne</b> à quelle heure ?","Во сколько мы <b>ужинаем</b>?",🍽️
une pute,шлюха (груб.),"C'est une vraie <b>pute</b>. (vulgaire)","Она настоящая <b>шлюха</b>. (груб.)",🤬
une lieutenante,лейтенант (ж.р.),"La <b>lieutenante</b> dirige l'opération.","<b>Лейтенант</b> руководит операцией.",👮‍♀️
un meilleur,лучший (субст.),"Que le <b>meilleur</b> gagne !","Пусть <b>лучший</b> победит!",🏆
sept,семь,"Il y a <b>sept</b> jours dans une semaine.","В неделе <b>семь</b> дней.",7️⃣
une page,страница,"Ouvrez le livre à la <b>page</b> 10.","Откройте книгу на <b>странице</b> 10.",📄
celui-là,тот (вон тот),"Je préfère <b>celui-là</b>.","Я предпочитаю <b>тот</b>.",👆
un arrière,задняя часть; защитник,"L'<b>arrière</b> de la voiture.","<b>Задняя часть</b> машины.",🔙
une connerie,глупость (груб.),"Arrête de dire des <b>conneries</b> !","Хватит говорить <b>глупости</b>! (груб.)",🤦
une radio,радио,"J'écoute la <b>radio</b> le matin.","Я слушаю <b>радио</b> утром.",📻
un est,восток,"Le soleil se lève à l'<b>est</b>.","Солнце встаёт на <b>востоке</b>.",🌅
un bordel,бордель; бардак (груб.),"C'est quoi ce <b>bordel</b> ?!","Что за <b>бардак</b>?! (груб.)",🤬
un allemand,немец,"Mon voisin est <b>allemand</b>.","Мой сосед — <b>немец</b>.",🇩🇪
celles,те (ж.р. мн.ч.),"<b>Celles</b> qui veulent peuvent partir.","<b>Те</b>, кто хочет, могут уйти.",👆
moquer,насмехаться,"Ne te <b>moque</b> pas de moi !","Не <b>смейся</b> надо мной!",😏
un anglais,англичанин,"Il parle comme un <b>Anglais</b>.","Он говорит как <b>англичанин</b>.",🇬🇧
Mme,госпожа (сокр.),"<b>Mme</b> Dupont est arrivée.","<b>Госпожа</b> Дюпон приехала.",👩
une oeuvre,произведение; работа,"C'est une <b>oeuvre</b> d'art.","Это <b>произведение</b> искусства.",🎨
un espace,пространство; космос,"L'<b>espace</b> est infini.","<b>Космос</b> бесконечен.",🚀
haut,высоко; громко,"Parle plus <b>haut</b> !","Говори <b>громче</b>!",⬆️
l'une,одна (из),"<b>L'une</b> d'elles est ma soeur.","<b>Одна</b> из них — моя сестра.",1️⃣
une bonne,служанка; хорошая,"La <b>bonne</b> a fait le ménage.","<b>Служанка</b> убралась.",👩‍🍳
un ministre,министр,"Le <b>ministre</b> a démissionné.","<b>Министр</b> подал в отставку.",👔
un blanc,белый (человек); пробел,"Les <b>blancs</b> et les noirs.","<b>Белые</b> и чёрные.",🤍
celui-ci,этот (вот этот),"<b>Celui-ci</b> est meilleur.","<b>Этот</b> лучше.",👆
elle-même,сама (она),"Elle l'a fait <b>elle-même</b>.","Она сделала это <b>сама</b>.",👩
"entendu, entendue",услышанный; понятый,"Bien <b>entendu</b>, je viendrai.","<b>Конечно</b>, я приду.",👂
un couple,пара (люди),"C'est un beau <b>couple</b>.","Это красивая <b>пара</b>.",💑
un vaisseau,корабль; судно,"Le <b>vaisseau</b> spatial a décollé.","<b>Космический корабль</b> стартовал.",🚀
"compris, comprise",понятый; включённый,"Tout <b>compris</b> ?","Всё <b>понятно</b>?",✅
enfuir,убегать; сбегать,"Le prisonnier s'est <b>enfui</b>.","Заключённый <b>сбежал</b>.",🏃
une gorge,горло; ущелье,"J'ai mal à la <b>gorge</b>.","У меня болит <b>горло</b>.",🗣️
une commandante,командир (ж.р.),"La <b>commandante</b> donne les ordres.","<b>Командир</b> отдаёт приказы.",👩‍✈️
une somme,сумма; итог,"C'est une grosse <b>somme</b> d'argent.","Это крупная <b>сумма</b> денег.",💰
une laisse,поводок,"Le chien est en <b>laisse</b>.","Собака на <b>поводке</b>.",🐕
quinze,пятнадцать,"J'ai <b>quinze</b> minutes de retard.","Я опаздываю на <b>пятнадцать</b> минут.",1️⃣5️⃣
point,совсем не (с ne),"Je n'en veux <b>point</b>.","Я этого <b>совсем</b> не хочу.",🚫
soi,себя (неопр.),"Chacun pour <b>soi</b>.","Каждый за <b>себя</b>.",👤
"ami, amie",дружеский; близкий,"On est très <b>amis</b>.","Мы очень <b>дружны</b>.",🤝
certaines,некоторые (ж.р.),"<b>Certaines</b> personnes pensent que...","<b>Некоторые</b> люди думают, что...",👥
chier,срать (груб.),"J'ai envie de <b>chier</b>. (vulgaire)","Мне нужно <b>посрать</b>. (груб.)",🚽
un juif,еврей,"Il est <b>juif</b> pratiquant.","Он верующий <b>еврей</b>.",✡️
un saint,святой,"<b>Saint</b> Nicolas apporte des cadeaux.","<b>Святой</b> Николай приносит подарки.",😇
une justice,справедливость; правосудие,"La <b>justice</b> doit être rendue.","<b>Справедливость</b> должна восторжествовать.",⚖️
cents,сотни,"Deux <b>cents</b> personnes.","<b>Двести</b> человек.",💯
"intelligent, intelligente",умный,"C'est une femme <b>intelligente</b>.","Это <b>умная</b> женщина.",🧠
quels,какие (м.р.),"<b>Quels</b> sont tes projets ?","<b>Какие</b> у тебя планы?",❓
une salope,сука (груб.),"Quelle <b>salope</b> ! (vulgaire)","Вот <b>сука</b>! (груб.)",🤬
