French,Russian,ExampleFrench,ExampleRussian,Emoji
déplorer,сожалеть,"<b>Déplorer</b> une erreur.","<b>Сожалеть</b> об ошибке.",😔
"libéral, libérale",либеральный,"Une politique <b>libérale</b>.","<b>Либеральная</b> политика.",🏛️
égaler,равняться,"<b>Égaler</b> un record.","<b>Сравняться</b> с рекордом.",🏆
"homosexuel, homosexuelle",гомосексуальный,"Un couple <b>homosexuel</b>.","<b>Гомосексуальная</b> пара.",🏳️‍🌈
un hameau,хутор,"Un petit <b>hameau</b>.","Маленький <b>хутор</b>.",🏘️
un pantin,марионетка,"Un <b>pantin</b> désarticulé.","Раскрученная <b>марионетка</b>.",🤡
"atteint, atteinte",поражённый,"<b>Atteint</b> d'une maladie.","<b>Поражённый</b> болезнью.",🤒
"capricieux, capricieuse",капризный,"Un enfant <b>capricieux</b>.","<b>Капризный</b> ребёнок.",😤
griser,опьянять,"Le succès l'a <b>grisé</b>.","Успех его <b>опьянил</b>.",🤩
bluffer,блефовать,"<b>Bluffer</b> au poker.","<b>Блефовать</b> в покер.",🃏
"fugitif, fugitive",мимолётный,"Un instant <b>fugitif</b>.","<b>Мимолётный</b> миг.",⚡
ligoter,связывать,"<b>Ligoter</b> un prisonnier.","<b>Связать</b> пленника.",🔗
une rouille,ржавчина,"Une tache de <b>rouille</b>.","Пятно <b>ржавчины</b>.",🟤
crouler,рушиться,"Le mur <b>croule</b>.","Стена <b>рушится</b>.",🧱
une greffe,пересадка,"Une <b>greffe</b> de cœur.","<b>Пересадка</b> сердца.",❤️
un divertissement,развлечение,"Un <b>divertissement</b> agréable.","Приятное <b>развлечение</b>.",🎠
éphémère,эфемерный,"Un bonheur <b>éphémère</b>.","<b>Мимолётное</b> счастье.",🌸
"détendu, détendue",расслабленный,"Une atmosphère <b>détendue</b>.","<b>Расслабленная</b> атмосфера.",😌
un étui,футляр,"Un <b>étui</b> à lunettes.","<b>Футляр</b> для очков.",👓
une souplesse,гибкость,"Avec <b>souplesse</b>.","С <b>гибкостью</b>.",🤸
magner,шевелиться,"Se <b>magner</b> le train.","<b>Шевелиться</b>.",🏃
un mouchard,стукач,"Un <b>mouchard</b> de la police.","Полицейский <b>стукач</b>.",👀
une virgule,запятая,"Mettre une <b>virgule</b>.","Поставить <b>запятую</b>.",✏️
un carnage,резня,"Un vrai <b>carnage</b>.","Настоящая <b>резня</b>.",😱
atteler,запрягать,"<b>Atteler</b> les chevaux.","<b>Запрячь</b> лошадей.",🐎
une liqueur,ликёр,"Une <b>liqueur</b> sucrée.","Сладкий <b>ликёр</b>.",🥃
une souveraineté,суверенитет,"La <b>souveraineté</b> nationale.","Национальный <b>суверенитет</b>.",🏛️
fixement,пристально,"Regarder <b>fixement</b>.","Смотреть <b>пристально</b>.",👁️
"flatteur, flatteuse",льстивый,"Un commentaire <b>flatteur</b>.","<b>Льстивый</b> комментарий.",😊
spécialiser,специализировать,"Se <b>spécialiser</b> en médecine.","<b>Специализироваться</b> в медицине.",🎓
une ex-femme,бывшая жена,"Mon <b>ex-femme</b>.","Моя <b>бывшая жена</b>.",👩
"prompt, prompte",быстрый,"Une réponse <b>prompte</b>.","<b>Быстрый</b> ответ.",⚡
bonhomme,добродушный,"Un air <b>bonhomme</b>.","<b>Добродушный</b> вид.",😊
décomposer,разлагать,"<b>Décomposer</b> une phrase.","<b>Разобрать</b> предложение.",📝
une végétation,растительность,"Une <b>végétation</b> luxuriante.","<b>Пышная</b> растительность.",🌿
un doyen,декан,"Le <b>doyen</b> de la faculté.","<b>Декан</b> факультета.",🎓
involontaire,непроизвольный,"Un geste <b>involontaire</b>.","<b>Непроизвольный</b> жест.",🤷
une secte,секта,"Une <b>secte</b> dangereuse.","Опасная <b>секта</b>.",⚠️
une capsule,капсула,"Une <b>capsule</b> spatiale.","Космическая <b>капсула</b>.",🚀
instinctivement,инстинктивно,"Agir <b>instinctivement</b>.","Действовать <b>инстинктивно</b>.",🧠
"sous-marin, sous-marine",подводный,"Un navire <b>sous-marin</b>.","<b>Подводная</b> лодка.",🛥️
une nationalité,национальность,"Quelle est votre <b>nationalité</b> ?","Какая ваша <b>национальность</b>?",🛂
un supplément,дополнение,"Un <b>supplément</b> de prix.","<b>Доплата</b>.",💵
