French,Russian,ExampleFrench,ExampleRussian,Emoji
"foudroyant, foudroyante",молниеносный,"Un succès <b>foudroyant</b>.","<b>Молниеносный</b> успех.",⚡
frustrer,расстраивать,"Cela me <b>frustre</b>.","Это меня <b>расстраивает</b>.",😤
"recherché, recherchée",востребованный,"Un produit <b>recherché</b>.","<b>Востребованный</b> товар.",🌟
"sorcier, sorcière",колдовской,"Un pouvoir <b>sorcier</b>.","<b>Колдовская</b> сила.",🧙
un geôlier,тюремщик,"Le <b>geôlier</b> de la prison.","<b>Тюремщик</b>.",🔑
acheminer,доставлять,"<b>Acheminer</b> des marchandises.","<b>Доставить</b> товары.",📦
fluide,текучий,"Un mouvement <b>fluide</b>.","<b>Текучее</b> движение.",💧
un exilé,изгнанник,"Un <b>exilé</b> politique.","Политический <b>изгнанник</b>.",😔
un assemblage,сборка,"Un <b>assemblage</b> de pièces.","<b>Сборка</b> деталей.",🔧
un ballot,тюк,"Un <b>ballot</b> de marchandises.","<b>Тюк</b> товаров.",📦
suinter,сочиться,"L'eau <b>suinte</b> des murs.","Вода <b>сочится</b> со стен.",💧
colocataire,сосед по квартире,"Mon <b>colocataire</b> est sympa.","Мой <b>сосед по квартире</b> симпатичный.",🏠
enfourcher,оседлать,"<b>Enfourcher</b> un vélo.","<b>Сесть</b> на велосипед.",🚲
"poignant, poignante",пронзительный,"Un moment <b>poignant</b>.","<b>Пронзительный</b> момент.",💔
rêvasser,грезить,"<b>Rêvasser</b> en classe.","<b>Грезить</b> на уроке.",💭
une toison,руно,"La <b>toison</b> d'or.","Золотое <b>руно</b>.",🐑
une truie,свиноматка,"Une <b>truie</b> et ses porcelets.","<b>Свиноматка</b> с поросятами.",🐷
une litière,подстилка,"La <b>litière</b> du chat.","Кошачий <b>наполнитель</b>.",🐱
agoniser,агонизировать,"<b>Agoniser</b> lentement.","Медленно <b>умирать</b>.",💀
relater,рассказывать,"<b>Relater</b> les faits.","<b>Рассказать</b> факты.",📖
"persuadé, persuadée",убеждённый,"J'en suis <b>persuadé</b>.","Я в этом <b>убеждён</b>.",✅
rivaliser,соперничать,"<b>Rivaliser</b> avec quelqu'un.","<b>Соперничать</b> с кем-то.",⚔️
ensorceler,околдовывать,"<b>Ensorceler</b> quelqu'un.","<b>Околдовать</b> кого-то.",🧙
impardonnable,непростительный,"Une erreur <b>impardonnable</b>.","<b>Непростительная</b> ошибка.",😤
un dinosaure,динозавр,"Un squelette de <b>dinosaure</b>.","Скелет <b>динозавра</b>.",🦖
bleuâtre,синеватый,"Une lumière <b>bleuâtre</b>.","<b>Синеватый</b> свет.",🔵
chourer,красть (разг.),"<b>Chourer</b> dans un magasin.","<b>Стырить</b> в магазине.",🤫
"dominant, dominante",доминирующий,"Une position <b>dominante</b>.","<b>Доминирующее</b> положение.",👑
prosterner,простираться,"Se <b>prosterner</b> devant le roi.","<b>Простереться</b> перед королём.",🙏
un bison,бизон,"Un <b>bison</b> d'Amérique.","Американский <b>бизон</b>.",🦬
un cobaye,морская свинка,"Un <b>cobaye</b> de laboratoire.","Лабораторная <b>морская свинка</b>.",🐹
une bravoure,храбрость,"Un acte de <b>bravoure</b>.","Акт <b>храбрости</b>.",🦸
une corrida,коррида,"Assister à une <b>corrida</b>.","Присутствовать на <b>корриде</b>.",🐂
exceller,преуспевать,"<b>Exceller</b> dans son domaine.","<b>Преуспевать</b> в своей области.",⭐
un rossignol,соловей,"Le chant du <b>rossignol</b>.","Пение <b>соловья</b>.",🐦
cosmique,космический,"Une énergie <b>cosmique</b>.","<b>Космическая</b> энергия.",🌌
indestructible,неразрушимый,"Un lien <b>indestructible</b>.","<b>Неразрушимая</b> связь.",💪
"verni, vernie",лакированный,"Du bois <b>verni</b>.","<b>Лакированное</b> дерево.",✨
un fluide,жидкость,"Un <b>fluide</b> corporel.","Телесная <b>жидкость</b>.",💧
une décomposition,разложение,"La <b>décomposition</b> organique.","Органическое <b>разложение</b>.",🍂
un troquet,забегаловка,"Un petit <b>troquet</b>.","Маленькая <b>забегаловка</b>.",🍺
enrôler,вербовать,"<b>Enrôler</b> des soldats.","<b>Вербовать</b> солдат.",🎖️
une cigogne,аист,"Une <b>cigogne</b> sur le toit.","<b>Аист</b> на крыше.",🐦
aucunement,никоим образом,"<b>Aucunement</b> responsable.","<b>Никоим образом</b> не виноват.",🚫
"haché, hachée",рубленый,"De la viande <b>hachée</b>.","<b>Рубленое</b> мясо.",🥩
touristique,туристический,"Une zone <b>touristique</b>.","<b>Туристическая</b> зона.",🗺️
une commère,кумушка,"Une vraie <b>commère</b>.","Настоящая <b>кумушка</b>.",🗣️
démêler,распутывать,"<b>Démêler</b> les cheveux.","<b>Распутать</b> волосы.",💇
"ruisselant, ruisselante",струящийся,"De l'eau <b>ruisselante</b>.","<b>Струящаяся</b> вода.",💧
un bifteck,бифштекс,"Un <b>bifteck</b> saignant.","<b>Бифштекс</b> с кровью.",🥩
un glaive,меч,"Brandir un <b>glaive</b>.","Размахивать <b>мечом</b>.",⚔️
un phonographe,фонограф,"Un vieux <b>phonographe</b>.","Старый <b>фонограф</b>.",📻
une arrière-pensée,задняя мысль,"Sans <b>arrière-pensée</b>.","Без <b>задних мыслей</b>.",🤔
une hostie,гостия,"Recevoir l'<b>hostie</b>.","Получить <b>гостию</b>.",⛪
