French,Russian,ExampleFrench,ExampleRussian,Emoji
une absurdité,абсурдность,"Quelle <b>absurdité</b> !","Какая <b>абсурдность</b>!",🤦
une anguille,угорь,"Une <b>anguille</b> fumée.","Копчёный <b>угорь</b>.",🐍
un agrément,одобрение,"Donner son <b>agrément</b>.","Дать <b>одобрение</b>.",✅
hypnotiser,гипнотизировать,"<b>Hypnotiser</b> un patient.","<b>Загипнотизировать</b> пациента.",🌀
un éperon,шпора,"Les <b>éperons</b> du cavalier.","<b>Шпоры</b> всадника.",🐴
une occurrence,случай,"En l'<b>occurrence</b>.","В данном <b>случае</b>.",📝
"mutuel, mutuelle",взаимный,"Un accord <b>mutuel</b>.","<b>Взаимное</b> согласие.",🤝
"bâtard, bâtarde",ублюдочный,"Un chien <b>bâtard</b>.","<b>Дворняга</b>.",🐕
gourer,ошибаться,"Se <b>gourer</b> de chemin.","<b>Ошибиться</b> дорогой.",❌
maritime,морской,"Un port <b>maritime</b>.","<b>Морской</b> порт.",🚢
un promeneur,прохожий,"Un <b>promeneur</b> solitaire.","Одинокий <b>прохожий</b>.",🚶
une prospérité,процветание,"La <b>prospérité</b> économique.","Экономическое <b>процветание</b>.",📈
"cavalier, cavalière",небрежный,"Une attitude <b>cavalière</b>.","<b>Небрежное</b> отношение.",😏
redemander,переспрашивать,"<b>Redemander</b> l'adresse.","<b>Переспросить</b> адрес.",❓
sévèrement,сурово,"Punir <b>sévèrement</b>.","<b>Сурово</b> наказать.",⚖️
un menuisier,столяр,"Un <b>menuisier</b> qualifié.","Квалифицированный <b>столяр</b>.",🪚
"triomphal, triomphale",триумфальный,"Un arc <b>triomphal</b>.","<b>Триумфальная</b> арка.",🏛️
