French,Russian,ExampleFrench,ExampleRussian,Emoji
un sanatorium,санаторий,"Se soigner au <b>sanatorium</b>.","Лечиться в <b>санатории</b>.",🏥
un soufflet,мех,"Le <b>soufflet</b> de la forge.","<b>Мехи</b> кузницы.",🔥
une housse,чехол,"Une <b>housse</b> de couette.","<b>Чехол</b> на одеяло.",🛏️
un lutz,лутц,"Un <b>lutz</b> triple.","Тройной <b>лутц</b>.",⛸️
"diffus, diffuse",рассеянный,"Une lumière <b>diffuse</b>.","<b>Рассеянный</b> свет.",💡
prétexter,ссылаться на,"<b>Prétexter</b> une maladie.","<b>Сослаться</b> на болезнь.",🤒
"tranché, tranchée",контрастный,"Des couleurs <b>tranchées</b>.","<b>Контрастные</b> цвета.",🎨
un escabeau,стремянка,"Monter sur l'<b>escabeau</b>.","Взобраться на <b>стремянку</b>.",🪜
un leurre,приманка,"Un <b>leurre</b> pour poissons.","<b>Приманка</b> для рыбы.",🎣
un neveu,племянник,"Mon <b>neveu</b> adoré.","Мой любимый <b>племянник</b>.",👦
agglutiner,слипаться,"Les gens s'<b>agglutinent</b>.","Люди <b>слипаются</b> в толпу.",👥
"réputé, réputée",известный,"Un restaurant <b>réputé</b>.","<b>Известный</b> ресторан.",⭐
un crin,конский волос,"Un matelas en <b>crin</b>.","Матрас из <b>конского волоса</b>.",🐴
une louche,черпак,"Une <b>louche</b> à soupe.","Суповой <b>черпак</b>.",🥄
une croisée,оконная рама,"Ouvrir la <b>croisée</b>.","Открыть <b>окно</b>.",🪟
"ébloui, éblouie",ослеплённый,"<b>Ébloui</b> par le soleil.","<b>Ослеплённый</b> солнцем.",☀️
un prétendant,претендент,"Un <b>prétendant</b> au trône.","<b>Претендент</b> на трон.",👑
"appliqué, appliquée",прилежный,"Un élève <b>appliqué</b>.","<b>Прилежный</b> ученик.",📚
une clarinette,кларнет,"Jouer de la <b>clarinette</b>.","Играть на <b>кларнете</b>.",🎵
une fougue,пыл,"Avec <b>fougue</b>.","С <b>пылом</b>.",🔥
glander,бездельничать,"<b>Glander</b> toute la journée.","<b>Бездельничать</b> весь день.",😴
un jardinet,садик,"Un petit <b>jardinet</b>.","Маленький <b>садик</b>.",🌷
un layon,просека,"Un <b>layon</b> forestier.","Лесная <b>просека</b>.",🌲
une diarrhée,диарея,"Souffrir de <b>diarrhée</b>.","Страдать от <b>диареи</b>.",🤢
une exactitude,точность,"Avec <b>exactitude</b>.","С <b>точностью</b>.",✅
une panoplie,набор,"Une <b>panoplie</b> d'outils.","<b>Набор</b> инструментов.",🧰
sanguinaire,кровожадный,"Un tyran <b>sanguinaire</b>.","<b>Кровожадный</b> тиран.",🩸
obstruer,закупоривать,"<b>Obstruer</b> un passage.","<b>Закупорить</b> проход.",🚧
un heurt,столкновение,"Un léger <b>heurt</b>.","Лёгкое <b>столкновение</b>.",💥
une mémère,бабуля (разг.),"Une vieille <b>mémère</b>.","Старенькая <b>бабуля</b>.",👵
desservir,обслуживать,"<b>Desservir</b> une ville.","<b>Обслуживать</b> город.",🚃
un potin,сплетня,"Raconter des <b>potins</b>.","Рассказывать <b>сплетни</b>.",🗣️
une bruyère,вереск,"Un champ de <b>bruyère</b>.","Поле <b>вереска</b>.",🌸
un pastis,пастис,"Boire un <b>pastis</b>.","Пить <b>пастис</b>.",🍸
triangulaire,треугольный,"Une forme <b>triangulaire</b>.","<b>Треугольная</b> форма.",📐
un buffle,буйвол,"Un <b>buffle</b> d'eau.","Водяной <b>буйвол</b>.",🦬
jubiler,ликовать,"<b>Jubiler</b> de joie.","<b>Ликовать</b> от радости.",🎉
mystique,мистик,"Un <b>mystique</b> oriental.","Восточный <b>мистик</b>.",🔮
"restant, restante",оставшийся,"Le temps <b>restant</b>.","<b>Оставшееся</b> время.",⏳
un piston,поршень,"Le <b>piston</b> du moteur.","<b>Поршень</b> двигателя.",🔧
beugler,мычать,"La vache <b>beugle</b>.","Корова <b>мычит</b>.",🐄
néfaste,пагубный,"Une influence <b>néfaste</b>.","<b>Пагубное</b> влияние.",⚠️
politiquement,политически,"<b>Politiquement</b> correct.","<b>Политически</b> корректно.",🏛️
un caca,какашка,"Faire <b>caca</b>.","Сделать <b>какашку</b>.",💩
une prouesse,подвиг,"Une <b>prouesse</b> technique.","Технический <b>подвиг</b>.",🏆
