French,Russian,ExampleFrench,ExampleRussian,Emoji
"petit, petite","маленький, -ая","J'habite dans un <b>petit</b> appartement au centre-ville.","Я живу в <b>маленькой</b> квартире в центре города.",🐜
jamais,никогда,"Je n'ai <b>jamais</b> vu autant de neige !","Я <b>никогда</b> не видел столько снега!",🚫
"bon, bonne","хороший, -ая","C'est une <b>bonne</b> idée d'apprendre le québécois.","Это <b>хорошая</b> идея — учить квебекский.",👍
penser,думать; считать,"Je <b>pense</b> que le TEF est plus facile que le TCF.","Я <b>думаю</b>, что TEF легче, чем TCF.",💭
un homme,мужчина; человек,"Cet <b>homme</b> travaille dans le bâtiment.","Этот <b>мужчина</b> работает в строительстве.",👨
trouver,"находить; считать","Je <b>trouve</b> que les Québécois sont très accueillants.","Я <b>считаю</b>, что квебекцы очень гостеприимные.",🔍
un jour,день,"Un <b>jour</b>, je parlerai français couramment.","<b>Однажды</b> я буду свободно говорить по-французски.",📅
laisser,оставлять; позволять,"<b>Laisse</b>-moi t'expliquer comment ça marche.","<b>Позволь</b> мне объяснить, как это работает.",✋
un temps,"время; погода","Le <b>temps</b> change vite au Québec.","<b>Погода</b> в Квебеке быстро меняется.",⏰
regarder,смотреть,"Je <b>regarde</b> des films québécois pour améliorer mon écoute.","Я <b>смотрю</b> квебекские фильмы, чтобы улучшить восприятие на слух.",👀
attendre,ждать,"J'<b>attends</b> ma résidence permanente depuis un an.","Я <b>жду</b> свою постоянную резиденцию уже год.",⏳
même,"даже; тот же","<b>Même</b> en été, il peut faire frais au Québec.","<b>Даже</b> летом в Квебеке может быть прохладно.",🔄
donner,давать,"Peux-tu me <b>donner</b> ton numéro de téléphone ?","Можешь <b>дать</b> мне свой номер телефона?",🎁
toujours,всегда,"Il fait <b>toujours</b> froid en janvier au Québec.","В январе в Квебеке <b>всегда</b> холодно.",♾️
arriver,"прибывать; случаться","Qu'est-ce qui t'est <b>arrivé</b> ? Tu es en retard !","Что <b>случилось</b>? Ты опоздал!",🛬
mettre,класть; надевать,"<b>Mets</b> ton manteau, il fait frette dehors !","<b>Надень</b> пальто, на улице холодно!",👔
une femme,"женщина; жена","Ma <b>femme</b> suit des cours de francisation avec moi.","Моя <b>жена</b> ходит на курсы франсизации вместе со мной.",👩
une fois,раз,"J'ai visité Montréal une <b>fois</b> avant d'immigrer.","Я был в Монреале один <b>раз</b> до иммиграции.",1️⃣
une vie,жизнь,"La <b>vie</b> au Canada est différente de ce que j'imaginais.","<b>Жизнь</b> в Канаде отличается от того, что я представлял.",💫
un peu,немного,"Je comprends un <b>peu</b> le français québécois.","Я понимаю <b>немного</b> квебекский французский.",🤏
demander,"просить; спрашивать","Je vais <b>demander</b> à mon boss de changer mes horaires.","Я <b>попрошу</b> начальника изменить мой график.",❓
rester,оставаться,"Je veux <b>rester</b> au Québec pour toujours.","Я хочу <b>остаться</b> в Квебеке навсегда.",🏠
"seul, seule","один, одна; единственный","Je suis <b>seul</b> à parler français dans ma famille.","Я <b>единственный</b>, кто говорит по-французски в моей семье.",1️⃣
appeler,"звонить; называть","Comment <b>appelle</b>-t-on ce plat ? — De la poutine !","Как <b>называется</b> это блюдо? — Путин!",📞
pourquoi,почему,"<b>Pourquoi</b> as-tu choisi le Canada ?","<b>Почему</b> ты выбрал Канаду?",❓
"grand, grande","большой, -ая; высокий, -ая","Montréal est une <b>grande</b> ville multiculturelle.","Монреаль — <b>большой</b> мультикультурный город.",🏢
partir,уезжать; уходить,"Je <b>pars</b> au travail à sept heures du matin.","Я <b>ухожу</b> на работу в семь утра.",🚪
trop,слишком,"Il fait <b>trop</b> froid pour sortir aujourd'hui.","Сегодня <b>слишком</b> холодно, чтобы выходить.",📈
connaître,знать (быть знакомым),"Tu <b>connais</b> un bon restaurant près d'ici ?","Ты <b>знаешь</b> хороший ресторан поблизости?",🤝
un père,отец,"Mon <b>père</b> aimerait immigrer au Canada aussi.","Мой <b>отец</b> тоже хотел бы иммигрировать в Канаду.",👨‍👦
est-ce que,ли (вопрос),"<b>Est-ce que</b> tu parles français ?","Ты говоришь по-французски?",❓
peut-être,может быть,"<b>Peut-être</b> qu'il neigera demain.","<b>Может быть</b>, завтра будет снег.",🤔
autre,другой,"Tu as une <b>autre</b> idée ?","У тебя есть <b>другая</b> идея?",🔄
maintenant,сейчас; теперь,"<b>Maintenant</b> je comprends mieux le québécois.","<b>Теперь</b> я лучше понимаю квебекский.",⏰
une heure,час,"Le cours dure une <b>heure</b> et demie.","Занятие длится полтора <b>часа</b>.",🕐
un monde,"мир; народ","Il y avait beaucoup de <b>monde</b> au centre d'achat.","В торговом центре было много <b>народу</b>.",🌍
un an,год,"J'habite au Québec depuis un <b>an</b>.","Я живу в Квебеке уже <b>год</b>.",📆
une main,рука (кисть),"Lève la <b>main</b> si tu as une question.","Подними <b>руку</b>, если у тебя есть вопрос.",✋
comprendre,понимать,"Je ne <b>comprends</b> pas l'accent québécois.","Я не <b>понимаю</b> квебекский акцент.",💡
sortir,выходить,"On <b>sort</b> prendre une marche ?","<b>Выйдем</b> прогуляемся?",🚪
arrêter,останавливать(ся),"<b>Arrête</b> de t'inquiéter, tout ira bien.","<b>Перестань</b> волноваться, всё будет хорошо.",🛑
chez,у; к; в (дом/офис),"Je vais <b>chez</b> le médecin cet après-midi.","Я иду <b>к</b> врачу сегодня после обеда.",🏠
quelque,какой-то; несколько,"J'ai <b>quelques</b> questions sur l'immigration.","У меня есть <b>несколько</b> вопросов об иммиграции.",🔢
une fille,"дочь; девушка","Ma <b>fille</b> apprend le français à l'école.","Моя <b>дочь</b> учит французский в школе.",👧
un oeil,"глаз (мн. yeux)","J'ai mal à l'<b>œil</b> — je dois voir un optométriste.","У меня болит <b>глаз</b> — нужно к офтальмологу.",👁️
un enfant,ребёнок,"Cet <b>enfant</b> parle déjà trois langues.","Этот <b>ребёнок</b> уже говорит на трёх языках.",👶
"sûr, sûre",уверенный,"Tu es <b>sûr</b> que c'est le bon chemin ?","Ты <b>уверен</b>, что это правильная дорога?",✅
entendre,слышать,"J'<b>entends</b> mes voisins parler en québécois.","Я <b>слышу</b>, как соседи говорят на квебекском.",👂
une mère,мать,"Ma <b>mère</b> me manque beaucoup.","Я очень скучаю по <b>маме</b>.",👩‍👧
mourir,умирать,"Je <b>meurs</b> de faim — on va manger ?","Я <b>умираю</b> от голода — пойдём есть?",💀
un dieu,бог,"Mon <b>Dieu</b>, qu'il fait frette !","<b>Боже</b>, как холодно!",🙏
vraiment,действительно; очень,"C'est <b>vraiment</b> difficile de trouver un logement.","<b>Действительно</b> сложно найти жильё.",💯
déjà,уже,"Tu as <b>déjà</b> visité le Vieux-Québec ?","Ты <b>уже</b> был в Старом Квебеке?",✅
après,после,"<b>Après</b> le travail, je vais au gym.","<b>После</b> работы я иду в спортзал.",➡️
