French,Russian,ExampleFrench,ExampleRussian,Emoji
une capacité,способность; ёмкость,"Il a une grande <b>capacité</b>.","У него большая <b>способность</b>.",🧠
une intimité,интимность,"Dans l'<b>intimité</b>.","В <b>интимной</b> обстановке.",🤫
une grotte,пещера,"La <b>grotte</b> est sombre.","<b>Пещера</b> тёмная.",🕳️
un thème,тема,"Le <b>thème</b> du film.","<b>Тема</b> фильма.",🎬
une paume,ладонь,"La <b>paume</b> de la main.","<b>Ладонь</b> руки.",🤲
fendre,раскалывать,"<b>Fends</b> le bois.","<b>Расколи</b> дрова.",🪓
un vertige,головокружение,"J'ai le <b>vertige</b>.","У меня <b>кружится голова</b>.",😵
une philosophie,философия,"La <b>philosophie</b> de vie.","<b>Философия</b> жизни.",🤔
agacer,раздражать,"Ça m'<b>agace</b>.","Это меня <b>раздражает</b>.",😤
un abbé,аббат,"L'<b>abbé</b> Pierre.","<b>Аббат</b> Пьер.",⛪
manoeuvre,манёвр; разнорабочий,"Une <b>manœuvre</b> militaire.","Военный <b>манёвр</b>.",🪖
succéder,следовать; наследовать,"Il <b>succède</b> à son père.","Он <b>наследует</b> отцу.",👑
un comble,верх; предел,"C'est le <b>comble</b> !","Это <b>предел</b>!",😤
écouler,сбывать; протекать,"Le temps s'<b>écoule</b>.","Время <b>течёт</b>.",⏳
border,окаймлять,"Les arbres <b>bordent</b> la route.","Деревья <b>окаймляют</b> дорогу.",🌳
"reconnaissant, reconnaissante",благодарный,"Je suis <b>reconnaissant</b>.","Я <b>благодарен</b>.",🙏
rude,суровый,"Un hiver <b>rude</b>.","<b>Суровая</b> зима.",❄️
une discipline,дисциплина,"La <b>discipline</b> militaire.","Военная <b>дисциплина</b>.",📋
"chrétien, chrétienne",христианский,"La foi <b>chrétienne</b>.","<b>Христианская</b> вера.",✝️
"grossier, grossière",грубый,"Un mot <b>grossier</b>.","<b>Грубое</b> слово.",😬
une clinique,клиника,"La <b>clinique</b> est proche.","<b>Клиника</b> рядом.",🏥
conquérir,завоёвывать,"<b>Conquérir</b> le monde.","<b>Завоевать</b> мир.",🌍
massacrer,истреблять,"Ils ont été <b>massacrés</b>.","Их <b>истребили</b>.",⚔️
figer,застывать,"Le sang s'est <b>figé</b>.","Кровь <b>застыла</b>.",❄️
pincer,щипать,"<b>Pince</b>-moi.","<b>Ущипни</b> меня.",🤏
sympathique,симпатичный,"Il est très <b>sympathique</b>.","Он очень <b>симпатичный</b>.",😊
une élection,выборы,"Les <b>élections</b> présidentielles.","Президентские <b>выборы</b>.",🗳️
un âne,осёл,"L'<b>âne</b> brait.","<b>Осёл</b> кричит.",🫏
"rempli, remplie",наполненный,"Le verre est <b>rempli</b>.","Стакан <b>полон</b>.",🥛
une ruelle,переулок,"Une petite <b>ruelle</b>.","Маленький <b>переулок</b>.",🏘️
déboucher,откупоривать; выходить,"<b>Débouche</b> la bouteille.","<b>Открой</b> бутылку.",🍾
arabe,арабский,"La langue <b>arabe</b>.","<b>Арабский</b> язык.",🇸🇦
un barrage,плотина,"Le <b>barrage</b> retient l'eau.","<b>Плотина</b> сдерживает воду.",🌊
piéger,ставить ловушку,"On l'a <b>piégé</b>.","Его <b>поймали в ловушку</b>.",🪤
une encre,чернила,"L'<b>encre</b> est bleue.","<b>Чернила</b> синие.",🖋️
relier,связывать; переплетать,"<b>Relie</b> les deux points.","<b>Соедини</b> две точки.",🔗
"aigu, aiguë",острый,"Une douleur <b>aiguë</b>.","<b>Острая</b> боль.",💢
une perle,жемчужина,"Un collier de <b>perles</b>.","Ожерелье из <b>жемчуга</b>.",📿
un reproche,упрёк,"Sans <b>reproche</b>.","Без <b>упрёка</b>.",🤐
soigneusement,тщательно,"<b>Soigneusement</b> préparé.","<b>Тщательно</b> подготовлено.",✅
un délire,бред,"C'est du <b>délire</b>.","Это <b>бред</b>.",🤯
résonner,звучать; резонировать,"La cloche <b>résonne</b>.","Колокол <b>звучит</b>.",🔔
une admiration,восхищение,"J'ai de l'<b>admiration</b> pour lui.","Я <b>восхищаюсь</b> им.",✨
démolir,сносить,"<b>Démolir</b> le bâtiment.","<b>Снести</b> здание.",🏚️
un matelas,матрас,"Un <b>matelas</b> confortable.","Удобный <b>матрас</b>.",🛏️
combler,заполнять; осыпать,"Tu me <b>combles</b> de joie.","Ты <b>наполняешь</b> меня радостью.",😊
brusque,резкий,"Un mouvement <b>brusque</b>.","<b>Резкое</b> движение.",⚡
débattre,обсуждать,"On va en <b>débattre</b>.","Мы это <b>обсудим</b>.",💬
un stylo,ручка,"Prête-moi ton <b>stylo</b>.","Одолжи мне <b>ручку</b>.",🖊️
