French,Russian,ExampleFrench,ExampleRussian,Emoji
intime,интимный; близкий,"C'est un ami <b>intime</b>.","Это <b>близкий</b> друг.",❤️
un appétit,аппетит,"Bon <b>appétit</b> !","Приятного <b>аппетита</b>!",🍽️
"féminin, féminine",женский,"La forme <b>féminine</b>.","<b>Женская</b> форма.",👩
un tissu,ткань,"C'est un beau <b>tissu</b>.","Это красивая <b>ткань</b>.",🧵
une paille,соломинка; солома,"Bois avec une <b>paille</b>.","Пей через <b>соломинку</b>.",🥤
un décor,декорация; обстановка,"Le <b>décor</b> est magnifique.","<b>Декорации</b> великолепны.",🎭
un chapitre,глава,"Le premier <b>chapitre</b>.","Первая <b>глава</b>.",📖
une boucle,петля; кудря,"Une <b>boucle</b> de cheveux.","<b>Локон</b> волос.",💇
un seuil,порог,"Sur le <b>seuil</b> de la porte.","На <b>пороге</b> двери.",🚪
tracer,чертить; прокладывать,"<b>Trace</b> une ligne.","<b>Начерти</b> линию.",📏
une légende,легенда,"C'est une vieille <b>légende</b>.","Это старая <b>легенда</b>.",📜
un essai,попытка; очерк,"C'est mon premier <b>essai</b>.","Это моя первая <b>попытка</b>.",📝
