French,Russian,ExampleFrench,ExampleRussian,Emoji
un morveux,молокосос,"Un petit <b>morveux</b>.","Маленький <b>молокосос</b>.",👦
trimer,пахать,"<b>Trimer</b> dur.","<b>Пахать</b> тяжело.",💪
bagarrer,бороться,"Se <b>bagarrer</b> pour ses droits.","<b>Бороться</b> за свои права.",✊
éjecter,выбрасывать,"<b>Éjecter</b> un CD.","<b>Выбросить</b> диск.",💿
un rechange,запас,"Des pièces de <b>rechange</b>.","Запасные <b>части</b>.",🔧
un compositeur,сочинитель,"Un <b>compositeur</b> classique.","Классический <b>композитор</b>.",🎹
un relevé,отчёт,"Un <b>relevé</b> de compte.","<b>Отчёт</b> по счёту.",📊
cramer,гореть,"La maison <b>crame</b>.","Дом <b>горит</b>.",🔥
un patois,говор,"Le <b>patois</b> breton.","Бретонский <b>говор</b>.",🗣️
une éventualité,вариант,"Prévoir toute <b>éventualité</b>.","Предусмотреть любой <b>вариант</b>.",📋
duper,одурачивать,"Il m'a <b>dupé</b>.","Он меня <b>одурачил</b>.",🎭
un coursier,нарочный,"Envoyer par <b>coursier</b>.","Отправить с <b>нарочным</b>.",🏃
soprano,сопрановый,"Une chanteuse <b>soprano</b>.","<b>Сопрано</b>-певица.",🎤
géomètre,землемер,"Le <b>géomètre</b> mesure le terrain.","<b>Землемер</b> измеряет участок.",📏
fortifier,закалять,"<b>Fortifier</b> son corps.","<b>Закалять</b> тело.",💪
infaillible,непогрешимый,"Un plan <b>infaillible</b>.","<b>Непогрешимый</b> план.",✅
une relique,мощи,"Les <b>reliques</b> d'un saint.","<b>Мощи</b> святого.",⛪
"retenu, retenue",задержанный,"Une émotion <b>retenue</b>.","<b>Сдержанная</b> эмоция.",😐
un fondateur,создатель,"Les <b>fondateurs</b> de la nation.","<b>Основатели</b> нации.",🏛️
frimer,понтоваться,"Arrête de <b>frimer</b>.","Хватит <b>понтоваться</b>.",😎
un voyeur,подглядывающий,"Un <b>voyeur</b> malsain.","Нездоровый <b>подглядывающий</b>.",👁️
fièrement,с гордостью,"Annoncer <b>fièrement</b>.","<b>С гордостью</b> объявить.",👑
un arrondissement,район,"Le 5e <b>arrondissement</b> de Paris.","5-й <b>район</b> Парижа.",🗼
une avalanche,обвал,"Une <b>avalanche</b> de critiques.","<b>Шквал</b> критики.",📢
une demi-soeur,единоутробная сестра,"Elle est ma <b>demi-soeur</b>.","Она моя <b>единоутробная сестра</b>.",👧
une violette,анютины глазки,"Des <b>violettes</b> du jardin.","<b>Фиалки</b> из сада.",🌸
séparément,по отдельности,"Payer <b>séparément</b>.","Платить <b>по отдельности</b>.",💳
une absurdité,нелепость,"Une pure <b>absurdité</b>.","Чистая <b>нелепость</b>.",🤷
une anguille,речной угорь,"Glissant comme une <b>anguille</b>.","Скользкий как <b>угорь</b>.",🐟
un agrément,удовольствие,"Voyage d'<b>agrément</b>.","Увеселительная <b>поездка</b>.",✈️
hypnotiser,завораживать,"Son regard m'<b>hypnotise</b>.","Его взгляд меня <b>завораживает</b>.",👁️
un éperon,отрог,"L'<b>éperon</b> rocheux.","Скальный <b>отрог</b>.",🏔️
une occurrence,встречаемость,"La fréquence d'<b>occurrence</b>.","Частота <b>встречаемости</b>.",📈
"mutuel, mutuelle",обоюдный,"Un respect <b>mutuel</b>.","<b>Обоюдное</b> уважение.",🤝
gourer,промахнуться,"Se <b>gourer</b> de numéro.","<b>Промахнуться</b> номером.",❌
maritime,мореходный,"Une carte <b>maritime</b>.","<b>Мореходная</b> карта.",🗺️
un promeneur,гуляющий,"Un <b>promeneur</b> du dimanche.","Воскресный <b>гуляющий</b>.",🚶
une prospérité,благополучие,"Souhaiter la <b>prospérité</b>.","Желать <b>благополучия</b>.",🙏
redemander,снова просить,"<b>Redemander</b> un service.","<b>Снова попросить</b> услугу.",🙏
sévèrement,строго,"Juger <b>sévèrement</b>.","<b>Строго</b> судить.",⚖️
un menuisier,плотник,"Un <b>menuisier</b> habile.","Ловкий <b>плотник</b>.",🪓
