French,Russian,ExampleFrench,ExampleRussian,Emoji
"mignon, mignonne",милый,"Que tu es <b>mignon</b> !","Какой ты <b>милый</b>!",🥰
un texte,текст,"Lis ce <b>texte</b>.","Прочитай этот <b>текст</b>.",📄
expliquer,объяснять,"Je vais t'<b>expliquer</b>.","Я тебе <b>объясню</b>.",💬
un derrière,зад,"Il est tombé sur le <b>derrière</b>.","Он упал на <b>зад</b>.",😅
la plupart,большинство,"<b>La plupart</b> des gens sont gentils.","<b>Большинство</b> людей добрые.",👥
un orage,гроза,"Il y a un <b>orage</b> ce soir.","Вечером будет <b>гроза</b>.",⛈️
penser,думать,"À quoi <b>penses</b>-tu ?","О чём ты <b>думаешь</b>?",💭
un bureau,бюро; письменный стол,"J'ai un nouveau <b>bureau</b>.","У меня новый <b>письменный стол</b>.",🖥️
une influence,влияние,"Il a beaucoup d'<b>influence</b>.","У него большое <b>влияние</b>.",📈
un progrès,прогресс,"Tu fais des <b>progrès</b> en français.","Ты делаешь <b>успехи</b> во французском.",📈
une colline,холм,"On a grimpé la <b>colline</b>.","Мы взобрались на <b>холм</b>.",⛰️
assez,довольно; достаточно,"J'en ai <b>assez</b> !","Мне <b>хватит</b>!",✋
un outil,инструмент,"J'ai besoin d'un <b>outil</b>.","Мне нужен <b>инструмент</b>.",🔧
une mort,смерть,"La <b>mort</b> fait partie de la vie.","<b>Смерть</b> — часть жизни.",💀
réagir,реагировать,"Comment as-tu <b>réagi</b> ?","Как ты <b>отреагировал</b>?",🤔
un bâtiment,здание,"C'est un vieux <b>bâtiment</b>.","Это старое <b>здание</b>.",🏢
une énergie,энергия,"J'ai beaucoup d'<b>énergie</b> aujourd'hui.","У меня сегодня много <b>энергии</b>.",⚡
complet,полный,"L'hôtel est <b>complet</b>.","Отель <b>заполнен</b>.",📦
une position,позиция; положение,"Quelle est ta <b>position</b> ?","Какая твоя <b>позиция</b>?",📍
une preuve,доказательство,"Tu as une <b>preuve</b> ?","У тебя есть <b>доказательство</b>?",🔍
glisser,скользить,"J'ai <b>glissé</b> sur la glace.","Я <b>поскользнулся</b> на льду.",🧊
réclamer,требовать,"Il <b>réclame</b> justice.","Он <b>требует</b> справедливости.",📢
une chaîne,цепь; канал,"J'ai changé de <b>chaîne</b>.","Я переключил <b>канал</b>.",📺
futur,будущий,"Mon <b>futur</b> mari est canadien.","Мой <b>будущий</b> муж — канадец.",🔮
un souper,ужин (Квебек),"Le <b>souper</b> est prêt.","<b>Ужин</b> готов.",🍽️
un emploi,работа; занятость,"Je cherche un <b>emploi</b>.","Я ищу <b>работу</b>.",💼
une prière,молитва,"Dis une <b>prière</b>.","Прочитай <b>молитву</b>.",🙏
un choc,шок; удар,"C'est un <b>choc</b> !","Это <b>шок</b>!",😱
pêcher,рыбачить,"J'aime <b>pêcher</b> au lac.","Я люблю <b>рыбачить</b> на озере.",🎣
un trésor,сокровище,"On a trouvé un <b>trésor</b>.","Мы нашли <b>сокровище</b>.",💎
une gloire,слава,"Il rêve de <b>gloire</b>.","Он мечтает о <b>славе</b>.",🏆
un logement,жильё,"Je cherche un <b>logement</b>.","Я ищу <b>жильё</b>.",🏠
tranquillité,спокойствие,"J'aime la <b>tranquillité</b>.","Я люблю <b>спокойствие</b>.",😌
trahir,предавать,"Il m'a <b>trahi</b>.","Он меня <b>предал</b>.",💔
une corde,верёвка,"Attache avec une <b>corde</b>.","Привяжи <b>верёвкой</b>.",🪢
plat,плоский,"Le terrain est <b>plat</b>.","Местность <b>плоская</b>.",📏
un passage,проход; отрывок,"Le <b>passage</b> est bloqué.","<b>Проход</b> заблокирован.",🚧
accueillir,принимать; встречать,"Je vais t'<b>accueillir</b> à l'aéroport.","Я тебя <b>встречу</b> в аэропорту.",🤗
précieux,ценный; драгоценный,"C'est un objet <b>précieux</b>.","Это <b>ценный</b> предмет.",💎
un journal,газета; дневник,"Je lis le <b>journal</b>.","Я читаю <b>газету</b>.",📰
