French,Russian,ExampleFrench,ExampleRussian,Emoji
un garage,гараж,"La voiture est dans le <b>garage</b>.","Машина в <b>гараже</b>.",🚗
enfiler,надевать; нанизывать,"<b>Enfile</b> ta veste.","<b>Накинь</b> куртку.",🧥
une inquiétude,беспокойство,"J'ai des <b>inquiétudes</b>.","У меня <b>беспокойства</b>.",😟
impressionner,впечатлять,"Ça m'a <b>impressionné</b>.","Это меня <b>впечатлило</b>.",🤩
"assis, assise",сидящий,"Reste <b>assis</b>.","Оставайся <b>сидеть</b>.",🪑
une planche,доска,"Une <b>planche</b> à découper.","Разделочная <b>доска</b>.",🪵
assassiner,убивать,"Il a été <b>assassiné</b>.","Он был <b>убит</b>.",⚔️
soulager,облегчать,"Ce médicament va te <b>soulager</b>.","Это лекарство тебя <b>облегчит</b>.",💊
un criminel,преступник,"Le <b>criminel</b> a été arrêté.","<b>Преступник</b> был арестован.",👮
"doré, dorée",золотой; позолоченный,"Un cadre <b>doré</b>.","<b>Золотая</b> рамка.",✨
un jugement,суждение; приговор,"Le <b>jugement</b> sera rendu demain.","<b>Приговор</b> будет завтра.",⚖️
un flot,поток,"Un <b>flot</b> de paroles.","<b>Поток</b> слов.",🌊
un exercice,упражнение,"Fais cet <b>exercice</b>.","Сделай это <b>упражнение</b>.",📝
saisir,хватать; понимать,"J'ai <b>saisi</b> l'occasion.","Я <b>ухватил</b> возможность.",✊
un acteur,актёр,"C'est un grand <b>acteur</b>.","Это великий <b>актёр</b>.",🎬
fumer,курить,"Je ne <b>fume</b> pas.","Я не <b>курю</b>.",🚭
un coeur,сердце,"J'ai mal au <b>cœur</b>.","У меня болит <b>сердце</b>.",❤️
une forme,форма,"En bonne <b>forme</b>.","В хорошей <b>форме</b>.",💪
un pays,страна,"Le Canada est un grand <b>pays</b>.","Канада — большая <b>страна</b>.",🇨🇦
un lieu,место,"C'est le <b>lieu</b> du crime.","Это <b>место</b> преступления.",📍
monter,подниматься; садиться,"<b>Monte</b> dans la voiture.","<b>Садись</b> в машину.",⬆️
simple,простой,"C'est <b>simple</b>.","Это <b>просто</b>.",👌
tenir,держать,"<b>Tiens</b> ma main.","<b>Держи</b> мою руку.",🤝
jeune,молодой,"Il est <b>jeune</b>.","Он <b>молодой</b>.",👶
un point,точка; пункт,"C'est un bon <b>point</b>.","Это хороший <b>аргумент</b>.",📍
regarder,смотреть,"<b>Regarde</b>-moi.","<b>Посмотри</b> на меня.",👀
demander,спрашивать; просить,"Je te <b>demande</b> pardon.","Я <b>прошу</b> у тебя прощения.",🙏
une main,рука (кисть),"Donne-moi ta <b>main</b>.","Дай мне <b>руку</b>.",✋
une ville,город,"J'habite en <b>ville</b>.","Я живу в <b>городе</b>.",🏙️
un mois,месяц,"Dans un <b>mois</b>.","Через <b>месяц</b>.",📅
sentir,чувствовать; пахнуть,"Je me <b>sens</b> bien.","Я <b>чувствую</b> себя хорошо.",😊
perdre,терять,"J'ai <b>perdu</b> mon téléphone.","Я <b>потерял</b> телефон.",📱
petit,маленький,"C'est <b>petit</b>.","Это <b>маленькое</b>.",🐜
une heure,час,"Une <b>heure</b> de vol.","<b>Час</b> полёта.",🕐
attendre,ждать,"<b>Attends</b>-moi !","<b>Подожди</b> меня!",⏳
parler,говорить,"Je <b>parle</b> français.","Я <b>говорю</b> по-французски.",🗣️
nouveau,новый,"C'est <b>nouveau</b>.","Это <b>новое</b>.",✨
rester,оставаться,"<b>Reste</b> ici.","<b>Оставайся</b> здесь.",🏠
vivre,жить,"Je <b>vis</b> au Québec.","Я <b>живу</b> в Квебеке.",🏡
aimer,любить,"Je t'<b>aime</b>.","Я тебя <b>люблю</b>.",❤️
