French,Russian,ExampleFrench,ExampleRussian,Emoji
"mouillé, mouillée",мокрый,"Je suis tout <b>mouillé</b>.","Я весь <b>мокрый</b>.",💧
cuire,готовить; печь,"<b>Cuis</b> le poulet.","<b>Приготовь</b> курицу.",🍳
un dépit,досада,"En <b>dépit</b> de tout.","<b>Несмотря</b> на всё.",😤
délivrer,освобождать; выдавать,"<b>Délivre</b>-le !","<b>Освободи</b> его!",🔓
une matinée,утро (всё утро),"Bonne <b>matinée</b> !","Хорошего <b>утра</b>!",🌅
une copie,копия,"Fais une <b>copie</b>.","Сделай <b>копию</b>.",📋
un traître,предатель,"C'est un <b>traître</b>.","Он <b>предатель</b>.",🗡️
une section,секция; отдел,"La <b>section</b> des jouets.","<b>Отдел</b> игрушек.",🧸
un congé,отпуск; выходной,"Je suis en <b>congé</b>.","Я в <b>отпуске</b>.",🏖️
rarement,редко,"Je vais <b>rarement</b> au cinéma.","Я <b>редко</b> хожу в кино.",🎬
une enveloppe,конверт,"Mets la lettre dans l'<b>enveloppe</b>.","Положи письмо в <b>конверт</b>.",✉️
un transport,транспорт,"Le <b>transport</b> en commun.","Общественный <b>транспорт</b>.",🚌
"quotidien, quotidienne",ежедневный,"C'est ma routine <b>quotidienne</b>.","Это мой <b>ежедневный</b> распорядок.",📅
un espion,шпион,"C'est un <b>espion</b>.","Он <b>шпион</b>.",🕵️
adopter,усыновлять; принимать,"Ils ont <b>adopté</b> un enfant.","Они <b>усыновили</b> ребёнка.",👶
une profondeur,глубина,"La <b>profondeur</b> de l'eau.","<b>Глубина</b> воды.",🌊
une piscine,бассейн,"Je nage dans la <b>piscine</b>.","Я плаваю в <b>бассейне</b>.",🏊
bâtir,строить,"<b>Bâtir</b> une maison.","<b>Построить</b> дом.",🏗️
une cabane,хижина,"Une <b>cabane</b> dans les bois.","<b>Хижина</b> в лесу.",🏚️
une agence,агентство,"L'<b>agence</b> de voyage.","Туристическое <b>агентство</b>.",🏢
un pari,пари,"C'est un <b>pari</b>.","Это <b>пари</b>.",🎰
un moine,монах,"Le <b>moine</b> prie.","<b>Монах</b> молится.",🙏
"endormi, endormie",спящий,"Il est <b>endormi</b>.","Он <b>спит</b>.",😴
un suspect,подозреваемый,"Le <b>suspect</b> a été arrêté.","<b>Подозреваемый</b> был арестован.",👮
un casque,шлем; наушники,"Mets ton <b>casque</b>.","Надень <b>шлем</b>.",⛑️
