French,Russian,ExampleFrench,ExampleRussian,Emoji
"rangé, rangée",упорядоченный,"Une vie <b>rangée</b>.","<b>Размеренная</b> жизнь.",📋
un parisien,парижанин,"Un vrai <b>Parisien</b>.","Настоящий <b>парижанин</b>.",🗼
une racaille,сброд,"Une bande de <b>racaille</b>.","Банда <b>сброда</b>.",😤
une mention,упоминание,"Une <b>mention</b> honorable.","Почётное <b>упоминание</b>.",📋
un faucon,сокол,"Un <b>faucon</b> pèlerin.","<b>Сокол</b>-сапсан.",🦅
"manuel, manuelle",ручной,"Un travail <b>manuel</b>.","<b>Ручной</b> труд.",🤲
un cookie,печенье,"Un <b>cookie</b> au chocolat.","Шоколадное <b>печенье</b>.",🍪
une escale,остановка,"Faire <b>escale</b>.","Сделать <b>остановку</b>.",✈️
"suédois, suédoise",шведский,"La cuisine <b>suédoise</b>.","<b>Шведская</b> кухня.",🇸🇪
un chercheur,исследователь,"Un <b>chercheur</b> en biologie.","<b>Исследователь</b>-биолог.",🔬
une cime,вершина,"La <b>cime</b> des arbres.","<b>Вершина</b> деревьев.",🌲
un déluge,потоп,"Un <b>déluge</b> de pluie.","<b>Потоп</b> дождя.",🌧️
un orphelinat,приют,"Un <b>orphelinat</b> pour enfants.","Детский <b>приют</b>.",🏠
un européen,европеец,"Un <b>Européen</b> typique.","Типичный <b>европеец</b>.",🇪🇺
alléger,облегчать,"<b>Alléger</b> la charge.","<b>Облегчить</b> нагрузку.",⬇️
incendier,поджигать,"<b>Incendier</b> un bâtiment.","<b>Поджечь</b> здание.",🔥
une limace,слизняк,"Une <b>limace</b> dans le jardin.","<b>Слизняк</b> в саду.",🐌
"fleuri, fleurie",цветущий,"Un jardin <b>fleuri</b>.","<b>Цветущий</b> сад.",🌸
ouïr,слышать,"<b>Ouïr</b> des voix.","<b>Слышать</b> голоса.",👂
une pochette,карман,"Une <b>pochette</b> de costume.","<b>Нагрудный платок</b>.",👔
"traître, traîtresse",предательский,"Un coup <b>traître</b>.","<b>Предательский</b> удар.",🗡️
une présidence,президентство,"La <b>présidence</b> du pays.","<b>Президентство</b> страны.",🏛️
un autocar,автобус,"Un <b>autocar</b> de tourisme.","Туристический <b>автобус</b>.",🚌
un détecteur,детектор,"Un <b>détecteur</b> de fumée.","<b>Детектор</b> дыма.",🔥
une multitude,множество,"Une <b>multitude</b> de gens.","<b>Множество</b> людей.",👥
agricole,сельскохозяйственный,"Un terrain <b>agricole</b>.","<b>Сельскохозяйственные</b> угодья.",🚜
inculper,обвинять,"<b>Inculper</b> un suspect.","<b>Обвинить</b> подозреваемого.",⚖️
"aisé, aisée",зажиточный,"Une famille <b>aisée</b>.","<b>Зажиточная</b> семья.",💰
funeste,роковой,"Une décision <b>funeste</b>.","<b>Роковое</b> решение.",💀
un iris,ирис,"Un <b>iris</b> bleu.","Голубой <b>ирис</b>.",🌺
une lignée,род,"Une longue <b>lignée</b>.","Длинный <b>род</b>.",👨‍👩‍👧
"adjoint, adjointe",заместитель,"Le maire <b>adjoint</b>.","<b>Заместитель</b> мэра.",👔
"concret, concrète",конкретный,"Un exemple <b>concret</b>.","<b>Конкретный</b> пример.",📊
une interrogation,вопрос,"Une <b>interrogation</b> écrite.","Письменная <b>контрольная</b>.",📝
coffrer,упрятать,"<b>Coffrer</b> un criminel.","<b>Упрятать</b> преступника.",🔒
un râle,хрип,"Le <b>râle</b> d'agonie.","Предсмертный <b>хрип</b>.",😵
