French,Russian,ExampleFrench,ExampleRussian,Emoji
un agacement,раздражение,"Avec <b>agacement</b>.","С <b>раздражением</b>.",😤
un inconscient,бессознательное,"L'<b>inconscient</b> collectif.","Коллективное <b>бессознательное</b>.",🧠
un tympan,барабанная перепонка,"Le <b>tympan</b> de l'oreille.","<b>Барабанная перепонка</b>.",👂
sélectionner,отбирать,"<b>Sélectionner</b> les candidats.","<b>Отбирать</b> кандидатов.",✅
miauler,мяукать,"Le chat <b>miaule</b>.","Кот <b>мяукает</b>.",🐱
"concentré, concentrée",сосредоточенный,"Rester <b>concentré</b>.","Оставаться <b>сосредоточенным</b>.",🎯
dévêtir,раздевать,"Se <b>dévêtir</b> rapidement.","Быстро <b>раздеться</b>.",👔
"changeant, changeante",переменчивый,"Un temps <b>changeant</b>.","<b>Переменчивая</b> погода.",🌦️
dévaster,опустошать,"<b>Dévaster</b> une ville.","<b>Опустошить</b> город.",💥
un renoncement,отречение,"Un <b>renoncement</b> total.","Полное <b>отречение</b>.",🙏
"haineux, haineuse",ненавистный,"Un regard <b>haineux</b>.","<b>Ненавидящий</b> взгляд.",😠
un hameçon,крючок,"Mordre à l'<b>hameçon</b>.","Клюнуть на <b>крючок</b>.",🎣
une mie,мякиш,"La <b>mie</b> du pain.","<b>Мякиш</b> хлеба.",🍞
dérouiller,разминать,"Se <b>dérouiller</b> les jambes.","<b>Размять</b> ноги.",🦵
une agriculture,сельское хозяйство,"L'<b>agriculture</b> biologique.","Органическое <b>сельское хозяйство</b>.",🌾
désactiver,деактивировать,"<b>Désactiver</b> la bombe.","<b>Деактивировать</b> бомбу.",💣
assiéger,осаждать,"<b>Assiéger</b> une forteresse.","<b>Осаждать</b> крепость.",🏰
psychique,психический,"Une maladie <b>psychique</b>.","<b>Психическое</b> заболевание.",🧠
"subversif, subversive",подрывной,"Des idées <b>subversives</b>.","<b>Подрывные</b> идеи.",⚠️
un signalement,описание,"Le <b>signalement</b> du suspect.","<b>Описание</b> подозреваемого.",🔍
scander,скандировать,"<b>Scander</b> des slogans.","<b>Скандировать</b> лозунги.",📢
un bombardier,бомбардировщик,"Un <b>bombardier</b> stratégique.","Стратегический <b>бомбардировщик</b>.",✈️
une lésion,повреждение,"Une <b>lésion</b> cérébrale.","<b>Повреждение</b> мозга.",🧠
"miteux, miteuse",жалкий,"Un hôtel <b>miteux</b>.","<b>Жалкий</b> отель.",🏚️
trottiner,семенить,"<b>Trottiner</b> derrière quelqu'un.","<b>Семенить</b> за кем-то.",🚶
un cache-cache,прятки,"Jouer à <b>cache-cache</b>.","Играть в <b>прятки</b>.",🙈
un caniche,пудель,"Un <b>caniche</b> blanc.","Белый <b>пудель</b>.",🐩
une envergure,размах,"Une affaire de grande <b>envergure</b>.","Дело большого <b>размаха</b>.",📈
"acharné, acharnée",упорный,"Une lutte <b>acharnée</b>.","<b>Упорная</b> борьба.",💪
guitariste,гитарист,"Un <b>guitariste</b> célèbre.","Знаменитый <b>гитарист</b>.",🎸
un dôme,купол,"Le <b>dôme</b> de la cathédrale.","<b>Купол</b> собора.",🏛️
un obsédé,одержимый,"Un <b>obsédé</b> du travail.","<b>Одержимый</b> работой.",💼
une compote,компот,"Une <b>compote</b> de pommes.","Яблочный <b>компот</b>.",🍎
"impoli, impolie",невежливый,"Un comportement <b>impoli</b>.","<b>Невежливое</b> поведение.",😤
précaire,непрочный,"Une situation <b>précaire</b>.","<b>Непрочное</b> положение.",⚠️
