French,Russian,ExampleFrench,ExampleRussian,Emoji
"pendu, pendue",повешенный,"Un homme <b>pendu</b>.","<b>Повешенный</b> человек.",😔
"soumis, soumise",покорный,"Un peuple <b>soumis</b>.","<b>Покорный</b> народ.",🙇
un délinquant,правонарушитель,"Un jeune <b>délinquant</b>.","Юный <b>правонарушитель</b>.",👤
"éperdu, éperdue",безумный,"Un amour <b>éperdu</b>.","<b>Безумная</b> любовь.",❤️
blasphémer,богохульствовать,"<b>Blasphémer</b> contre Dieu.","<b>Богохульствовать</b>.",😱
siroter,потягивать,"<b>Siroter</b> un cocktail.","<b>Потягивать</b> коктейль.",🍹
énergique,энергичный,"Une femme <b>énergique</b>.","<b>Энергичная</b> женщина.",💪
ébrouer,отряхиваться,"Le chien s'<b>ébroue</b>.","Собака <b>отряхивается</b>.",🐕
perceptible,ощутимый,"Une différence <b>perceptible</b>.","<b>Ощутимая</b> разница.",👂
"terrien, terrienne",земной,"Une créature <b>terrienne</b>.","<b>Земное</b> существо.",🌍
trimballer,таскать с собой,"<b>Trimballer</b> ses affaires.","<b>Таскать</b> вещи с собой.",🎒
une rancœur,обида,"Garder une <b>rancœur</b>.","Таить <b>обиду</b>.",😤
une incapacité,неспособность,"Une <b>incapacité</b> de travail.","<b>Неспособность</b> к работе.",📋
cycliste,велосипедист,"Un <b>cycliste</b> professionnel.","Профессиональный <b>велосипедист</b>.",🚴
dépanner,чинить,"<b>Dépanner</b> une voiture.","<b>Починить</b> машину.",🔧
une matraque,дубинка,"Une <b>matraque</b> de police.","Полицейская <b>дубинка</b>.",🪵
une tornade,торнадо,"Une <b>tornade</b> dévastatrice.","Разрушительное <b>торнадо</b>.",🌪️
une vitalité,жизненная сила,"Une grande <b>vitalité</b>.","Большая <b>жизненная сила</b>.",⚡
opter,выбирать,"<b>Opter</b> pour la solution.","<b>Выбрать</b> решение.",✅
une allergie,аллергия,"Une <b>allergie</b> au pollen.","<b>Аллергия</b> на пыльцу.",🤧
un capitalisme,капитализм,"Le <b>capitalisme</b> mondial.","Мировой <b>капитализм</b>.",💰
un élevage,животноводство,"Un <b>élevage</b> de moutons.","<b>Овцеводство</b>.",🐑
aride,засушливый,"Un climat <b>aride</b>.","<b>Засушливый</b> климат.",🏜️
chronique,хронический,"Une maladie <b>chronique</b>.","<b>Хроническая</b> болезнь.",🏥
tricolore,трёхцветный,"Le drapeau <b>tricolore</b>.","<b>Трёхцветный</b> флаг.",🇫🇷
une anomalie,аномалия,"Une <b>anomalie</b> génétique.","Генетическая <b>аномалия</b>.",🧬
une caille,перепёлка,"Des œufs de <b>caille</b>.","<b>Перепелиные</b> яйца.",🥚
une perception,восприятие,"La <b>perception</b> du temps.","<b>Восприятие</b> времени.",⏰
maniaque,маниакальный,"Un tueur <b>maniaque</b>.","<b>Маньяк</b>-убийца.",😱
incomber,лежать на ком-то,"La responsabilité lui <b>incombe</b>.","Ответственность <b>лежит на нём</b>.",📋
un surlendemain,послезавтра,"Le <b>surlendemain</b> de la fête.","<b>Послезавтра</b> после праздника.",📅
aérer,проветривать,"<b>Aérer</b> la chambre.","<b>Проветрить</b> комнату.",💨
"soupçonneux, soupçonneuse",подозрительный,"Un regard <b>soupçonneux</b>.","<b>Подозрительный</b> взгляд.",🤨
taciturne,молчаливый,"Un homme <b>taciturne</b>.","<b>Молчаливый</b> человек.",🤐
un repaire,логово,"Le <b>repaire</b> des brigands.","<b>Логово</b> разбойников.",🏚️
une collision,столкновение,"Une <b>collision</b> frontale.","Лобовое <b>столкновение</b>.",💥
une hélice,винт,"L'<b>hélice</b> de l'avion.","<b>Винт</b> самолёта.",✈️
une plonge,мытьё посуды,"Faire la <b>plonge</b>.","<b>Мыть посуду</b>.",🍽️
un couchant,закат,"Au soleil <b>couchant</b>.","На <b>закате</b>.",🌅
un pupitre,пюпитр,"Un <b>pupitre</b> à musique.","Музыкальный <b>пюпитр</b>.",🎵
un saloon,салун,"Un <b>saloon</b> du Far West.","<b>Салун</b> Дикого Запада.",🤠
réessayer,пробовать снова,"<b>Réessayer</b> plus tard.","<b>Попробовать снова</b> позже.",🔄
un lancer,бросок,"Un <b>lancer</b> de dés.","<b>Бросок</b> кубиков.",🎲
un procès-verbal,протокол,"Dresser un <b>procès-verbal</b>.","Составить <b>протокол</b>.",📝
une civière,носилки,"Porter sur une <b>civière</b>.","Нести на <b>носилках</b>.",🏥
une équation,уравнение,"Résoudre une <b>équation</b>.","Решить <b>уравнение</b>.",📐
confiner,ограничивать,"<b>Confiner</b> la population.","<b>Ограничить</b> население.",🏠
un pharaon,фараон,"Le <b>pharaon</b> d'Égypte.","Египетский <b>фараон</b>.",🇪🇬
un soufre,сера,"Une odeur de <b>soufre</b>.","Запах <b>серы</b>.",🌋
un traîneau,сани,"Un <b>traîneau</b> à chiens.","<b>Собачьи сани</b>.",🛷
équitable,справедливый,"Un partage <b>équitable</b>.","<b>Справедливый</b> раздел.",⚖️
un verset,стих,"Un <b>verset</b> de la Bible.","<b>Стих</b> из Библии.",📖
