French,Russian,ExampleFrench,ExampleRussian,Emoji
"distant, distante",отстранённый,"Un air <b>distant</b>.","<b>Отстранённый</b> вид.",😐
futile,пустой,"Une conversation <b>futile</b>.","<b>Пустой</b> разговор.",💬
"prétentieux, prétentieuse",претенциозный,"Un style <b>prétentieux</b>.","<b>Претенциозный</b> стиль.",😤
une sève,сок (растения),"La <b>sève</b> monte.","<b>Сок</b> поднимается.",🌳
une épouvante,ужас,"Un film d'<b>épouvante</b>.","Фильм <b>ужасов</b>.",👻
doucher,принимать душ,"Se <b>doucher</b> vite.","Быстро <b>принять душ</b>.",🚿
invraisemblable,неправдоподобный,"Une histoire <b>invraisemblable</b>.","<b>Неправдоподобная</b> история.",🤔
"satané, satanée",чёртов,"Ce <b>satané</b> téléphone !","Этот <b>чёртов</b> телефон!",😤
saccager,громить,"<b>Saccager</b> un magasin.","<b>Разгромить</b> магазин.",💥
un gaulois,галл,"Un ancien <b>Gaulois</b>.","Древний <b>галл</b>.",⚔️
"privilégié, privilégiée",привилегированный,"Un accès <b>privilégié</b>.","<b>Привилегированный</b> доступ.",⭐
"courtois, courtoise",учтивый,"Un homme <b>courtois</b>.","<b>Учтивый</b> человек.",🎩
contradictoire,противоречивый,"Des informations <b>contradictoires</b>.","<b>Противоречивая</b> информация.",↔️
un granit,гранит,"Un mur en <b>granit</b>.","Стена из <b>гранита</b>.",🪨
une frayeur,испуг,"Une grande <b>frayeur</b>.","Большой <b>испуг</b>.",😱
une orientation,ориентация,"L'<b>orientation</b> professionnelle.","Профессиональная <b>ориентация</b>.",🧭
"horizontal, horizontale",горизонтальный,"Une ligne <b>horizontale</b>.","<b>Горизонтальная</b> линия.",➡️
une morphine,морфин,"Une injection de <b>morphine</b>.","Инъекция <b>морфина</b>.",💉
une verdure,зелень,"La <b>verdure</b> du parc.","<b>Зелень</b> парка.",🌿
une vipère,гадюка,"Une <b>vipère</b> venimeuse.","Ядовитая <b>гадюка</b>.",🐍
"soigné, soignée",ухоженный,"Un jardin <b>soigné</b>.","<b>Ухоженный</b> сад.",🌺
"cinglé, cinglée",чокнутый,"Il est <b>cinglé</b>.","Он <b>чокнутый</b>.",🤪
une palme,пальмовая ветвь,"La <b>palme</b> d'or.","Золотая <b>пальмовая ветвь</b>.",🏆
"raffiné, raffinée",утончённый,"Un goût <b>raffiné</b>.","<b>Утончённый</b> вкус.",🎩
"défait, défaite",расстроенный,"Un air <b>défait</b>.","<b>Расстроенный</b> вид.",😔
muter,переводить,"<b>Muter</b> un fonctionnaire.","<b>Перевести</b> чиновника.",👔
une alimentation,питание,"Une <b>alimentation</b> saine.","Здоровое <b>питание</b>.",🥗
une sainteté,святость,"Sa <b>Sainteté</b> le Pape.","Его <b>Святейшество</b> Папа.",⛪
follement,безумно,"<b>Follement</b> amoureux.","<b>Безумно</b> влюблён.",❤️
une nuée,туча,"Une <b>nuée</b> d'oiseaux.","<b>Туча</b> птиц.",🐦
un guet,караул,"Être au <b>guet</b>.","Быть в <b>карауле</b>.",👀
homo,гомосексуальный,"Un couple <b>homo</b>.","<b>Гомосексуальная</b> пара.",🏳️‍🌈
une complaisance,услужливость,"Par <b>complaisance</b>.","Из <b>услужливости</b>.",🙂
tapisser,обивать,"<b>Tapisser</b> les murs.","<b>Оклеить</b> стены.",🏠
une braguette,ширинка,"La <b>braguette</b> du pantalon.","<b>Ширинка</b> брюк.",👖
"inaperçu, inaperçue",незамеченный,"Passer <b>inaperçu</b>.","Пройти <b>незамеченным</b>.",👻
un sous-vêtement,нижнее бельё,"Des <b>sous-vêtements</b> propres.","Чистое <b>нижнее бельё</b>.",👙
un croc,клык,"Les <b>crocs</b> du loup.","<b>Клыки</b> волка.",🐺
une thune,деньги (разг.),"Avoir de la <b>thune</b>.","Иметь <b>бабки</b>.",💵
un calmant,успокоительное,"Prendre un <b>calmant</b>.","Принять <b>успокоительное</b>.",💊
une charogne,падаль,"Une <b>charogne</b> puante.","Вонючая <b>падаль</b>.",🦅
une mutation,перестановка,"Une <b>mutation</b> génétique.","Генетическая <b>мутация</b>.",🧬
une pagaille,беспорядок,"Quelle <b>pagaille</b> !","Какой <b>бардак</b>!",🗑️
un tracteur,трактор,"Un vieux <b>tracteur</b>.","Старый <b>трактор</b>.",🚜
un brun,шатен,"Un beau <b>brun</b>.","Красивый <b>шатен</b>.",👨
nécessairement,обязательно,"<b>Nécessairement</b> vrai.","<b>Обязательно</b> правда.",✅
une carriole,телега,"Une vieille <b>carriole</b>.","Старая <b>телега</b>.",🐴
tortiller,крутить,"<b>Tortiller</b> une mèche.","<b>Крутить</b> прядь.",💇
mendier,просить милостыню,"<b>Mendier</b> dans la rue.","<b>Просить милостыню</b> на улице.",🙏
un cachot,темница,"Un sombre <b>cachot</b>.","Тёмная <b>темница</b>.",🔒
une broche,брошь,"Une <b>broche</b> en or.","Золотая <b>брошь</b>.",💎
visser,прикручивать,"<b>Visser</b> une planche.","<b>Прикрутить</b> доску.",🔩
un poivre,перец,"Du <b>poivre</b> noir.","Чёрный <b>перец</b>.",🌶️
marteler,отчеканивать,"<b>Marteler</b> ses mots.","<b>Отчеканивать</b> слова.",🔨
suspecter,подозревать,"<b>Suspecter</b> quelqu'un.","<b>Подозревать</b> кого-то.",🤔
dupe,обманутый,"Ne pas être <b>dupe</b>.","Не быть <b>обманутым</b>.",👀
un faisceau,пучок,"Un <b>faisceau</b> de lumière.","<b>Пучок</b> света.",💡
délicatement,деликатно,"Toucher <b>délicatement</b>.","<b>Деликатно</b> трогать.",🤲
un va-et-vient,хождение,"Un <b>va-et-vient</b> constant.","Постоянное <b>хождение</b>.",🚶
un satin,атлас,"Une robe en <b>satin</b>.","Платье из <b>атласа</b>.",👗
