French,Russian,ExampleFrench,ExampleRussian,Emoji
"remis, remise",отложенный; вручённый,Une lettre <b>remise</b> en main propre.,Письмо <b>врученное</b> лично.,✉️
un paon,павлин,Le <b>paon</b> fait la roue.,<b>Павлин</b> распускает хвост.,🦚
une amirauté,адмиралтейство,L'<b>amirauté</b> britannique.,Британское <b>адмиралтейство</b>.,⚓
"vexé, vexée",обиженный,Elle est <b>vexée</b>.,Она <b>обижена</b>.,😤
ardemment,пылко; страстно,Désirer <b>ardemment</b>.,<b>Страстно</b> желать.,🔥
désirable,желанный,Un objet <b>désirable</b>.,<b>Желанный</b> предмет.,💕
un fiacre,фиакр; извозчик,Un <b>fiacre</b> tiré par des chevaux.,<b>Фиакр</b> запряжённый лошадьми.,🐴
une clique,клика; банда,Une <b>clique</b> de politiciens.,<b>Клика</b> политиков.,👥
une nurse,няня,La <b>nurse</b> garde l'enfant.,<b>Няня</b> присматривает за ребёнком.,👩‍👧
enliser,завязнуть,S'<b>enliser</b> dans la boue.,<b>Увязнуть</b> в грязи.,🏖️
rebeller,бунтовать,Se <b>rebeller</b> contre l'autorité.,<b>Восстать</b> против власти.,✊
un buis,самшит,Une haie de <b>buis</b>.,Изгородь из <b>самшита</b>.,🌿
un émail,эмаль,L'<b>émail</b> des dents.,<b>Эмаль</b> зубов.,🦷
une infirmité,увечье; немощь,Une <b>infirmité</b> de naissance.,Врождённое <b>увечье</b>.,♿
"rayonnant, rayonnante",сияющий,Un sourire <b>rayonnant</b>.,<b>Сияющая</b> улыбка.,😊
affubler,обряжать; нарядить,<b>Affubler</b> quelqu'un d'un surnom.,<b>Обзывать</b> кого-то прозвищем.,👔
asiatique,азиатский,La cuisine <b>asiatique</b>.,<b>Азиатская</b> кухня.,🍜
mêlé,смешанный,Un sentiment <b>mêlé</b>.,<b>Смешанное</b> чувство.,🔀
biler,переживать (разг.),Ne te <b>bile</b> pas !,Не <b>парься</b>!,😰
standard,стандартный,Un équipement <b>standard</b>.,<b>Стандартное</b> оборудование.,📏
