French,Russian,ExampleFrench,ExampleRussian,Emoji
quatre,четыре,"Il y a <b>quatre</b> saisons.","Есть <b>четыре</b> времени года.",4️⃣
un petit,малыш,"Le <b>petit</b> dort déjà.","<b>Малыш</b> уже спит.",👶
une putain,проститутка (груб.),"C'est une vraie <b>putain</b> de journée.","Это чертовски сложный день. (груб.)",🤬
aucune,никакая; ни одна,"Il n'y a <b>aucune</b> raison de s'inquiéter.","Нет <b>никакой</b> причины волноваться.",🚫
cinq,пять,"J'ai <b>cinq</b> doigts.","У меня <b>пять</b> пальцев.",5️⃣
nouvelle,новость; новая,"J'ai une bonne <b>nouvelle</b>.","У меня хорошая <b>новость</b>.",📰
un revoir,свидание; прощание,"Au <b>revoir</b> et à bientôt !","До <b>свидания</b> и до скорого!",👋
un vieux,старик,"Le <b>vieux</b> raconte des histoires.","<b>Старик</b> рассказывает истории.",👴
l'un,один (из),"<b>L'un</b> de vous doit venir.","<b>Один</b> из вас должен прийти.",1️⃣
un premier,первый (субст.),"Le <b>premier</b> arrivé sera servi.","<b>Первый</b> пришедший будет обслужен.",🥇
un cours,курс; занятие,"J'ai un <b>cours</b> de français.","У меня <b>занятие</b> французского.",📚
dix,десять,"J'attends depuis <b>dix</b> minutes.","Я жду уже <b>десять</b> минут.",🔟
une merde,дерьмо (груб.),"C'est de la <b>merde</b> !","Это <b>дерьмо</b>! (груб.)",💩
toute,вся; целая,"<b>Toute</b> la famille est réunie.","<b>Вся</b> семья в сборе.",👨‍👩‍👧‍👦
taire,молчать; замолчать,"<b>Tais</b>-toi !","<b>Замолчи</b>!",🤫
merde,чёрт! (межд.),"<b>Merde</b> ! J'ai oublié mes clés.","<b>Чёрт</b>! Я забыл ключи.",🤬
ok,окей; хорошо,"C'est <b>OK</b> pour moi.","Для меня <b>окей</b>.",👌
"pareil, pareille",такой же; похожий,"C'est <b>pareil</b> pour tout le monde.","Это <b>одинаково</b> для всех.",🟰
