French,Russian,ExampleFrench,ExampleRussian,Emoji
un détachement,отряд; отстранённость,"Un <b>détachement</b> militaire.","Военный <b>отряд</b>.",🪖
"pesant, pesante",тяжёлый,"Un silence <b>pesant</b>.","<b>Тяжёлое</b> молчание.",😶
enflammer,воспламенять,"<b>Enflammer</b> les passions.","<b>Разжечь</b> страсти.",🔥
une lessive,стирка,"Faire la <b>lessive</b>.","Сделать <b>стирку</b>.",🧺
un loulou,милашка (разг.),"Mon petit <b>loulou</b>.","Мой <b>малыш</b>.",🧸
étreindre,обнимать крепко,"<b>Étreindre</b> quelqu'un.","Крепко <b>обнять</b> кого-то.",🤗
un disparu,пропавший,"Un <b>disparu</b> sans trace.","<b>Пропавший</b> без следа.",❓
une fente,щель,"Une <b>fente</b> dans le mur.","<b>Щель</b> в стене.",🧱
avide,жадный,"<b>Avide</b> de pouvoir.","<b>Жаждущий</b> власти.",😈
une quarantaine,около сорока,"Une <b>quarantaine</b> d'années.","Около <b>сорока</b> лет.",4️⃣0️⃣
une aviation,авиация,"L'<b>aviation</b> civile.","Гражданская <b>авиация</b>.",✈️
une migraine,мигрень,"Avoir une <b>migraine</b>.","Иметь <b>мигрень</b>.",🤕
une colle,клей,"Un tube de <b>colle</b>.","Тюбик <b>клея</b>.",🧴
miser,ставить (деньги),"<b>Miser</b> sur le rouge.","<b>Поставить</b> на красное.",🎰
