French,Russian,ExampleFrench,ExampleRussian,Emoji
une opération,операция,"L'<b>opération</b> s'est bien passée.","<b>Операция</b> прошла хорошо.",🏥
éteindre,выключать; тушить,"<b>Éteins</b> la lumière avant de partir.","<b>Выключи</b> свет перед уходом.",💡
un bar,бар,"On se retrouve au <b>bar</b> ce soir ?","Встретимся в <b>баре</b> вечером?",🍺
éclater,взрываться; разразиться,"Il a <b>éclaté</b> de rire.","Он <b>разразился</b> смехом.",💥
un système,система,"Le <b>système</b> de santé est bon au Canada.","<b>Система</b> здравоохранения в Канаде хорошая.",⚙️
libérer,освобождать,"On l'a <b>libéré</b> de prison.","Его <b>освободили</b> из тюрьмы.",🕊️
un officier,офицер,"L'<b>officier</b> a donné l'ordre.","<b>Офицер</b> отдал приказ.",🎖️
militaire,военный,"C'est une zone <b>militaire</b>.","Это <b>военная</b> зона.",🪖
une importance,важность,"C'est d'une grande <b>importance</b>.","Это очень <b>важно</b>.",⭐
une condition,условие,"Quelles sont les <b>conditions</b> ?","Каковы <b>условия</b>?",📋
"présent, présente",присутствующий; настоящий,"Je suis <b>présent</b> à la réunion.","Я <b>присутствую</b> на собрании.",✋
une adresse,адрес,"Donne-moi ton <b>adresse</b>.","Дай мне свой <b>адрес</b>.",📍
une bière,пиво,"Tu veux une <b>bière</b> ?","Хочешь <b>пиво</b>?",🍺
désirer,желать,"Que <b>désirez</b>-vous ?","Что вы <b>желаете</b>?",💫
un salon,гостиная; салон,"On s'installe dans le <b>salon</b>.","Располагаемся в <b>гостиной</b>.",🛋️
magnifique,великолепный,"La vue est <b>magnifique</b> !","Вид <b>великолепный</b>!",🌅
apprécier,ценить,"J'<b>apprécie</b> ton aide.","Я <b>ценю</b> твою помощь.",🙏
une maladie,болезнь,"C'est une <b>maladie</b> grave.","Это серьёзная <b>болезнь</b>.",🤒
une décision,решение,"J'ai pris une <b>décision</b> importante.","Я принял важное <b>решение</b>.",✅
plaindre,жаловаться; жалеть,"Je te <b>plains</b>.","Мне тебя <b>жаль</b>.",😢
taper,печатать; бить,"Je <b>tape</b> un courriel.","Я <b>набираю</b> email.",⌨️
"merveilleux, merveilleuse",чудесный,"C'est une nouvelle <b>merveilleuse</b> !","Это <b>чудесная</b> новость!",✨
une plage,пляж,"On va à la <b>plage</b> cet été.","Летом едем на <b>пляж</b>.",🏖️
tandis que,тогда как; в то время как,"Il dort <b>tandis que</b> je travaille.","Он спит, <b>в то время как</b> я работаю.",↔️
une lune,луна,"La <b>lune</b> brille ce soir.","<b>Луна</b> светит сегодня вечером.",🌙
un témoin,свидетель,"Il est <b>témoin</b> de l'accident.","Он <b>свидетель</b> аварии.",👁️
plaisanter,шутить,"Je <b>plaisante</b>, ne t'inquiète pas.","Я <b>шучу</b>, не волнуйся.",😄
enfermer,запирать,"Il s'est <b>enfermé</b> dans sa chambre.","Он <b>заперся</b> в своей комнате.",🔒
un hiver,зима,"L'<b>hiver</b> au Québec est très froid.","<b>Зима</b> в Квебеке очень холодная.",❄️
un idiot,идиот,"Ne fais pas l'<b>idiot</b> !","Не будь <b>идиотом</b>!",🤦
téléphoner,звонить по телефону,"Je vais te <b>téléphoner</b> demain.","Я тебе <b>позвоню</b> завтра.",📞
gêner,мешать; смущать,"Ça ne te <b>gêne</b> pas ?","Тебе это не <b>мешает</b>?",😳
attirer,привлекать,"Cette offre m'<b>attire</b>.","Это предложение меня <b>привлекает</b>.",🧲
une foi,вера,"J'ai <b>foi</b> en l'avenir.","Я <b>верю</b> в будущее.",🙏
"général, générale","общий; генеральный","C'est une idée <b>générale</b>.","Это <b>общая</b> идея.",📊
une chair,плоть; мясо,"En <b>chair</b> et en os.","Во плоти.",🍖
un parti,партия (полит.),"Il est membre d'un <b>parti</b> politique.","Он член политической <b>партии</b>.",🏛️
se moquer,насмехаться,"Ne te <b>moque</b> pas de moi.","Не <b>смейся</b> надо мной.",😏
un tort,вина; неправота,"Tu as <b>tort</b>.","Ты <b>неправ</b>.",❌
une chemise,рубашка,"J'ai mis une <b>chemise</b> blanche.","Я надел белую <b>рубашку</b>.",👔
"spécial, spéciale",особый; специальный,"C'est une occasion <b>spéciale</b>.","Это <b>особый</b> случай.",⭐
un paquet,пакет; посылка,"J'ai reçu un <b>paquet</b> par la poste.","Я получил <b>посылку</b> по почте.",📦
un spectacle,зрелище; спектакль,"On va voir un <b>spectacle</b> ce soir.","Вечером идём на <b>спектакль</b>.",🎭
un magasin,магазин,"Le <b>magasin</b> ferme à dix-huit heures.","<b>Магазин</b> закрывается в шесть.",🏪
un étranger,иностранец,"Je suis un <b>étranger</b> ici.","Я здесь <b>иностранец</b>.",🌍
une oeuvre,произведение; труд,"C'est une <b>œuvre</b> d'art.","Это <b>произведение</b> искусства.",🎨
une voie,путь; дорога,"C'est la bonne <b>voie</b>.","Это правильный <b>путь</b>.",🛤️
habiller,одевать,"<b>Habille</b>-toi vite !","<b>Одевайся</b> быстрее!",👔
promener,гулять; выгуливать,"Je <b>promène</b> mon chien chaque matin.","Я <b>гуляю</b> с собакой каждое утро.",🐕
un espace,пространство,"Il n'y a pas assez d'<b>espace</b>.","Недостаточно <b>места</b>.",📐
dedans,внутри,"Qu'est-ce qu'il y a <b>dedans</b> ?","Что там <b>внутри</b>?",📦
un risque,риск,"C'est un <b>risque</b> à prendre.","Это <b>риск</b>, на который стоит пойти.",⚠️
construire,строить,"On va <b>construire</b> une maison.","Мы <b>построим</b> дом.",🏗️
une foule,толпа,"Il y avait une <b>foule</b> de gens.","Была <b>толпа</b> людей.",👥
un terrain,участок; поле,"On a acheté un <b>terrain</b>.","Мы купили <b>участок</b>.",🏞️
une enfance,детство,"J'ai passé mon <b>enfance</b> en Russie.","Я провёл <b>детство</b> в России.",👶
ennuyer,скучать; надоедать,"Ce film m'<b>ennuie</b>.","Этот фильм мне <b>скучен</b>.",😐
un lait,молоко,"Je prends mon café avec du <b>lait</b>.","Я пью кофе с <b>молоком</b>.",🥛
