French,Russian,ExampleFrench,ExampleRussian,Emoji
empiler,складывать,"<b>Empiler</b> des livres.","<b>Складывать</b> книги.",📚
solliciter,просить,"<b>Solliciter</b> de l'aide.","<b>Просить</b> помощи.",🙏
"voleur, voleuse",вороватый,"Un regard <b>voleur</b>.","<b>Вороватый</b> взгляд.",👀
une croyance,вера,"Une <b>croyance</b> populaire.","Народное <b>поверье</b>.",🙏
un cygne,лебедь,"Un <b>cygne</b> blanc.","Белый <b>лебедь</b>.",🦢
une humilité,смирение,"Avec <b>humilité</b>.","Со <b>смирением</b>.",🙇
"serein, sereine",безмятежный,"Un ciel <b>serein</b>.","<b>Безмятежное</b> небо.",☀️
un éventail,веер,"Un <b>éventail</b> japonais.","Японский <b>веер</b>.",🪭
une halte,привал,"Faire une <b>halte</b>.","Сделать <b>привал</b>.",🏕️
un verdict,вердикт,"Le <b>verdict</b> du jury.","<b>Вердикт</b> присяжных.",⚖️
une galaxie,галактика,"La <b>galaxie</b> d'Andromède.","<b>Галактика</b> Андромеды.",🌌
un gérant,управляющий,"Le <b>gérant</b> du restaurant.","<b>Управляющий</b> ресторана.",👨‍💼
"sensé, sensée",разумный,"Un homme <b>sensé</b>.","<b>Разумный</b> человек.",🧠
une crasse,грязь,"Couvert de <b>crasse</b>.","Покрытый <b>грязью</b>.",🤢
une miséricorde,милосердие,"Implorer <b>miséricorde</b>.","Молить о <b>милосердии</b>.",🙏
héroïque,героический,"Un acte <b>héroïque</b>.","<b>Героический</b> поступок.",🦸
"éloigné, éloignée",отдалённый,"Un village <b>éloigné</b>.","<b>Отдалённая</b> деревня.",🏔️
un escroc,мошенник,"Un <b>escroc</b> professionnel.","Профессиональный <b>мошенник</b>.",🎭
évaluer,оценивать,"<b>Évaluer</b> les dégâts.","<b>Оценить</b> ущерб.",📊
un look,образ,"Changer de <b>look</b>.","Сменить <b>образ</b>.",👗
