French,Russian,ExampleFrench,ExampleRussian,Emoji
embarquer,садиться (на борт),"On va <b>embarquer</b>.","Мы <b>садимся</b> на борт.",🚀
une gaffe,оплошность,"J'ai fait une <b>gaffe</b>.","Я допустил <b>оплошность</b>.",🙈
"délicieux, délicieuse",восхитительный,"C'est <b>délicieux</b> !","Это <b>восхитительно</b>!",😋
barrer,перегораживать,"La route est <b>barrée</b>.","Дорога <b>перекрыта</b>.",🚧
gonfler,надувать,"<b>Gonfle</b> le ballon.","<b>Надуй</b> шарик.",🎈
jouir,наслаждаться,"Je <b>jouis</b> de la vie.","Я <b>наслаждаюсь</b> жизнью.",😊
un employé,служащий,"L'<b>employé</b> de banque.","<b>Служащий</b> банка.",👔
une huile,масло,"J'ai ajouté de l'<b>huile</b>.","Я добавил <b>масла</b>.",🫒
bref,короче (говоря),"<b>Bref</b>, j'ai dit non.","<b>Короче</b>, я отказался.",💬
une statue,статуя,"La <b>Statue</b> de la Liberté.","<b>Статуя</b> Свободы.",🗽
un col,воротник; перевал,"Le <b>col</b> de ma chemise.","<b>Воротник</b> моей рубашки.",👔
repérer,обнаруживать,"Je l'ai <b>repéré</b> dans la foule.","Я его <b>заметил</b> в толпе.",👀
exposer,выставлять; излагать,"Le musée <b>expose</b> des tableaux.","Музей <b>выставляет</b> картины.",🖼️
un poème,стихотворение,"J'ai écrit un <b>poème</b>.","Я написал <b>стихотворение</b>.",📝
"gai, gaie",весёлый,"Il est toujours <b>gai</b>.","Он всегда <b>весёлый</b>.",😄
plier,складывать; сгибать,"<b>Plie</b> la serviette.","<b>Сложи</b> салфетку.",📄
un marié,жених; молодожён,"Les <b>mariés</b> dansent.","<b>Молодожёны</b> танцуют.",💒
décevoir,разочаровывать,"Tu m'as <b>déçu</b>.","Ты меня <b>разочаровал</b>.",😞
fêter,праздновать,"On va <b>fêter</b> ton anniversaire.","Мы будем <b>праздновать</b> твой день рождения.",🎉
un revolver,револьвер,"Il a sorti son <b>revolver</b>.","Он достал <b>револьвер</b>.",🔫
un shérif,шериф,"Le <b>shérif</b> maintient l'ordre.","<b>Шериф</b> поддерживает порядок.",🤠
épuiser,истощать,"Je suis <b>épuisé</b>.","Я <b>истощён</b>.",😫
"voisin, voisine",соседний,"La maison <b>voisine</b>.","<b>Соседний</b> дом.",🏠
un pistolet,пистолет,"Il a tiré avec un <b>pistolet</b>.","Он выстрелил из <b>пистолета</b>.",🔫
"futur, future",будущий,"Mon <b>futur</b> appartement.","Моя <b>будущая</b> квартира.",🔮
une rumeur,слух,"C'est juste une <b>rumeur</b>.","Это просто <b>слух</b>.",👂
hélas,увы,"<b>Hélas</b>, c'est impossible.","<b>Увы</b>, это невозможно.",😢
enseigner,преподавать,"Elle <b>enseigne</b> le français.","Она <b>преподаёт</b> французский.",👩‍🏫
un récit,рассказ; повествование,"C'est un beau <b>récit</b>.","Это красивый <b>рассказ</b>.",📖
un bal,бал,"On va au <b>bal</b>.","Идём на <b>бал</b>.",💃
une obscurité,темнота,"L'<b>obscurité</b> m'effraie.","<b>Темнота</b> меня пугает.",🌑
une fonction,функция,"Quelle est ta <b>fonction</b> ?","Какова твоя <b>должность</b>?",💼
"délicat, délicate",деликатный; хрупкий,"C'est une situation <b>délicate</b>.","Это <b>деликатная</b> ситуация.",🎀
un ballon,мяч; шарик,"Lance-moi le <b>ballon</b>.","Брось мне <b>мяч</b>.",⚽
un whisky,виски,"Un verre de <b>whisky</b>.","Стакан <b>виски</b>.",🥃
déconner,нести чушь (разг.),"Tu <b>déconnes</b> ou quoi ?","Ты <b>прикалываешься</b> что ли?",😜
un peintre,художник,"C'est un grand <b>peintre</b>.","Это великий <b>художник</b>.",🎨
une paupière,веко,"Mes <b>paupières</b> sont lourdes.","Мои <b>веки</b> тяжёлые.",😴
