French,Russian,ExampleFrench,ExampleRussian,Emoji
une pension,пансион; пенсия,"Il touche sa <b>pension</b>.","Он получает <b>пенсию</b>.",💵
redescendre,спускаться обратно,"Je vais <b>redescendre</b>.","Я <b>спущусь</b> обратно.",⬇️
enchanter,очаровывать,"<b>Enchanté</b> de vous connaître.","<b>Рад</b> познакомиться.",🤝
un cap,мыс; курс,"Maintiens le <b>cap</b>.","Держи <b>курс</b>.",🧭
concierge,консьерж,"Le <b>concierge</b> de l'immeuble.","<b>Консьерж</b> здания.",🔑
doubler,удваивать; обгонять,"<b>Double</b> pas ici.","Не <b>обгоняй</b> здесь.",🚗
une reprise,возобновление,"La <b>reprise</b> du travail.","<b>Возобновление</b> работы.",🔄
"attentif, attentive",внимательный,"Sois <b>attentif</b> en classe.","Будь <b>внимательным</b> на уроке.",👀
touriste,турист,"Les <b>touristes</b> visitent la ville.","<b>Туристы</b> осматривают город.",📸
"blessé, blessée",раненый,"Il est <b>blessé</b>.","Он <b>ранен</b>.",🩹
nocturne,ночной,"La vie <b>nocturne</b>.","<b>Ночная</b> жизнь.",🌙
une fureur,ярость,"Il est en <b>fureur</b>.","Он в <b>ярости</b>.",😤
une hanche,бедро,"J'ai mal à la <b>hanche</b>.","У меня болит <b>бедро</b>.",🦵
une jalousie,ревность,"La <b>jalousie</b> le consume.","<b>Ревность</b> его поедает.",💚
un job,работа (разг.),"J'ai trouvé un <b>job</b>.","Я нашёл <b>работу</b>.",💼
un panneau,панель; табличка,"Lis le <b>panneau</b>.","Прочти <b>табличку</b>.",🪧
une reconnaissance,признательность,"Avec toute ma <b>reconnaissance</b>.","С моей <b>признательностью</b>.",🙏
un bonhomme,человечек; мужик,"Un <b>bonhomme</b> de neige.","<b>Снеговик</b>.",⛄
une invitation,приглашение,"J'ai reçu une <b>invitation</b>.","Я получил <b>приглашение</b>.",💌
