French,Russian,ExampleFrench,ExampleRussian,Emoji
une divinité,божество,"Une <b>divinité</b> antique.","Античное <b>божество</b>.",⚡
un déclic,щелчок,"Le <b>déclic</b> de l'appareil.","<b>Щелчок</b> камеры.",📷
un immeuble,здание,"Un grand <b>immeuble</b>.","Большое <b>здание</b>.",🏢
"navrant, navrante",печальный,"Une histoire <b>navrante</b>.","<b>Печальная</b> история.",😢
ôter,снимать,"<b>Ôter</b> son chapeau.","<b>Снять</b> шляпу.",🎩
divertir,развлекать,"<b>Divertir</b> le public.","<b>Развлекать</b> публику.",🎭
un tournoi,турнир,"Un <b>tournoi</b> de tennis.","Теннисный <b>турнир</b>.",🎾
un frein,тормоз,"Appuyer sur le <b>frein</b>.","Нажать на <b>тормоз</b>.",🚗
"serein, sereine",безмятежный,"Un ciel <b>serein</b>.","<b>Безмятежное</b> небо.",☀️
tripler,утраивать,"<b>Tripler</b> le prix.","<b>Утроить</b> цену.",3️⃣
un gant,перчатка,"Mettre ses <b>gants</b>.","Надеть <b>перчатки</b>.",🧤
bourdonner,жужжать,"Les abeilles <b>bourdonnent</b>.","Пчёлы <b>жужжат</b>.",🐝
une humanité,человечество,"L'<b>humanité</b> tout entière.","Всё <b>человечество</b>.",🌍
un giron,лоно,"Dans le <b>giron</b> familial.","В <b>лоне</b> семьи.",👨‍👩‍👧
croire,верить,"<b>Croire</b> en Dieu.","<b>Верить</b> в Бога.",🙏
ruer,лягать,"Le cheval se <b>rue</b>.","Лошадь <b>лягается</b>.",🐴
une évasion,побег,"Une <b>évasion</b> de prison.","<b>Побег</b> из тюрьмы.",🏃
un prêteur,кредитор,"Un <b>prêteur</b> sur gages.","<b>Ростовщик</b>.",💰
une émancipation,эмансипация,"L'<b>émancipation</b> des femmes.","<b>Эмансипация</b> женщин.",✊
une volaille,птица (мясо),"De la <b>volaille</b> rôtie.","Жареная <b>птица</b>.",🍗
un mélo,мелодрама,"Un vrai <b>mélo</b>.","Настоящая <b>мелодрама</b>.",🎭
nourrir,кормить,"<b>Nourrir</b> les enfants.","<b>Кормить</b> детей.",🍼
un barbelé,колючая проволока,"Une clôture en <b>barbelé</b>.","Забор из <b>колючей проволоки</b>.",🔲
enfermer,запирать,"<b>Enfermer</b> un prisonnier.","<b>Запереть</b> заключённого.",🔒
une exécution,казнь,"L'<b>exécution</b> d'un condamné.","<b>Казнь</b> осуждённого.",⚖️
déconcerter,озадачивать,"<b>Déconcerter</b> l'adversaire.","<b>Озадачить</b> противника.",🤔
endurer,переносить,"<b>Endurer</b> la douleur.","<b>Переносить</b> боль.",😤
un bêlement,блеяние,"Le <b>bêlement</b> des moutons.","<b>Блеяние</b> овец.",🐑
une caméra,камера,"Une <b>caméra</b> de surveillance.","<b>Камера</b> наблюдения.",📹
une chaloupe,шлюпка,"Une <b>chaloupe</b> de sauvetage.","Спасательная <b>шлюпка</b>.",🚤
bramer,трубить (олень),"Le cerf <b>brame</b>.","Олень <b>трубит</b>.",🦌
saisir,схватывать,"<b>Saisir</b> une opportunité.","<b>Ухватить</b> возможность.",✊
guider,направлять,"<b>Guider</b> les touristes.","<b>Направлять</b> туристов.",🧭
une chaumière,хижина,"Une humble <b>chaumière</b>.","Скромная <b>хижина</b>.",🏠
"nu, nue",голый,"Les pieds <b>nus</b>.","<b>Босыми</b> ногами.",🦶
une compagnie,компания,"Une <b>compagnie</b> d'assurance.","Страховая <b>компания</b>.",🏢
"natal, natale",родной,"Le pays <b>natal</b>.","<b>Родная</b> страна.",🏠
un pourboire,чаевые,"Laisser un <b>pourboire</b>.","Оставить <b>чаевые</b>.",💵
un saut,прыжок,"Un <b>saut</b> en parachute.","<b>Прыжок</b> с парашютом.",🪂
une trousse,пенал,"Une <b>trousse</b> d'écolier.","Школьный <b>пенал</b>.",✏️
un potager,огород,"Cultiver un <b>potager</b>.","Возделывать <b>огород</b>.",🥕
une diversion,отвлечение,"Créer une <b>diversion</b>.","Создать <b>отвлечение</b>.",🎯
une permanence,дежурство,"Être de <b>permanence</b>.","Быть на <b>дежурстве</b>.",⏰
un piment,перец (острый),"Un <b>piment</b> rouge.","Красный <b>перец</b>.",🌶️
"tordu, tordue",изогнутый,"Un arbre <b>tordu</b>.","<b>Изогнутое</b> дерево.",🌳
une roulotte,кибитка,"Une <b>roulotte</b> de gitans.","Цыганская <b>кибитка</b>.",🚐
une personne,личность,"Une <b>personne</b> importante.","Важная <b>личность</b>.",👤
une cible,мишень,"Atteindre la <b>cible</b>.","Попасть в <b>мишень</b>.",🎯
une bagarre,драка,"Une <b>bagarre</b> de rue.","Уличная <b>драка</b>.",👊
"sûr, sûre",уверенный,"Je suis <b>sûr</b>.","Я <b>уверен</b>.",✅
une marraine,крёстная,"Ma <b>marraine</b> adorée.","Моя любимая <b>крёстная</b>.",👩
un parcours,маршрут,"Un <b>parcours</b> difficile.","Трудный <b>маршрут</b>.",🗺️
une poire,груша,"Une <b>poire</b> juteuse.","Сочная <b>груша</b>.",🍐
abriter,укрывать,"<b>Abriter</b> les réfugiés.","<b>Укрывать</b> беженцев.",🏠
un compteur,счётчик,"Le <b>compteur</b> électrique.","Электрический <b>счётчик</b>.",⚡
un atout,козырь,"Un <b>atout</b> majeur.","Главный <b>козырь</b>.",🃏
un retardataire,опоздавший,"Un <b>retardataire</b> excusé.","<b>Опоздавший</b> с уважительной причиной.",⏰
