French,Russian,ExampleFrench,ExampleRussian,Emoji
une irruption,вторжение,"Faire <b>irruption</b>.","<b>Ворваться</b>.",🚪
adoucir,смягчать,"<b>Adoucir</b> les moeurs.","<b>Смягчать</b> нравы.",😊
un maïs,кукуруза,"Un épi de <b>maïs</b>.","Початок <b>кукурузы</b>.",🌽
une procession,процессия,"Une <b>procession</b> religieuse.","Религиозная <b>процессия</b>.",⛪
un défunt,покойный,"Le <b>défunt</b> roi.","<b>Покойный</b> король.",🕯️
une fusion,слияние,"Une <b>fusion</b> d'entreprises.","<b>Слияние</b> компаний.",🤝
"miraculeux, miraculeuse",чудесный,"Une guérison <b>miraculeuse</b>.","<b>Чудесное</b> исцеление.",✨
une vermine,вредители,"Exterminer la <b>vermine</b>.","Истребить <b>вредителей</b>.",🐀
"errant, errante",бродячий,"Un chien <b>errant</b>.","<b>Бродячая</b> собака.",🐕
un noyau,ядро,"Le <b>noyau</b> de la cellule.","<b>Ядро</b> клетки.",⚛️
un labyrinthe,лабиринт,"Se perdre dans le <b>labyrinthe</b>.","Заблудиться в <b>лабиринте</b>.",🌀
éduquer,воспитывать,"<b>Éduquer</b> les enfants.","<b>Воспитывать</b> детей.",👨‍👧
"formel, formelle",формальный,"Une demande <b>formelle</b>.","<b>Формальный</b> запрос.",📋
"musulman, musulmane",мусульманский,"La religion <b>musulmane</b>.","<b>Мусульманская</b> религия.",☪️
contester,оспаривать,"<b>Contester</b> une décision.","<b>Оспаривать</b> решение.",✋
"mouvant, mouvante",зыбкий,"Des sables <b>mouvants</b>.","<b>Зыбучие</b> пески.",🏜️
un atterrissage,посадка,"Un <b>atterrissage</b> en douceur.","Мягкая <b>посадка</b>.",✈️
une brutalité,жестокость,"Une <b>brutalité</b> policière.","Полицейская <b>жестокость</b>.",😠
rebondir,отскакивать,"Le ballon <b>rebondit</b>.","Мяч <b>отскакивает</b>.",🏀
mouvoir,двигать,"Se <b>mouvoir</b> lentement.","<b>Двигаться</b> медленно.",🚶
"épatant, épatante",потрясающий,"Une nouvelle <b>épatante</b>.","<b>Потрясающая</b> новость.",🤩
un beignet,пончик,"Un <b>beignet</b> au chocolat.","Шоколадный <b>пончик</b>.",🍩
un escadron,эскадрон,"Un <b>escadron</b> de cavalerie.","<b>Эскадрон</b> кавалерии.",🐎
une coulisse,кулиса,"Dans les <b>coulisses</b>.","За <b>кулисами</b>.",🎭
broncher,спотыкаться,"Sans <b>broncher</b>.","Не <b>дрогнув</b>.",💪
un chapelet,чётки,"Réciter son <b>chapelet</b>.","Читать по <b>чёткам</b>.",📿
un recoin,закуток,"Dans tous les <b>recoins</b>.","Во всех <b>закоулках</b>.",🏠
palper,ощупывать,"<b>Palper</b> un objet.","<b>Ощупывать</b> предмет.",✋
une infanterie,пехота,"L'<b>infanterie</b> légère.","Лёгкая <b>пехота</b>.",🪖
"mat, mate",матовый,"Un fini <b>mat</b>.","<b>Матовая</b> поверхность.",⬜
exemplaire,образцовый,"Un comportement <b>exemplaire</b>.","<b>Образцовое</b> поведение.",⭐
une bourgeoisie,буржуазия,"La <b>bourgeoisie</b> française.","Французская <b>буржуазия</b>.",🎩
une plate-forme,платформа,"Une <b>plate-forme</b> pétrolière.","Нефтяная <b>платформа</b>.",🏗️
"futé, futée",смышлёный,"Un enfant <b>futé</b>.","<b>Смышлёный</b> ребёнок.",🧒
une loterie,лотерея,"Gagner à la <b>loterie</b>.","Выиграть в <b>лотерею</b>.",🎰
"immortel, immortelle",бессмертный,"Un amour <b>immortel</b>.","<b>Бессмертная</b> любовь.",❤️
sceller,запечатывать,"<b>Sceller</b> un pacte.","<b>Скрепить</b> договор.",📜
une succession,наследство,"Une <b>succession</b> difficile.","Сложное <b>наследство</b>.",💰
neiger,идти (о снеге),"Il <b>neige</b> fort.","<b>Идёт</b> сильный снег.",❄️
rajeunir,омолаживать,"<b>Rajeunir</b> son look.","<b>Омолодить</b> образ.",✨
requérir,требовать,"<b>Requérir</b> de l'aide.","<b>Требовать</b> помощи.",📢
bouder,дуться,"<b>Bouder</b> dans son coin.","<b>Дуться</b> в углу.",😤
un abus,злоупотребление,"Un <b>abus</b> de pouvoir.","<b>Злоупотребление</b> властью.",⚠️
curieusement,любопытно,"<b>Curieusement</b>, il accepta.","<b>Любопытно</b>, он согласился.",🤔
un créateur,создатель,"Le <b>créateur</b> du monde.","<b>Создатель</b> мира.",🌍
inclure,включать,"<b>Inclure</b> dans la liste.","<b>Включить</b> в список.",📋
reporter,откладывать,"<b>Reporter</b> une réunion.","<b>Отложить</b> собрание.",📅
un rassemblement,собрание,"Un <b>rassemblement</b> populaire.","Народное <b>собрание</b>.",👥
gaver,пичкать,"<b>Gaver</b> les oies.","<b>Откармливать</b> гусей.",🦆
tressaillir,вздрагивать,"<b>Tressaillir</b> de peur.","<b>Вздрогнуть</b> от страха.",😨
une incertitude,неуверенность,"Une grande <b>incertitude</b>.","Большая <b>неуверенность</b>.",❓
"mexicain, mexicaine",мексиканский,"La cuisine <b>mexicaine</b>.","<b>Мексиканская</b> кухня.",🌮
un biberon,бутылочка,"Donner le <b>biberon</b>.","Дать <b>бутылочку</b>.",🍼
"vicieux, vicieuse",порочный,"Un cercle <b>vicieux</b>.","<b>Порочный</b> круг.",🔄
une gomme,ластик,"Effacer à la <b>gomme</b>.","Стереть <b>ластиком</b>.",🧹
vaciller,колебаться,"<b>Vaciller</b> sur ses jambes.","<b>Шататься</b> на ногах.",🥴
propager,распространять,"<b>Propager</b> une rumeur.","<b>Распространять</b> слух.",📢
différer,отличаться,"<b>Différer</b> d'opinion.","<b>Отличаться</b> мнением.",↔️
ridiculiser,высмеивать,"<b>Ridiculiser</b> quelqu'un.","<b>Высмеивать</b> кого-то.",😂
une citation,цитата,"Une <b>citation</b> célèbre.","Знаменитая <b>цитата</b>.",📝
une cargaison,груз,"Une <b>cargaison</b> de blé.","<b>Груз</b> пшеницы.",🚢
décéder,скончаться,"<b>Décéder</b> de vieillesse.","<b>Скончаться</b> от старости.",🕯️
effroyable,ужасающий,"Un crime <b>effroyable</b>.","<b>Ужасающее</b> преступление.",😱
tisser,ткать,"<b>Tisser</b> une toile.","<b>Ткать</b> полотно.",🕸️
rimer,рифмоваться,"<b>Rimer</b> avec amour.","<b>Рифмоваться</b> с любовью.",💕
une colombe,голубка,"Une <b>colombe</b> blanche.","Белая <b>голубка</b>.",🕊️
une récréation,перемена,"La <b>récréation</b> de midi.","Обеденная <b>перемена</b>.",🏫
un coquin,шалун,"Un petit <b>coquin</b>.","Маленький <b>шалун</b>.",😈
