French,Russian,ExampleFrench,ExampleRussian,Emoji
un arsenal,арсенал,"Un <b>arsenal</b> d'armes.","<b>Арсенал</b> оружия.",🔫
un clown,клоун,"Un <b>clown</b> au cirque.","<b>Клоун</b> в цирке.",🤡
hacher,рубить,"<b>Hacher</b> de la viande.","<b>Рубить</b> мясо.",🔪
énumérer,перечислять,"<b>Énumérer</b> les raisons.","<b>Перечислять</b> причины.",📋
un barbecue,барбекю,"Faire un <b>barbecue</b>.","Устроить <b>барбекю</b>.",🍖
un embouteillage,пробка,"Un <b>embouteillage</b> monstre.","Чудовищная <b>пробка</b>.",🚗
une avoine,овёс,"Un champ d'<b>avoine</b>.","Поле <b>овса</b>.",🌾
un enquêteur,следователь,"L'<b>enquêteur</b> principal.","Главный <b>следователь</b>.",🕵️
injurier,оскорблять,"<b>Injurier</b> quelqu'un.","<b>Оскорблять</b> кого-то.",😠
une couchette,спальное место,"La <b>couchette</b> du train.","<b>Спальное место</b> в поезде.",🚂
mystérieusement,таинственно,"Disparaître <b>mystérieusement</b>.","<b>Таинственно</b> исчезнуть.",🔮
fanatique,фанатик,"Un <b>fanatique</b> religieux.","Религиозный <b>фанатик</b>.",😵
un crucifix,распятие,"Un <b>crucifix</b> en bois.","Деревянное <b>распятие</b>.",✝️
un tuteur,опекун,"Le <b>tuteur</b> légal.","Законный <b>опекун</b>.",👤
"affirmatif, affirmative",утвердительный,"Une réponse <b>affirmative</b>.","<b>Утвердительный</b> ответ.",✅
"hâtif, hâtive",поспешный,"Une décision <b>hâtive</b>.","<b>Поспешное</b> решение.",⚡
convenablement,подобающе,"Se comporter <b>convenablement</b>.","Вести себя <b>подобающе</b>.",✅
"originel, originelle",изначальный,"Le péché <b>originel</b>.","<b>Первородный</b> грех.",🍎
une butte,холм,"Une <b>butte</b> de terre.","Земляной <b>холм</b>.",⛰️
une fougère,папоротник,"Une <b>fougère</b> verte.","Зелёный <b>папоротник</b>.",🌿
communier,причащаться,"<b>Communier</b> à l'église.","<b>Причащаться</b> в церкви.",⛪
un antécédent,предшествование,"Les <b>antécédents</b> médicaux.","Медицинская <b>история</b>.",📋
"guéri, guérie",исцелённый,"Un malade <b>guéri</b>.","<b>Исцелённый</b> больной.",🏥
un chic,шик,"Avoir du <b>chic</b>.","Иметь <b>шик</b>.",💅
"tournant, tournante",вращающийся,"Une porte <b>tournante</b>.","<b>Вращающаяся</b> дверь.",🚪
scandaliser,возмущать,"<b>Scandaliser</b> l'opinion.","<b>Возмутить</b> общественность.",😱
"voyageur, voyageuse",путешествующий,"Un pigeon <b>voyageur</b>.","<b>Почтовый</b> голубь.",🐦
"plissé, plissée",плиссированный,"Une jupe <b>plissée</b>.","<b>Плиссированная</b> юбка.",👗
une progression,прогресс,"Une <b>progression</b> constante.","Постоянный <b>прогресс</b>.",📈
dissuader,отговаривать,"<b>Dissuader</b> de partir.","<b>Отговорить</b> уходить.",🚫
une galette,лепёшка,"Une <b>galette</b> bretonne.","Бретонская <b>лепёшка</b>.",🥞
une imprudence,неосмотрительность,"Une <b>imprudence</b> fatale.","Роковая <b>неосмотрительность</b>.",⚠️
une sorcellerie,колдовство,"Accusé de <b>sorcellerie</b>.","Обвинён в <b>колдовстве</b>.",🧙
uniforme,единообразный,"Un ton <b>uniforme</b>.","<b>Единообразный</b> тон.",📏
une larve,личинка,"Une <b>larve</b> d'insecte.","<b>Личинка</b> насекомого.",🐛
extraordinairement,необычайно,"<b>Extraordinairement</b> doué.","<b>Необычайно</b> одарённый.",⭐
un paquebot,лайнер,"Un <b>paquebot</b> de croisière.","Круизный <b>лайнер</b>.",🚢
une aquarelle,акварель,"Peindre à l'<b>aquarelle</b>.","Рисовать <b>акварелью</b>.",🎨
"menacé, menacée",находящийся под угрозой,"Une espèce <b>menacée</b>.","Вид <b>под угрозой</b> вымирания.",🦏
un adultère,прелюбодеяние,"Commettre un <b>adultère</b>.","Совершить <b>прелюбодеяние</b>.",💔
un éloignement,отдаление,"L'<b>éloignement</b> de la famille.","<b>Отдаление</b> от семьи.",😔
une firme,фирма,"Une grande <b>firme</b>.","Крупная <b>фирма</b>.",🏢
un cageot,ящик,"Un <b>cageot</b> de légumes.","<b>Ящик</b> овощей.",📦
sixième,шестой,"Le <b>sixième</b> étage.","<b>Шестой</b> этаж.",6️⃣
une escalade,эскалация,"L'<b>escalade</b> de la violence.","<b>Эскалация</b> насилия.",📈
une tenture,портьера,"Une <b>tenture</b> murale.","Настенная <b>портьера</b>.",🪟
"épuisant, épuisante",изнурительный,"Un travail <b>épuisant</b>.","<b>Изнурительная</b> работа.",😓
un shopping,шоппинг,"Faire du <b>shopping</b>.","Заниматься <b>шоппингом</b>.",🛍️
un trousseau,комплект,"Un <b>trousseau</b> de clés.","<b>Связка</b> ключей.",🔑
crucifier,распинать,"<b>Crucifier</b> Jésus.","<b>Распять</b> Иисуса.",✝️
spécifique,специфический,"Un cas <b>spécifique</b>.","<b>Специфический</b> случай.",🎯
inaugurer,открывать,"<b>Inaugurer</b> un monument.","<b>Открыть</b> памятник.",🎀
un scoop,сенсация,"Un <b>scoop</b> journalistique.","Журналистская <b>сенсация</b>.",📰
une réalisation,реализация,"Une <b>réalisation</b> remarquable.","Замечательная <b>реализация</b>.",🏆
durable,долговечный,"Un développement <b>durable</b>.","<b>Устойчивое</b> развитие.",♻️
comparable,сопоставимый,"Un résultat <b>comparable</b>.","<b>Сопоставимый</b> результат.",⚖️
ohé,эй,"<b>Ohé</b> ! Quelqu'un ?","<b>Эй</b>! Есть кто?",📢
retrancher,окапываться,"Se <b>retrancher</b> derrière les murs.","<b>Окопаться</b> за стенами.",🏰
un acharnement,ожесточение,"Avec <b>acharnement</b>.","С <b>ожесточением</b>.",💪
un cantique,песнопение,"Chanter un <b>cantique</b>.","Петь <b>песнопение</b>.",🎵
frivole,легкомысленный,"Une personne <b>frivole</b>.","<b>Легкомысленный</b> человек.",🦋
