French,Russian,ExampleFrench,ExampleRussian,Emoji
partager,делить(ся),"Je veux <b>partager</b> cette nouvelle avec toi.","Хочу <b>поделиться</b> этой новостью с тобой.",🤝
un escalier,лестница,"Monte l'<b>escalier</b> jusqu'au deuxième étage.","Поднимись по <b>лестнице</b> на второй этаж.",🪜
un dimanche,воскресенье,"Le <b>dimanche</b>, je me repose.","В <b>воскресенье</b> я отдыхаю.",📅
un fil,нитка; провод,"Je n'ai plus de <b>fil</b> pour coudre.","У меня больше нет <b>нитки</b> для шитья.",🧵
étonner,удивлять,"Ça m'<b>étonne</b> qu'il soit venu.","Меня <b>удивляет</b>, что он пришёл.",😮
engager,нанимать; обязывать,"L'entreprise a <b>engagé</b> dix personnes.","Компания <b>наняла</b> десять человек.",🤝
un morceau,кусок,"Tu veux un <b>morceau</b> de gâteau ?","Хочешь <b>кусок</b> торта?",🍰
un hasard,случай; случайность,"Par <b>hasard</b>, je l'ai rencontré dans la rue.","<b>Случайно</b> я его встретил на улице.",🎲
lentement,медленно,"Parle plus <b>lentement</b>, s'il te plaît.","Говори <b>медленнее</b>, пожалуйста.",🐢
une île,остров,"J'ai visité une petite <b>île</b> au Québec.","Я посетил маленький <b>остров</b> в Квебеке.",🏝️
un mètre,метр,"Il mesure un <b>mètre</b> quatre-vingts.","Его рост — <b>метр</b> восемьдесят.",📏
éloigner,отдалять,"<b>Éloigne</b>-toi du feu.","<b>Отойди</b> от огня.",➡️
un diable,дьявол; чёрт,"Qu'est-ce que c'est que ce <b>diable</b> ?","Что это за <b>чёртовщина</b>?",😈
un bain,ванна,"Je vais prendre un <b>bain</b> chaud.","Я приму горячую <b>ванну</b>.",🛁
arracher,вырывать,"Le vent a <b>arraché</b> l'affiche.","Ветер <b>сорвал</b> плакат.",💨
prévoir,предвидеть,"La météo <b>prévoit</b> de la neige.","Погода <b>предвещает</b> снег.",🔮
énorme,огромный,"C'est une <b>énorme</b> erreur.","Это <b>огромная</b> ошибка.",🐘
mêler,смешивать,"Ne te <b>mêle</b> pas de mes affaires.","Не <b>вмешивайся</b> в мои дела.",🔀
diriger,"управлять; руководить","Elle <b>dirige</b> une grande entreprise.","Она <b>руководит</b> большой компанией.",👩‍💼
un objet,предмет; объект,"C'est un <b>objet</b> précieux.","Это ценный <b>предмет</b>.",📦
un lendemain,следующий день,"Le <b>lendemain</b>, il a neigé.","На <b>следующий день</b> выпал снег.",📅
couler,течь; тонуть,"L'eau <b>coule</b> du robinet.","Вода <b>течёт</b> из крана.",💧
un champ,поле,"Les <b>champs</b> sont couverts de neige.","<b>Поля</b> покрыты снегом.",🌾
"ouvert, ouverte","открытый, -ая","Le magasin est <b>ouvert</b>.","Магазин <b>открыт</b>.",🔓
profiter,пользоваться; наслаждаться,"<b>Profite</b> bien de tes vacances !","Хорошо <b>отдохни</b> в отпуске!",🎉
une pluie,дождь,"La <b>pluie</b> va bientôt arriver.","Скоро пойдёт <b>дождь</b>.",🌧️
fuir,бежать; избегать,"Il a <b>fui</b> le pays.","Он <b>сбежал</b> из страны.",🏃
un rendez-vous,встреча; свидание,"J'ai un <b>rendez-vous</b> à quatorze heures.","У меня <b>встреча</b> в два часа.",📅
une action,действие; акция,"C'est une <b>action</b> courageuse.","Это смелое <b>действие</b>.",⚡
une glace,лёд; мороженое; зеркало,"Tu veux une <b>glace</b> au chocolat ?","Хочешь шоколадное <b>мороженое</b>?",🍦
une moitié,половина,"J'ai mangé la <b>moitié</b> du gâteau.","Я съел <b>половину</b> торта.",½
saisir,хватать; понимать,"Je n'ai pas <b>saisi</b> ce qu'il a dit.","Я не <b>понял</b>, что он сказал.",✊
une entrée,вход; входное блюдо,"L'<b>entrée</b> est gratuite.","<b>Вход</b> бесплатный.",🚪
parvenir,достигать; удаваться,"Je suis <b>parvenu</b> à le convaincre.","Мне <b>удалось</b> его убедить.",🎯
"lourd, lourde","тяжёлый, -ая","Ce sac est trop <b>lourd</b>.","Эта сумка слишком <b>тяжёлая</b>.",🏋️
fixer,фиксировать; смотреть пристально,"Il me <b>fixe</b> du regard.","Он <b>смотрит</b> на меня пристально.",👀
se dépêcher,торопиться,"<b>Dépêche</b>-toi, on va être en retard !","<b>Торопись</b>, мы опоздаем!",🏃
une course,бег; гонка; покупки,"Je dois faire les <b>courses</b>.","Мне нужно сходить за <b>покупками</b>.",🛒
un fric,деньги (разг.),"J'ai plus de <b>fric</b>.","У меня больше нет <b>денег</b>.",💸
une bouteille,бутылка,"Ouvre la <b>bouteille</b> de vin.","Открой <b>бутылку</b> вина.",🍾
une bande,лента; банда; группа,"Une <b>bande</b> d'amis se retrouve ce soir.","<b>Компания</b> друзей встречается вечером.",👥
un billet,билет; банкнота,"J'ai acheté un <b>billet</b> pour le concert.","Я купил <b>билет</b> на концерт.",🎫
avouer,признаваться,"J'<b>avoue</b> que je ne savais pas.","<b>Признаюсь</b>, я не знал.",🙊
allô,алло,"<b>Allô</b>, qui est à l'appareil ?","<b>Алло</b>, кто говорит?",📞
ressentir,чувствовать; ощущать,"Je <b>ressens</b> de la fatigue.","Я <b>чувствую</b> усталость.",❤️
appuyer,нажимать; поддерживать,"<b>Appuie</b> sur le bouton vert.","<b>Нажми</b> на зелёную кнопку.",👆
une machine,машина; механизм,"La <b>machine</b> à café est cassée.","Кофе<b>машина</b> сломана.",⚙️
une nature,природа,"La <b>nature</b> au Québec est magnifique.","<b>Природа</b> в Квебеке великолепна.",🌲
une avance,аванс; заблаговременность,"Je te paie une <b>avance</b> de cent dollars.","Я даю тебе <b>аванс</b> в сто долларов.",💵
une télé,телевизор (разг.),"Je regarde la <b>télé</b> le soir.","Вечером я смотрю <b>телевизор</b>.",📺
une santé,здоровье,"Ta <b>santé</b> est plus importante que le travail.","Твоё <b>здоровье</b> важнее работы.",💚
prouver,доказывать,"Je peux te <b>prouver</b> que j'ai raison.","Я могу <b>доказать</b>, что я прав.",📋
un désir,желание,"Son plus grand <b>désir</b> est de voyager.","Его главное <b>желание</b> — путешествовать.",💫
des vacances,каникулы; отпуск,"Je pars en <b>vacances</b> la semaine prochaine.","Я уезжаю в <b>отпуск</b> на следующей неделе.",🏖️
"gris, grise",серый,"Le ciel est <b>gris</b> aujourd'hui.","Небо сегодня <b>серое</b>.",☁️
relever,"поднимать; подмечать","<b>Relève</b>-toi, tu peux le faire !","<b>Вставай</b>, ты справишься!",⬆️
coller,клеить; прилипать,"<b>Colle</b> le timbre sur l'enveloppe.","<b>Наклей</b> марку на конверт.",📮
une campagne,деревня; кампания,"J'aime la vie à la <b>campagne</b>.","Я люблю жизнь в <b>деревне</b>.",🌳
une feuille,лист (дерева; бумаги),"Les <b>feuilles</b> tombent en automne.","<b>Листья</b> падают осенью.",🍂
régler,регулировать; решать; платить,"J'ai <b>réglé</b> l'addition.","Я <b>оплатил</b> счёт.",💳
créer,создавать,"On va <b>créer</b> une nouvelle entreprise.","Мы <b>создадим</b> новую компанию.",✨
un vêtement,одежда,"J'ai besoin de nouveaux <b>vêtements</b>.","Мне нужна новая <b>одежда</b>.",👔
élever,поднимать; воспитывать,"Elle a <b>élevé</b> trois enfants seule.","Она <b>воспитала</b> троих детей одна.",👶
un tas,куча,"J'ai un <b>tas</b> de choses à faire.","У меня <b>куча</b> дел.",📚
surveiller,следить; наблюдать,"<b>Surveille</b> les enfants, s'il te plaît.","<b>Присмотри</b> за детьми, пожалуйста.",👀
un sommeil,сон,"J'ai besoin de <b>sommeil</b>.","Мне нужен <b>сон</b>.",😴
