French,Russian,ExampleFrench,ExampleRussian,Emoji
"roulant, roulante",катящийся,"Un fauteuil <b>roulant</b>.","Инвалидная <b>коляска</b>.",♿
"subit, subite",внезапный,"Un changement <b>subit</b>.","<b>Внезапное</b> изменение.",⚡
un organisme,организм,"L'<b>organisme</b> humain.","Человеческий <b>организм</b>.",🫀
une cape,плащ,"Une <b>cape</b> de super-héros.","<b>Плащ</b> супергероя.",🦸
gravir,взбираться,"<b>Gravir</b> une montagne.","<b>Взбираться</b> на гору.",🧗
un marais,болото,"Un <b>marais</b> profond.","Глубокое <b>болото</b>.",🐊
un boxeur,боксёр,"Un <b>boxeur</b> professionnel.","Профессиональный <b>боксёр</b>.",🥊
un peigne,расчёска,"Passer le <b>peigne</b>.","Провести <b>расчёской</b>.",💇
un retrait,отступление; снятие,"Un <b>retrait</b> d'argent.","<b>Снятие</b> денег.",💰
un sifflement,свист,"Un <b>sifflement</b> strident.","Пронзительный <b>свист</b>.",🎵
une vigueur,сила,"Avec <b>vigueur</b>.","С <b>силой</b>.",💪
un lustre,люстра,"Un grand <b>lustre</b>.","Большая <b>люстра</b>.",💡
entrouvrir,приоткрывать,"<b>Entrouvrir</b> la porte.","<b>Приоткрыть</b> дверь.",🚪
"passionné, passionnée",страстный,"Un débat <b>passionné</b>.","<b>Страстная</b> дискуссия.",🔥
un recul,отступление,"Prendre du <b>recul</b>.","<b>Отойти</b> назад.",↩️
un vestiaire,раздевалка,"Le <b>vestiaire</b> du gymnase.","<b>Раздевалка</b> спортзала.",🚿
une humidité,влажность,"Une forte <b>humidité</b>.","Высокая <b>влажность</b>.",💧
une transmission,передача,"La <b>transmission</b> de données.","<b>Передача</b> данных.",📡
"sportif, sportive",спортивный,"Un événement <b>sportif</b>.","<b>Спортивное</b> мероприятие.",🏅
une planque,укрытие (разг.),"Une bonne <b>planque</b>.","Хорошее <b>укрытие</b>.",🙈
un ver,червь,"Un <b>ver</b> de terre.","Земляной <b>червь</b>.",🪱
dessécher,иссушать,"Le soleil <b>dessèche</b> la terre.","Солнце <b>иссушает</b> землю.",☀️
médiocre,посредственный,"Un résultat <b>médiocre</b>.","<b>Посредственный</b> результат.",😐
persister,упорствовать,"<b>Persister</b> dans l'erreur.","<b>Упорствовать</b> в ошибке.",🙄
une impasse,тупик,"Une <b>impasse</b> politique.","Политический <b>тупик</b>.",🛑
qualifier,квалифицировать,"Se <b>qualifier</b> pour la finale.","<b>Квалифицироваться</b> в финал.",🏆
"touchant, touchante",трогательный,"Une histoire <b>touchante</b>.","<b>Трогательная</b> история.",🥲
un orphelin,сирота,"Un <b>orphelin</b> de guerre.","Военный <b>сирота</b>.",👦
avérer,оказываться,"S'<b>avérer</b> vrai.","<b>Оказаться</b> правдой.",✅
"sournois, sournoise",коварный,"Un regard <b>sournois</b>.","<b>Коварный</b> взгляд.",😏
une coquille,ракушка,"Une <b>coquille</b> d'huître.","<b>Раковина</b> устрицы.",🐚
une pauvreté,бедность,"Vivre dans la <b>pauvreté</b>.","Жить в <b>бедности</b>.",😔
une finance,финансы,"Le monde de la <b>finance</b>.","Мир <b>финансов</b>.",💹
"usé, usée",изношенный,"Des vêtements <b>usés</b>.","<b>Изношенная</b> одежда.",👕
formuler,формулировать,"<b>Formuler</b> une demande.","<b>Сформулировать</b> просьбу.",📝
une hôtesse,хозяйка; стюардесса,"Une <b>hôtesse</b> de l'air.","<b>Стюардесса</b>.",✈️
une structure,структура,"La <b>structure</b> du bâtiment.","<b>Структура</b> здания.",🏗️
dédier,посвящать,"<b>Dédier</b> un livre à quelqu'un.","<b>Посвятить</b> книгу кому-то.",📖
un vacarme,шум,"Quel <b>vacarme</b> !","Какой <b>шум</b>!",📢
déplier,разворачивать,"<b>Déplier</b> la carte.","<b>Развернуть</b> карту.",🗺️
