French,Russian,ExampleFrench,ExampleRussian,Emoji
un hêtre,бук,"Un <b>hêtre</b> centenaire.","Столетний <b>бук</b>.",🌳
un saucisson,колбаса,"Un <b>saucisson</b> sec.","Сухая <b>колбаса</b>.",🍖
"musicien, musicienne",музыкальный,"Un talent <b>musicien</b>.","<b>Музыкальный</b> талант.",🎵
vernir,лакировать,"<b>Vernir</b> un meuble.","<b>Лакировать</b> мебель.",✨
estomper,размывать,"<b>Estomper</b> les contours.","<b>Размыть</b> контуры.",🎨
piler,резко тормозить,"<b>Piler</b> sur les freins.","<b>Резко затормозить</b>.",🚗
un déménagement,переезд,"Un <b>déménagement</b> difficile.","Трудный <b>переезд</b>.",📦
un successeur,преемник,"Le <b>successeur</b> du roi.","<b>Преемник</b> короля.",👑
"hargneux, hargneuse",злобный,"Un chien <b>hargneux</b>.","<b>Злобная</b> собака.",🐕
un module,модуль,"Un <b>module</b> de formation.","<b>Модуль</b> обучения.",📚
une laideur,уродство,"La <b>laideur</b> du bâtiment.","<b>Уродство</b> здания.",🏚️
un débarras,чулан,"Un <b>débarras</b> encombré.","Захламлённый <b>чулан</b>.",🗃️
un pourri,гнилой человек,"Quel <b>pourri</b> !","Какой <b>гнилой</b> тип!",😤
une ampleur,масштаб,"L'<b>ampleur</b> du problème.","<b>Масштаб</b> проблемы.",📊
un potage,суп,"Un <b>potage</b> de légumes.","Овощной <b>суп</b>.",🍲
faner,увядать,"Les fleurs <b>fanent</b>.","Цветы <b>увядают</b>.",🥀
réglo,честный (разг.),"Un type <b>réglo</b>.","<b>Честный</b> парень.",✅
un eunuque,евнух,"Un <b>eunuque</b> du palais.","Дворцовый <b>евнух</b>.",👤
une veilleuse,ночник,"Une <b>veilleuse</b> pour enfant.","Детский <b>ночник</b>.",💡
avare,скупой,"Un homme <b>avare</b>.","<b>Скупой</b> человек.",💰
"ferré, ferrée",железный,"Une voie <b>ferrée</b>.","<b>Железная</b> дорога.",🚂
une défaillance,сбой,"Une <b>défaillance</b> technique.","Технический <b>сбой</b>.",⚠️
"entrouvert, entrouverte",приоткрытый,"Une porte <b>entrouverte</b>.","<b>Приоткрытая</b> дверь.",🚪
mouler,формовать,"<b>Mouler</b> du chocolat.","<b>Формовать</b> шоколад.",🍫
ravaler,проглатывать,"<b>Ravaler</b> sa fierté.","<b>Проглотить</b> гордость.",😤
un traumatisme,травма,"Un <b>traumatisme</b> crânien.","Черепно-мозговая <b>травма</b>.",🏥
une statistique,статистика,"Les <b>statistiques</b> officielles.","Официальная <b>статистика</b>.",📊
une morue,треска,"De la <b>morue</b> salée.","Солёная <b>треска</b>.",🐟
"colossal, colossale",колоссальный,"Une statue <b>colossale</b>.","<b>Колоссальная</b> статуя.",🗿
une dérive,дрейф,"Une <b>dérive</b> des continents.","<b>Дрейф</b> континентов.",🌍
joyeusement,радостно,"Chanter <b>joyeusement</b>.","Петь <b>радостно</b>.",🎵
un bourbon,бурбон,"Un verre de <b>bourbon</b>.","Стакан <b>бурбона</b>.",🥃
un handicap,инвалидность,"Un <b>handicap</b> moteur.","Двигательная <b>инвалидность</b>.",♿
une vedette,звезда,"Une <b>vedette</b> de cinéma.","Кинозвезда.",⭐
un cynisme,цинизм,"Un <b>cynisme</b> révoltant.","Возмутительный <b>цинизм</b>.",😤
un hérisson,ёж,"Un <b>hérisson</b> dans le jardin.","<b>Ёж</b> в саду.",🦔
une nostalgie,ностальгия,"Une <b>nostalgie</b> du passé.","<b>Ностальгия</b> по прошлому.",😢
une procuration,доверенность,"Une <b>procuration</b> légale.","Юридическая <b>доверенность</b>.",📜
une berge,берег,"Sur la <b>berge</b> du fleuve.","На <b>берегу</b> реки.",🌊
prédire,предсказывать,"<b>Prédire</b> l'avenir.","<b>Предсказывать</b> будущее.",🔮
un échafaud,эшафот,"Monter sur l'<b>échafaud</b>.","Подняться на <b>эшафот</b>.",⚔️
un pépiement,чириканье,"Le <b>pépiement</b> des oiseaux.","<b>Чириканье</b> птиц.",🐦
stérile,стерильный,"Un milieu <b>stérile</b>.","<b>Стерильная</b> среда.",🏥
un mémoire,докладная записка,"Rédiger un <b>mémoire</b>.","Написать <b>докладную записку</b>.",📝
