French,Russian,ExampleFrench,ExampleRussian,Emoji
un central,центральный (субст.),"Le <b>central</b> téléphonique.","Телефонный <b>коммутатор</b>.",📞
une plombière,сантехник (ж.р.),"La <b>plombière</b> répare les tuyaux.","<b>Сантехник</b> чинит трубы.",🔧
out,в ауте; вышедший,"Il est <b>out</b>.","Он <b>в ауте</b>.",🚫
un éternel,вечное; бессмертное,"L'<b>éternel</b> féminin.","<b>Вечное</b> женское.",♾️
languir,томиться; тосковать,"<b>Languir</b> d'amour.","<b>Томиться</b> от любви.",💔
niquer,трахать (груб.),"<b>Nique</b> ta mère ! (insulte)","Иди к чёрту! (груб.)",🤬
diverses,различные (ж.р.),"De <b>diverses</b> manières.","<b>Различными</b> способами.",🔀
pareil,так же; одинаково,"Faire <b>pareil</b>.","Сделать <b>так же</b>.",🟰
un cinquante,пятидесятка,"Un billet de <b>cinquante</b>.","Купюра в <b>пятьдесят</b>.",💵
une pisse,моча (груб.),"Ça sent la <b>pisse</b>.","Пахнет <b>мочой</b>.",🚽
un chanoine,каноник,"Le <b>chanoine</b> prie.","<b>Каноник</b> молится.",⛪
"coté, cotée",котируемый; оценённый,"Une entreprise <b>cotée</b> en bourse.","<b>Котируемая</b> на бирже компания.",📈
recoudre,зашивать; сшивать,"<b>Recoudre</b> un bouton.","<b>Пришить</b> пуговицу.",🧵
Notre-Dame,Богоматерь,"La cathédrale <b>Notre-Dame</b>.","Собор <b>Нотр-Дам</b>.",⛪
un louis,луидор (монета),"Un <b>louis</b> d'or.","<b>Луидор</b>.",🪙
un ménager,домохозяин,"Le travail <b>ménager</b>.","<b>Домашняя</b> работа.",🏠
au-devant,навстречу,"Aller <b>au-devant</b> de quelqu'un.","Идти <b>навстречу</b> кому-то.",🚶
un manger,еда; пища,"Le boire et le <b>manger</b>.","Питьё и <b>еда</b>.",🍽️
un paillasse,паяц; клоун,"Faire le <b>paillasse</b>.","Паясничать.",🤡
un if,тис (дерево),"L'<b>if</b> est toxique.","<b>Тис</b> ядовит.",🌲
rentré,сдержанный; втянутый,"La colère <b>rentrée</b>.","<b>Сдержанный</b> гнев.",😤
un braiment,рёв осла,"Le <b>braiment</b> de l'âne.","<b>Рёв</b> осла.",🫏
bonnir,врать (арго),"Il n'arrête pas de <b>bonnir</b>.","Он не перестаёт <b>врать</b>.",🤥
un négro,негр (груб.),"C'est un <b>négro</b>. (péjoratif)","Это <b>негр</b>. (груб.)",🚫
un martyre,мученичество,"Subir le <b>martyre</b>.","Претерпеть <b>мученичество</b>.",😣
une défenseure,защитница,"La <b>défenseure</b> des droits.","<b>Защитница</b> прав.",⚖️
une violeuse,насильница,"La <b>violeuse</b> a été condamnée.","<b>Насильницу</b> осудили.",⚖️
un entier,целое (число),"Un nombre <b>entier</b>.","<b>Целое</b> число.",🔢
un violeur,насильник,"Le <b>violeur</b> a été arrêté.","<b>Насильника</b> задержали.",🚔
une claire,светлая (устрица),"Des huîtres <b>claires</b>.","<b>Зелёные</b> устрицы.",🦪
une tapette,мухобойка; гей (груб.),"Une <b>tapette</b> à mouches.","<b>Мухобойка</b>.",🪰
avenue,наступивший (юрид.),"Le cas <b>avenu</b>.","<b>Наступивший</b> случай.",📜
une samba,самба,"Danser la <b>samba</b>.","Танцевать <b>самбу</b>.",💃
un pet,пук; газы,"Lâcher un <b>pet</b>.","<b>Пукнуть</b>.",💨
un foutre,сперма (груб.),"Du <b>foutre</b>. (vulgaire)","<b>Сперма</b>. (груб.)",🔞
un groupe,группа (англ.),"Un <b>group</b> de rock.","Рок-<b>группа</b>.",🎸
une greffe,трансплантат; прививка,"Une <b>greffe</b> du coeur.","<b>Пересадка</b> сердца.",❤️
mesdemoiselles,мадемуазели,"Bonjour, <b>mesdemoiselles</b>.","Здравствуйте, <b>барышни</b>.",👩‍👩‍👧
un média,СМИ,"Les <b>médias</b> en parlent.","<b>СМИ</b> об этом говорят.",📺
une fournisseuse,поставщица,"La <b>fournisseuse</b> a livré.","<b>Поставщица</b> доставила.",📦
un amigo,дружище (исп.),"Salut, <b>amigo</b> !","Привет, <b>друг</b>!",🤝
un croyant,верующий,"Un <b>croyant</b> pratiquant.","Верующий <b>практикующий</b>.",🙏
une dure,трудная; жёсткая,"La vie est <b>dure</b>.","Жизнь <b>трудная</b>.",😓
crevé,измученный (разг.),"Je suis <b>crevé</b>.","Я <b>вымотан</b>.",😴
desquels,которых (м.р.),"Les gens <b>desquels</b> je parle.","Люди, <b>о которых</b> я говорю.",❓
un ducon,дурак (груб.),"Quel <b>ducon</b> !","Какой <b>дурак</b>!",🤬
un revient,себестоимость,"Le prix de <b>revient</b>.","<b>Себестоимость</b>.",💰
Noël,Рождество,"Joyeux <b>Noël</b> !","Счастливого <b>Рождества</b>!",🎄
un néné,сиська (разг.),"De gros <b>nénés</b>.","Большие <b>сиськи</b>.",🔞
une successeure,преемница,"La <b>successeure</b> du directeur.","<b>Преемница</b> директора.",👩‍💼
hi,хи (смех),"<b>Hi hi hi</b>, c'est drôle !","<b>Хи-хи-хи</b>, смешно!",😂
"réglé, réglée",отрегулированный,"Une affaire <b>réglée</b>.","<b>Решённое</b> дело.",✅
amplifier,усиливать,"<b>Amplifier</b> le son.","<b>Усилить</b> звук.",🔊
soustraire,вычитать; похищать,"<b>Soustraire</b> un nombre.","<b>Вычесть</b> число.",➖
"adolescent, adolescente",подростковый,"L'âge <b>adolescent</b>.","<b>Подростковый</b> возраст.",🧒
un guignol,гиньоль; паяц,"Faire le <b>guignol</b>.","Паясничать.",🤡
une comptabilité,бухгалтерия,"La <b>comptabilité</b> de l'entreprise.","<b>Бухгалтерия</b> компании.",📊
surcharger,перегружать,"<b>Surcharger</b> le camion.","<b>Перегрузить</b> грузовик.",📦
une clameur,крик; вопль,"Une <b>clameur</b> de joie.","<b>Крик</b> радости.",📢
une radiation,излучение; исключение,"Une <b>radiation</b> nucléaire.","Ядерное <b>излучение</b>.",☢️
une anarchie,анархия,"C'est l'<b>anarchie</b> totale !","Это полная <b>анархия</b>!",⚠️
une alternative,альтернатива,"Il n'y a pas d'<b>alternative</b>.","Нет <b>альтернативы</b>.",🔀
une baïonnette,штык,"Charger à la <b>baïonnette</b>.","Атаковать в <b>штыковую</b>.",🗡️
une peseta,песета,"La <b>peseta</b> espagnole.","Испанская <b>песета</b>.",💰
côtoyer,соседствовать,"<b>Côtoyer</b> des gens riches.","<b>Общаться</b> с богатыми.",🤝
une dictature,диктатура,"Vivre sous une <b>dictature</b>.","Жить при <b>диктатуре</b>.",⚠️
un filon,жила; золотая жила,"Trouver un bon <b>filon</b>.","Найти хороший <b>источник</b>.",💰
regrouper,объединять,"<b>Regrouper</b> les données.","<b>Объединить</b> данные.",📊
un coach,тренер,"Mon <b>coach</b> sportif.","Мой спортивный <b>тренер</b>.",🏋️
"plan, plane",плоский; ровный,"Une surface <b>plane</b>.","<b>Плоская</b> поверхность.",📐
"jeté, jetée",выброшенный,"Un objet <b>jeté</b>.","<b>Выброшенный</b> предмет.",🗑️
magnétique,магнитный,"Un champ <b>magnétique</b>.","<b>Магнитное</b> поле.",🧲
un dédain,презрение,"Regarder avec <b>dédain</b>.","Смотреть с <b>презрением</b>.",😒
une salutation,приветствие,"Mes <b>salutations</b>.","Мои <b>приветствия</b>.",👋
colorer,окрашивать,"<b>Colorer</b> un dessin.","<b>Раскрасить</b> рисунок.",🎨
monstre,чудовищный; огромный,"Un succès <b>monstre</b>.","<b>Огромный</b> успех.",🔥
une forge,кузница,"La <b>forge</b> du village.","Деревенская <b>кузница</b>.",🔨
une meute,свора; стая,"Une <b>meute</b> de loups.","<b>Стая</b> волков.",🐺
