French,Russian,ExampleFrench,ExampleRussian,Emoji
énoncer,излагать,"<b>Énoncer</b> une théorie.","<b>Изложить</b> теорию.",🗣️
blinder,бронировать,"<b>Blinder</b> une porte.","<b>Бронировать</b> дверь.",🛡️
"jovial, joviale",жизнерадостный,"Un homme <b>jovial</b>.","<b>Жизнерадостный</b> человек.",😊
momentanément,на мгновение,"<b>Momentanément</b> absent.","<b>На мгновение</b> отсутствует.",⏱️
une vanille,ваниль,"Une glace à la <b>vanille</b>.","<b>Ванильное</b> мороженое.",🍦
"ardu, ardue",трудный,"Une tâche <b>ardue</b>.","<b>Трудная</b> задача.",💪
une potence,виселица,"Mener à la <b>potence</b>.","Вести на <b>виселицу</b>.",⚖️
"regardant, regardante",скупой,"Être <b>regardant</b> sur les dépenses.","Быть <b>скупым</b> в расходах.",💰
un navigateur,навигатор,"Un <b>navigateur</b> GPS.","GPS-<b>навигатор</b>.",🧭
olympique,олимпийский,"Les Jeux <b>olympiques</b>.","<b>Олимпийские</b> игры.",🏅
une sciure,опилки,"De la <b>sciure</b> de bois.","Древесные <b>опилки</b>.",🪵
pan,бах,"<b>Pan</b> ! Un coup de feu.","<b>Бах</b>! Выстрел.",💥
une dynastie,династия,"Une <b>dynastie</b> royale.","Королевская <b>династия</b>.",👑
une indemnité,компенсация,"Recevoir une <b>indemnité</b>.","Получить <b>компенсацию</b>.",💵
une spéculation,спекуляция,"La <b>spéculation</b> immobilière.","<b>Спекуляция</b> недвижимостью.",📈
une teinture,краска,"Une <b>teinture</b> pour cheveux.","<b>Краска</b> для волос.",🎨
un shabbat,шаббат,"Respecter le <b>shabbat</b>.","Соблюдать <b>шаббат</b>.",🕯️
"avantageux, avantageuse",выгодный,"Une offre <b>avantageuse</b>.","<b>Выгодное</b> предложение.",✅
"feint, feinte",притворный,"Une surprise <b>feinte</b>.","<b>Притворное</b> удивление.",🎭
funéraire,похоронный,"Une cérémonie <b>funéraire</b>.","<b>Похоронная</b> церемония.",⚰️
un aval,одобрение,"Donner son <b>aval</b>.","Дать своё <b>одобрение</b>.",✅
un clergé,духовенство,"Le <b>clergé</b> catholique.","Католическое <b>духовенство</b>.",⛪
une confrontation,конфронтация,"Une <b>confrontation</b> violente.","Жёсткая <b>конфронтация</b>.",⚔️
un chaperon,сопровождающий,"Le Petit <b>Chaperon</b> rouge.","Красная <b>Шапочка</b>.",👧
"choquant, choquante",шокирующий,"Une image <b>choquante</b>.","<b>Шокирующее</b> изображение.",😱
glapir,визжать,"Le chiot <b>glapit</b>.","Щенок <b>визжит</b>.",🐕
un arrêté,постановление,"Un <b>arrêté</b> municipal.","Муниципальное <b>постановление</b>.",📜
un baril,бочка,"Un <b>baril</b> de pétrole.","<b>Баррель</b> нефти.",🛢️
un édredon,пуховое одеяло,"Dormir sous l'<b>édredon</b>.","Спать под <b>пуховым одеялом</b>.",🛏️
une rondeur,округлость,"Les <b>rondeurs</b> féminines.","Женские <b>округлости</b>.",🍑
cinéaste,кинорежиссёр,"Un <b>cinéaste</b> célèbre.","Знаменитый <b>кинорежиссёр</b>.",🎬
indemne,невредимый,"Sortir <b>indemne</b>.","Выйти <b>невредимым</b>.",✅
un chacal,шакал,"Un <b>chacal</b> dans le désert.","<b>Шакал</b> в пустыне.",🐕
une disgrâce,опала,"Tomber en <b>disgrâce</b>.","Впасть в <b>опалу</b>.",😔
curer,чистить,"<b>Curer</b> les fossés.","<b>Чистить</b> канавы.",🧹
un damné,проклятый,"Un <b>damné</b> de l'enfer.","<b>Проклятый</b> ада.",👿
un macaroni,макароны,"Un plat de <b>macaronis</b>.","Тарелка <b>макарон</b>.",🍝
un music-hall,мюзик-холл,"Un spectacle de <b>music-hall</b>.","Представление в <b>мюзик-холле</b>.",🎭
une clause,пункт,"Une <b>clause</b> du contrat.","<b>Пункт</b> договора.",📄
comparaître,представать,"<b>Comparaître</b> devant le juge.","<b>Предстать</b> перед судьёй.",⚖️
"perçant, perçante",пронзительный,"Un cri <b>perçant</b>.","<b>Пронзительный</b> крик.",📢
"partiel, partielle",частичный,"Un résultat <b>partiel</b>.","<b>Частичный</b> результат.",📊
respiratoire,дыхательный,"Le système <b>respiratoire</b>.","<b>Дыхательная</b> система.",🫁
un dentifrice,зубная паста,"Un tube de <b>dentifrice</b>.","Тюбик <b>зубной пасты</b>.",🦷
un florin,флорин,"Un <b>florin</b> hollandais.","Голландский <b>флорин</b>.",💰
"danois, danoise",датский,"Un chien <b>danois</b>.","<b>Датский</b> дог.",🐕
un flirt,флирт,"Un léger <b>flirt</b>.","Лёгкий <b>флирт</b>.",💕
