French,Russian,ExampleFrench,ExampleRussian,Emoji
une fringue,одежда (разг.),"J'achète des <b>fringues</b>.","Я покупаю <b>шмотки</b>.",👗
une noix,орех,"Une <b>noix</b> de coco.","<b>Кокосовый</b> орех.",🥥
un tigre,тигр,"Le <b>tigre</b> rugit.","<b>Тигр</b> рычит.",🐅
une charrette,телега,"La <b>charrette</b> à foin.","<b>Телега</b> с сеном.",🛒
émettre,издавать; выпускать,"<b>Émettre</b> un son.","<b>Издавать</b> звук.",🔊
un ski,лыжа,"Faire du <b>ski</b>.","Кататься на <b>лыжах</b>.",⛷️
une institution,институт,"Une <b>institution</b> financière.","Финансовое <b>учреждение</b>.",🏦
ménager,беречь; щадить,"<b>Ménage</b> tes forces.","<b>Береги</b> силы.",💪
un trafic,трафик; торговля,"Le <b>trafic</b> de drogue.","<b>Торговля</b> наркотиками.",🚫
une chevelure,шевелюра,"Une belle <b>chevelure</b>.","Красивая <b>шевелюра</b>.",💇
un chêne,дуб,"Un vieux <b>chêne</b>.","Старый <b>дуб</b>.",🌳
un menu,меню,"Le <b>menu</b> du jour.","<b>Меню</b> дня.",📋
une expédition,экспедиция,"Une <b>expédition</b> polaire.","Полярная <b>экспедиция</b>.",🏔️
une invention,изобретение,"Une grande <b>invention</b>.","Великое <b>изобретение</b>.",💡
accumuler,накапливать,"<b>Accumule</b> des points.","<b>Накапливай</b> очки.",📊
un refuge,убежище,"Un <b>refuge</b> pour animaux.","<b>Приют</b> для животных.",🏠
"menu, menue",мелкий,"Des <b>menus</b> détails.","<b>Мелкие</b> детали.",🔍
baptiser,крестить; называть,"<b>Baptiser</b> un enfant.","<b>Крестить</b> ребёнка.",⛪
un fouet,кнут,"Le <b>fouet</b> claque.","<b>Кнут</b> щёлкает.",🪢
une corne,рог,"Les <b>cornes</b> du taureau.","<b>Рога</b> быка.",🐂
"saoul, saoule",пьяный,"Il est <b>saoul</b>.","Он <b>пьян</b>.",🍺
un bonnet,шапка,"Mets ton <b>bonnet</b>.","Надень <b>шапку</b>.",🧢
un pavé,булыжник,"Les <b>pavés</b> de la rue.","<b>Булыжники</b> на улице.",🧱
une haie,изгородь,"La <b>haie</b> du jardin.","<b>Изгородь</b> сада.",🌿
agenouiller,становиться на колени,"<b>Agenouille</b>-toi.","<b>Встань на колени</b>.",🧎
un bac,паром; бак,"Le <b>bac</b> traverse la rivière.","<b>Паром</b> переправляется.",⛴️
un dégât,ущерб,"Les <b>dégâts</b> sont importants.","<b>Ущерб</b> значительный.",💥
une édition,издание,"La nouvelle <b>édition</b>.","Новое <b>издание</b>.",📚
effectuer,выполнять,"<b>Effectuer</b> une tâche.","<b>Выполнить</b> задачу.",✅
une routine,рутина,"Ma <b>routine</b> matinale.","Моя утренняя <b>рутина</b>.",📅
"caché, cachée",скрытый,"Un trésor <b>caché</b>.","<b>Скрытое</b> сокровище.",🗺️
un ressort,пружина,"Le <b>ressort</b> est cassé.","<b>Пружина</b> сломана.",🔧
un barreau,прут; адвокатура,"Les <b>barreaux</b> de la prison.","<b>Прутья</b> тюрьмы.",🔒
un voisinage,соседство,"Le <b>voisinage</b> est calme.","<b>Соседство</b> тихое.",🏘️
une huile,масло,"L'<b>huile</b> d'olive.","Оливковое <b>масло</b>.",🫒
un comptable,бухгалтер,"Le <b>comptable</b> calcule.","<b>Бухгалтер</b> считает.",🧮
un délice,наслаждение,"Quel <b>délice</b> !","Какое <b>наслаждение</b>!",😋
un paquet,пакет; посылка,"Un <b>paquet</b> de cigarettes.","<b>Пачка</b> сигарет.",📦
une misère,нищета,"Vivre dans la <b>misère</b>.","Жить в <b>нищете</b>.",😢
un crocodile,крокодил,"Le <b>crocodile</b> nage.","<b>Крокодил</b> плывёт.",🐊
une caserne,казарма,"La <b>caserne</b> des pompiers.","Пожарная <b>часть</b>.",🚒
un renard,лиса,"Le <b>renard</b> est rusé.","<b>Лиса</b> хитрая.",🦊
un poêle,печь; сковорода,"Le <b>poêle</b> à bois.","Дровяная <b>печь</b>.",🔥
un sommet,вершина,"Le <b>sommet</b> de la montagne.","<b>Вершина</b> горы.",⛰️
