French,Russian,ExampleFrench,ExampleRussian,Emoji
oeuvrer,трудиться,"<b>Œuvrer</b> pour la paix.","<b>Трудиться</b> ради мира.",☮️
"tumultueux, tumultueuse",бурный,"Une vie <b>tumultueuse</b>.","<b>Бурная</b> жизнь.",🌊
un entêtement,упорство,"Avec <b>entêtement</b>.","С <b>упорством</b>.",💪
un éclatement,разрыв,"L'<b>éclatement</b> d'un pneu.","<b>Разрыв</b> шины.",💥
"apeuré, apeurée",испуганный,"Un regard <b>apeuré</b>.","<b>Испуганный</b> взгляд.",😨
seconder,помогать,"<b>Seconder</b> un collègue.","<b>Помогать</b> коллеге.",🤝
prévisible,предсказуемый,"Un résultat <b>prévisible</b>.","<b>Предсказуемый</b> результат.",🔮
un malfaiteur,злоумышленник,"Un <b>malfaiteur</b> recherché.","Разыскиваемый <b>злоумышленник</b>.",🕵️
un forfait,тариф,"Un <b>forfait</b> téléphonique.","Телефонный <b>тариф</b>.",📱
un remplacement,замена,"Un <b>remplacement</b> temporaire.","Временная <b>замена</b>.",🔄
"provincial, provinciale",провинциальный,"Une ville <b>provinciale</b>.","<b>Провинциальный</b> город.",🏘️
un chaume,солома,"Un toit de <b>chaume</b>.","<b>Соломенная</b> крыша.",🏠
une bousculade,давка,"Une <b>bousculade</b> dans le métro.","<b>Давка</b> в метро.",👥
acrobate,акробат,"Un <b>acrobate</b> de cirque.","Цирковой <b>акробат</b>.",🤸
un badaud,зевака,"Les <b>badauds</b> regardent.","<b>Зеваки</b> смотрят.",👀
une doudou,мягкая игрушка,"La <b>doudou</b> de l'enfant.","<b>Любимая игрушка</b> ребёнка.",🧸
une promo,скидка (разг.),"Une <b>promo</b> exceptionnelle.","Исключительная <b>скидка</b>.",💸
évaporer,испаряться,"L'eau s'<b>évapore</b>.","Вода <b>испаряется</b>.",💨
un labour,пахота,"Le <b>labour</b> des champs.","<b>Пахота</b> полей.",🌾
"télévisé, télévisée",телевизионный,"Un débat <b>télévisé</b>.","<b>Телевизионные</b> дебаты.",📺
une connexion,подключение,"Une <b>connexion</b> internet.","<b>Подключение</b> к интернету.",📶
"accidentel, accidentelle",случайный,"Une mort <b>accidentelle</b>.","<b>Случайная</b> смерть.",😢
"engourdi, engourdie",онемевший,"Des doigts <b>engourdis</b>.","<b>Онемевшие</b> пальцы.",🥶
sniffer,нюхать,"<b>Sniffer</b> de la colle.","<b>Нюхать</b> клей.",⚠️
tourbillonner,кружиться,"Les feuilles <b>tourbillonnent</b>.","Листья <b>кружатся</b>.",🍂
une exploration,исследование,"Une <b>exploration</b> spatiale.","Космическое <b>исследование</b>.",🚀
analogue,аналогичный,"Un cas <b>analogue</b>.","<b>Аналогичный</b> случай.",🔄
"bossu, bossue",горбатый,"Un homme <b>bossu</b>.","<b>Горбатый</b> человек.",👤
recourir,прибегать,"<b>Recourir</b> à la violence.","<b>Прибегнуть</b> к насилию.",⚔️
un bohémien,цыган,"Un <b>bohémien</b> nomade.","Кочевой <b>цыган</b>.",🏕️
un écuyer,оруженосец,"L'<b>écuyer</b> du chevalier.","<b>Оруженосец</b> рыцаря.",⚔️
dentaire,зубной,"Un soin <b>dentaire</b>.","<b>Зубное</b> лечение.",🦷
"normand, normande",нормандский,"La cuisine <b>normande</b>.","<b>Нормандская</b> кухня.",🍎
un panthéon,пантеон,"Le <b>Panthéon</b> de Paris.","Парижский <b>Пантеон</b>.",🏛️
une féminité,женственность,"Avec <b>féminité</b>.","С <b>женственностью</b>.",💅
une bascule,качели,"Jouer à la <b>bascule</b>.","Кататься на <b>качелях</b>.",🛝
peler,чистить,"<b>Peler</b> une pomme.","<b>Чистить</b> яблоко.",🍎
un bagne,каторга,"Envoyer au <b>bagne</b>.","Отправить на <b>каторгу</b>.",⛓️
un cylindre,цилиндр,"Un moteur à six <b>cylindres</b>.","Шестицилиндровый <b>двигатель</b>.",🚗
un enseignant,преподаватель,"Un <b>enseignant</b> dévoué.","Преданный <b>преподаватель</b>.",👨‍🏫
une escouade,отряд,"Une <b>escouade</b> de soldats.","<b>Отряд</b> солдат.",🎖️
une invite,приглашение,"Sur l'<b>invite</b> de quelqu'un.","По <b>приглашению</b> кого-то.",📨
un nounours,мишка,"Un gros <b>nounours</b>.","Большой <b>мишка</b>.",🧸
un boulon,болт,"Serrer un <b>boulon</b>.","Затянуть <b>болт</b>.",🔩
une clémence,милость,"Demander <b>clémence</b>.","Просить <b>милости</b>.",🙏
"vacant, vacante",свободный,"Un poste <b>vacant</b>.","<b>Свободная</b> должность.",📋
un équipier,напарник,"Mon <b>équipier</b> de travail.","Мой рабочий <b>напарник</b>.",🤝
"assourdissant, assourdissante",оглушительный,"Un bruit <b>assourdissant</b>.","<b>Оглушительный</b> шум.",🔊
une sourdine,сурдинка,"En <b>sourdine</b>.","<b>Вполголоса</b>.",🔇
pénitentiaire,пенитенциарный,"Un établissement <b>pénitentiaire</b>.","<b>Пенитенциарное</b> учреждение.",🏛️
"sophistiqué, sophistiquée",изощрённый,"Un système <b>sophistiqué</b>.","<b>Изощрённая</b> система.",🔬
un oracle,оракул,"Consulter l'<b>oracle</b>.","Обратиться к <b>оракулу</b>.",🔮
"immoral, immorale",аморальный,"Un acte <b>immoral</b>.","<b>Аморальный</b> поступок.",😤
indicible,невыразимый,"Une joie <b>indicible</b>.","<b>Невыразимая</b> радость.",✨
sucrer,подслащивать,"<b>Sucrer</b> son café.","<b>Подсластить</b> кофе.",☕
un auvent,навес,"S'abriter sous l'<b>auvent</b>.","Укрыться под <b>навесом</b>.",🏠
"admiratif, admirative",восхищённый,"Un regard <b>admiratif</b>.","<b>Восхищённый</b> взгляд.",😍
furax,в бешенстве,"Il est <b>furax</b> !","Он <b>в бешенстве</b>!",😡
un bunker,бункер,"Se réfugier dans un <b>bunker</b>.","Укрыться в <b>бункере</b>.",🏚️
une reconstruction,восстановление,"La <b>reconstruction</b> de la ville.","<b>Восстановление</b> города.",🏗️
