French,Russian,ExampleFrench,ExampleRussian,Emoji
une pompière,пожарная (ж.),"Elle est <b>pompière</b>.","Она <b>пожарная</b>.",👩‍🚒
une ambassade,посольство,"L'<b>ambassade</b> de France.","<b>Посольство</b> Франции.",🏛️
"disparu, disparue",исчезнувший,"La personne <b>disparue</b>.","<b>Пропавший</b> человек.",❓
un champignon,гриб,"Cueillir des <b>champignons</b>.","Собирать <b>грибы</b>.",🍄
un direct,прямой (удар),"Un <b>direct</b> du gauche.","<b>Прямой</b> левой.",🥊
une hésitation,колебание,"Sans <b>hésitation</b>.","Без <b>колебаний</b>.",🤔
"souriant, souriante",улыбающийся,"Un visage <b>souriant</b>.","<b>Улыбающееся</b> лицо.",😊
"inquiétant, inquiétante",тревожный,"Une nouvelle <b>inquiétante</b>.","<b>Тревожная</b> новость.",😟
une falaise,утёс,"La <b>falaise</b> est haute.","<b>Утёс</b> высокий.",🏔️
une confidence,признание,"Faire une <b>confidence</b>.","Сделать <b>признание</b>.",🤫
une rampe,перила; рампа,"Tiens-toi à la <b>rampe</b>.","Держись за <b>перила</b>.",🪜
"commercial, commerciale",коммерческий,"Un centre <b>commercial</b>.","Торговый <b>центр</b>.",🏬
"glorieux, glorieuse",славный,"Une victoire <b>glorieuse</b>.","<b>Славная</b> победа.",🏆
une capote,шинель; презерватив,"Mets une <b>capote</b>.","Надень <b>презерватив</b>.",🔒
affoler,пугать,"Ne t'<b>affole</b> pas.","Не <b>паникуй</b>.",😱
"municipal, municipale",муниципальный,"Le conseil <b>municipal</b>.","<b>Муниципальный</b> совет.",🏛️
gravement,серьёзно,"Il est <b>gravement</b> blessé.","Он <b>серьёзно</b> ранен.",🏥
un monument,памятник,"Un <b>monument</b> historique.","Исторический <b>памятник</b>.",🗿
un coussin,подушка,"Un <b>coussin</b> de canapé.","Диванная <b>подушка</b>.",🛋️
une flaque,лужа,"Une <b>flaque</b> d'eau.","<b>Лужа</b> воды.",💧
"impérial, impériale",имперский,"Le palais <b>impérial</b>.","<b>Императорский</b> дворец.",👑
un impôt,налог,"Payer ses <b>impôts</b>.","Платить <b>налоги</b>.",💰
une confession,исповедь,"Une <b>confession</b> sincère.","Искренняя <b>исповедь</b>.",⛪
vouer,посвящать,"<b>Vouer</b> sa vie à l'art.","<b>Посвятить</b> жизнь искусству.",🎨
une objection,возражение,"Aucune <b>objection</b>.","Никаких <b>возражений</b>.",✋
une provision,запас,"Faire des <b>provisions</b>.","Делать <b>запасы</b>.",🛒
une sieste,сиеста,"Faire une <b>sieste</b>.","<b>Вздремнуть</b>.",😴
susciter,вызывать,"<b>Susciter</b> l'intérêt.","<b>Вызывать</b> интерес.",💡
"aimé, aimée",любимый,"Mon fils <b>aimé</b>.","Мой <b>любимый</b> сын.",❤️
spécialement,специально,"<b>Spécialement</b> pour toi.","<b>Специально</b> для тебя.",🎁
une punition,наказание,"Une <b>punition</b> sévère.","Суровое <b>наказание</b>.",😔
photographier,фотографировать,"J'aime <b>photographier</b>.","Я люблю <b>фотографировать</b>.",📷
un mannequin,манекен; модель,"Un <b>mannequin</b> de vitrine.","Витринный <b>манекен</b>.",👤
engloutir,поглощать,"Le tsunami a <b>englouti</b> la ville.","Цунами <b>поглотило</b> город.",🌊
un prophète,пророк,"Les paroles du <b>prophète</b>.","Слова <b>пророка</b>.",📜
une phase,фаза,"La première <b>phase</b>.","Первая <b>фаза</b>.",📊
supplémentaire,дополнительный,"Un effort <b>supplémentaire</b>.","<b>Дополнительное</b> усилие.",➕
un appart,квартира (разг.),"Un petit <b>appart</b>.","Маленькая <b>квартирка</b>.",🏠
une bouffe,еда (разг.),"On se fait une <b>bouffe</b> ?","Поедим?",🍔
un méchant,злодей,"Le <b>méchant</b> du film.","<b>Злодей</b> фильма.",😈
"inférieur, inférieure",нижний,"L'étage <b>inférieur</b>.","<b>Нижний</b> этаж.",⬇️
un cognac,коньяк,"Un verre de <b>cognac</b>.","Бокал <b>коньяка</b>.",🥃
une inspiration,вдохновение,"Une source d'<b>inspiration</b>.","Источник <b>вдохновения</b>.",✨
une livraison,доставка,"La <b>livraison</b> est gratuite.","<b>Доставка</b> бесплатная.",📦
un parquet,паркет,"Un <b>parquet</b> en chêne.","Дубовый <b>паркет</b>.",🪵
un cran,зарубка; смелость,"Il a du <b>cran</b>.","У него есть <b>смелость</b>.",💪
un idéal,идеал,"Mon <b>idéal</b> de vie.","Мой <b>идеал</b> жизни.",✨
un pouls,пульс,"Prendre le <b>pouls</b>.","Измерить <b>пульс</b>.",❤️
une hache,топор,"Coupe avec la <b>hache</b>.","Руби <b>топором</b>.",🪓
une déesse,богиня,"Une <b>déesse</b> grecque.","Греческая <b>богиня</b>.",👑
un bouclier,щит,"Lève ton <b>bouclier</b>.","Подними <b>щит</b>.",🛡️
cultiver,выращивать,"<b>Cultiver</b> des légumes.","<b>Выращивать</b> овощи.",🥕
rajouter,добавлять,"<b>Rajoute</b> du sel.","<b>Добавь</b> соли.",🧂
botter,бить ногой,"<b>Botter</b> le ballon.","<b>Пнуть</b> мяч.",⚽
"oublié, oubliée",забытый,"Un ami <b>oublié</b>.","<b>Забытый</b> друг.",🤔
"uni, unie",объединённый,"Les Nations <b>Unies</b>.","<b>Объединённые</b> Нации.",🌍
"actif, active",активный,"Un mode de vie <b>actif</b>.","<b>Активный</b> образ жизни.",🏃
un toast,тост,"Porter un <b>toast</b>.","Произнести <b>тост</b>.",🥂
une gentillesse,доброта,"Merci pour ta <b>gentillesse</b>.","Спасибо за твою <b>доброту</b>.",😊
une gorgée,глоток,"Une <b>gorgée</b> d'eau.","<b>Глоток</b> воды.",💧
larguer,сбрасывать; бросать,"<b>Largue</b> les amarres.","<b>Отдай</b> швартовы.",⚓
"insensé, insensée",безумный,"Un projet <b>insensé</b>.","<b>Безумный</b> проект.",🤪
un pull,свитер,"Mets ton <b>pull</b>.","Надень <b>свитер</b>.",🧥
métallique,металлический,"Un son <b>métallique</b>.","<b>Металлический</b> звук.",🔩
