French,Russian,ExampleFrench,ExampleRussian,Emoji
une pente,склон,"La <b>pente</b> est raide.","<b>Склон</b> крутой.",⛷️
une barque,лодка,"La <b>barque</b> flotte.","<b>Лодка</b> плывёт.",🛶
une écriture,письмо; почерк,"J'aime ton <b>écriture</b>.","Мне нравится твой <b>почерк</b>.",✍️
un voyou,хулиган,"C'est un <b>voyou</b>.","Он <b>хулиган</b>.",👊
marrer,смеяться (разг.),"On s'est bien <b>marrés</b>.","Мы здорово <b>посмеялись</b>.",😂
un panier,корзина,"Mets ça dans le <b>panier</b>.","Положи это в <b>корзину</b>.",🧺
tordre,скручивать,"<b>Tords</b> le linge.","<b>Выжми</b> бельё.",🔄
gratter,чесать; царапать,"Ne <b>gratte</b> pas !","Не <b>чеши</b>!",✋
un dessous,низ; нижнее бельё,"C'est <b>dessous</b>.","Это <b>внизу</b>.",⬇️
un écart,разница; отклонение,"L'<b>écart</b> de prix.","<b>Разница</b> в цене.",📊
un jus,сок,"Un <b>jus</b> d'orange.","Апельсиновый <b>сок</b>.",🍊
dérouler,разворачивать,"L'action se <b>déroule</b> à Paris.","Действие <b>происходит</b> в Париже.",📜
"discret, discrète",скромный; незаметный,"Sois <b>discret</b>.","Будь <b>незаметным</b>.",🤫
un sourcil,бровь,"Lève les <b>sourcils</b>.","Подними <b>брови</b>.",🤨
"espagnol, espagnole",испанский,"La langue <b>espagnole</b>.","<b>Испанский</b> язык.",🇪🇸
"familial, familiale",семейный,"Une affaire <b>familiale</b>.","<b>Семейное</b> дело.",👨‍👩‍👧
"mortel, mortelle",смертельный,"C'est une blessure <b>mortelle</b>.","Это <b>смертельная</b> рана.",💀
un réveil,будильник; пробуждение,"Le <b>réveil</b> sonne.","<b>Будильник</b> звонит.",⏰
fixe,неподвижный; фиксированный,"Un prix <b>fixe</b>.","<b>Фиксированная</b> цена.",📌
un balcon,балкон,"J'ai un <b>balcon</b>.","У меня есть <b>балкон</b>.",🏠
pourrir,гнить,"Les fruits <b>pourrissent</b>.","Фрукты <b>гниют</b>.",🍎
un entretien,собеседование; уход,"J'ai un <b>entretien</b> demain.","У меня завтра <b>собеседование</b>.",💼
un maire,мэр,"Le <b>maire</b> de la ville.","<b>Мэр</b> города.",🏛️
lâche,трусливый,"Ne sois pas <b>lâche</b>.","Не будь <b>трусом</b>.",🐔
un motif,мотив; узор,"Quel est le <b>motif</b> ?","Каков <b>мотив</b>?",🤔
une vallée,долина,"La <b>vallée</b> est magnifique.","<b>Долина</b> великолепна.",🏞️
tremper,макать; промокать,"<b>Trempe</b> le biscuit.","<b>Обмакни</b> печенье.",🍪
concevoir,задумывать; понимать,"J'ai du mal à <b>concevoir</b>.","Мне трудно это <b>понять</b>.",🤔
"franc, franche",честный; прямой,"Sois <b>franc</b> avec moi.","Будь <b>честен</b> со мной.",💬
"cassé, cassée",сломанный,"Le verre est <b>cassé</b>.","Стакан <b>разбит</b>.",💔
un écho,эхо,"J'entends un <b>écho</b>.","Я слышу <b>эхо</b>.",🔊
un équilibre,равновесие,"Garde ton <b>équilibre</b>.","Держи <b>равновесие</b>.",⚖️
une aiguille,игла; стрелка,"L'<b>aiguille</b> de l'horloge.","<b>Стрелка</b> часов.",🕐
une galerie,галерея,"La <b>galerie</b> d'art.","<b>Галерея</b> искусств.",🖼️
balayer,подметать,"<b>Balaye</b> le sol.","<b>Подмети</b> пол.",🧹
rougir,краснеть,"Elle <b>rougit</b> facilement.","Она легко <b>краснеет</b>.",😊
une conduite,поведение; вождение,"Ta <b>conduite</b> est exemplaire.","Твоё <b>поведение</b> примерное.",✅
un voyageur,путешественник,"Le <b>voyageur</b> est fatigué.","<b>Путешественник</b> устал.",🧳
une souris,мышь,"La <b>souris</b> d'ordinateur.","Компьютерная <b>мышь</b>.",🖱️
un scandale,скандал,"C'est un <b>scandale</b> !","Это <b>скандал</b>!",😱
une crème,крем,"La <b>crème</b> glacée.","<b>Мороженое</b>.",🍦
un cercueil,гроб,"Le <b>cercueil</b> est fermé.","<b>Гроб</b> закрыт.",⚰️
une couronne,корона,"La <b>couronne</b> du roi.","<b>Корона</b> короля.",👑
un acier,сталь,"C'est en <b>acier</b>.","Это из <b>стали</b>.",🔩
déborder,переливаться через край,"Le verre <b>déborde</b>.","Стакан <b>переливается</b>.",💧
"professionnel, professionnelle",профессиональный,"C'est un travail <b>professionnel</b>.","Это <b>профессиональная</b> работа.",💼
un flanc,бок; склон,"Le <b>flanc</b> de la montagne.","<b>Склон</b> горы.",⛰️
une taule,тюрьма (разг.),"Il est en <b>taule</b>.","Он в <b>тюряге</b>.",🔒
un véhicule,транспортное средство,"C'est un <b>véhicule</b> électrique.","Это <b>электромобиль</b>.",🚗
ivre,пьяный,"Il est <b>ivre</b>.","Он <b>пьян</b>.",🍺
semer,сеять,"<b>Sème</b> des graines.","<b>Посей</b> семена.",🌱
coiffer,причёсывать,"<b>Coiffe</b>-toi.","<b>Причешись</b>.",💇
un rein,почка,"J'ai mal aux <b>reins</b>.","У меня болит <b>поясница</b>.",🩺
"courageux, courageuse",храбрый,"Tu es <b>courageux</b>.","Ты <b>храбрый</b>.",🦸
renseigner,информировать,"Pouvez-vous me <b>renseigner</b> ?","Можете меня <b>проинформировать</b>?",❓
une poubelle,мусорное ведро,"Jette ça à la <b>poubelle</b>.","Выбрось это в <b>мусорку</b>.",🗑️
correspondre,соответствовать; переписываться,"Ça ne <b>correspond</b> pas.","Это не <b>соответствует</b>.",✉️
une catastrophe,катастрофа,"C'est une <b>catastrophe</b> !","Это <b>катастрофа</b>!",😱
une protection,защита,"La <b>protection</b> de l'environnement.","<b>Защита</b> окружающей среды.",🛡️
consoler,утешать,"<b>Console</b>-la.","<b>Утешь</b> её.",🤗
un ours,медведь,"L'<b>ours</b> dort.","<b>Медведь</b> спит.",🐻
une tournée,тур; обход,"La <b>tournée</b> des bars.","<b>Обход</b> баров.",🍻
une dignité,достоинство,"Garde ta <b>dignité</b>.","Сохраняй <b>достоинство</b>.",👔
