French,Russian,ExampleFrench,ExampleRussian,Emoji
un livret,книжечка,"Un <b>livret</b> d'épargne.","Сберегательная <b>книжка</b>.",📘
cheminer,продвигаться,"<b>Cheminer</b> lentement.","<b>Продвигаться</b> медленно.",🚶
une péniche,баржа,"Vivre sur une <b>péniche</b>.","Жить на <b>барже</b>.",🚢
dérailler,сходить с рельсов,"Le train <b>déraille</b>.","Поезд <b>сходит с рельсов</b>.",🚂
une doublure,подкладка,"La <b>doublure</b> du manteau.","<b>Подкладка</b> пальто.",🧥
une navigation,навигация,"La <b>navigation</b> maritime.","Морская <b>навигация</b>.",🧭
un trèfle,клевер,"Un <b>trèfle</b> à quatre feuilles.","Четырёхлистный <b>клевер</b>.",🍀
une faïence,фаянс,"De la <b>faïence</b> bleue.","Голубой <b>фаянс</b>.",🍶
d'emblée,сразу,"Accepter <b>d'emblée</b>.","Согласиться <b>сразу</b>.",✅
un campement,лагерь,"Un <b>campement</b> de fortune.","Временный <b>лагерь</b>.",⛺
un croisement,перекрёсток,"Au <b>croisement</b> des routes.","На <b>перекрёстке</b> дорог.",🚦
moralement,морально,"<b>Moralement</b> acceptable.","<b>Морально</b> приемлемо.",👼
pacifique,мирный,"Une solution <b>pacifique</b>.","<b>Мирное</b> решение.",☮️
"écoeurant, écoeurante",тошнотворный,"Une odeur <b>écoeurante</b>.","<b>Тошнотворный</b> запах.",🤢
un proviseur,директор школы,"Le <b>proviseur</b> du lycée.","<b>Директор</b> лицея.",🏫
une carapace,панцирь,"La <b>carapace</b> de tortue.","<b>Панцирь</b> черепахи.",🐢
un hareng,сельдь,"Un <b>hareng</b> fumé.","Копчёная <b>сельдь</b>.",🐟
un mammouth,мамонт,"Un <b>mammouth</b> préhistorique.","Доисторический <b>мамонт</b>.",🦣
un évangile,евангелие,"L'<b>Évangile</b> selon Saint Jean.","<b>Евангелие</b> от Иоанна.",📖
"moustachu, moustachue",усатый,"Un homme <b>moustachu</b>.","<b>Усатый</b> мужчина.",🥸
renouer,возобновлять,"<b>Renouer</b> une amitié.","<b>Возобновить</b> дружбу.",🤝
une anatomie,анатомия,"L'<b>anatomie</b> humaine.","Человеческая <b>анатомия</b>.",🏥
embellir,украшать,"<b>Embellir</b> la maison.","<b>Украсить</b> дом.",🏡
techniquement,технически,"<b>Techniquement</b> possible.","<b>Технически</b> возможно.",⚙️
arnaquer,обманывать,"Se faire <b>arnaquer</b>.","<b>Обмануться</b>.",💸
déboutonner,расстёгивать,"<b>Déboutonner</b> sa chemise.","<b>Расстегнуть</b> рубашку.",👔
un embarquement,посадка,"L'<b>embarquement</b> des passagers.","<b>Посадка</b> пассажиров.",✈️
une flanelle,фланель,"Un pyjama en <b>flanelle</b>.","Пижама из <b>фланели</b>.",🧵
un clodo,бомж,"Un pauvre <b>clodo</b>.","Бедный <b>бомж</b>.",🧔
une croissance,рост,"La <b>croissance</b> économique.","Экономический <b>рост</b>.",📈
un cru,сорт вина,"Un grand <b>cru</b>.","Великий <b>сорт</b>.",🍷
"gâté, gâtée",избалованный,"Un enfant <b>gâté</b>.","<b>Избалованный</b> ребёнок.",👶
un emprunt,заём,"Faire un <b>emprunt</b>.","Взять <b>заём</b>.",💰
une contrainte,ограничение,"Sans <b>contrainte</b>.","Без <b>ограничений</b>.",🚫
"essoufflé, essoufflée",запыхавшийся,"Arriver <b>essoufflé</b>.","Прибежать <b>запыхавшись</b>.",😮‍💨
un parchemin,пергамент,"Un vieux <b>parchemin</b>.","Старый <b>пергамент</b>.",📜
une grossièreté,грубость,"Dire des <b>grossièretés</b>.","Говорить <b>грубости</b>.",😤
un huissier,судебный пристав,"L'<b>huissier</b> de justice.","Судебный <b>пристав</b>.",⚖️
pardi,ещё бы,"<b>Pardi</b>, c'est évident !","<b>Ещё бы</b>, это очевидно!",😊
un réduit,чулан,"Un petit <b>réduit</b>.","Маленький <b>чулан</b>.",🚪
un tintement,звон,"Le <b>tintement</b> des cloches.","<b>Звон</b> колоколов.",🔔
une béquille,костыль,"Marcher avec des <b>béquilles</b>.","Ходить на <b>костылях</b>.",🏥
une pédale,педаль,"Appuyer sur la <b>pédale</b>.","Нажать на <b>педаль</b>.",🚲
"anodin, anodine",безобидный,"Une remarque <b>anodine</b>.","<b>Безобидное</b> замечание.",😊
pourpre,пурпурный,"Une robe <b>pourpre</b>.","<b>Пурпурное</b> платье.",🟣
un ogre,людоед,"Un <b>ogre</b> affamé.","Голодный <b>людоед</b>.",👹
une oppression,угнетение,"Vivre sous l'<b>oppression</b>.","Жить под <b>гнётом</b>.",😔
un carburant,топливо,"Le prix du <b>carburant</b>.","Цена <b>топлива</b>.",⛽
sautiller,подпрыгивать,"<b>Sautiller</b> de joie.","<b>Подпрыгивать</b> от радости.",🐰
une avant-garde,авангард,"L'<b>avant-garde</b> artistique.","Художественный <b>авангард</b>.",🎨
vénérable,почтенный,"Un <b>vénérable</b> vieillard.","<b>Почтенный</b> старец.",👴
"délirant, délirante",бредовый,"Une idée <b>délirante</b>.","<b>Бредовая</b> идея.",🤯
une camelote,барахло,"De la <b>camelote</b> bon marché.","Дешёвое <b>барахло</b>.",📦
"désastreux, désastreuse",катастрофический,"Un résultat <b>désastreux</b>.","<b>Катастрофический</b> результат.",💥
refouler,подавлять,"<b>Refouler</b> ses émotions.","<b>Подавлять</b> эмоции.",😶
un descendant,потомок,"Les <b>descendants</b> du roi.","<b>Потомки</b> короля.",👪
une bannière,знамя,"Brandir une <b>bannière</b>.","Размахивать <b>знаменем</b>.",🚩
"objectif, objective",объективный,"Un jugement <b>objectif</b>.","<b>Объективное</b> суждение.",⚖️
"verbal, verbale",устный,"Un accord <b>verbal</b>.","<b>Устная</b> договорённость.",🗣️
inlassablement,неутомимо,"Travailler <b>inlassablement</b>.","<b>Неутомимо</b> работать.",💪
