French,Russian,ExampleFrench,ExampleRussian,Emoji
orienter,ориентировать,"<b>Orienter</b> les touristes.","<b>Сориентировать</b> туристов.",🧭
saler,солить,"<b>Saler</b> la soupe.","<b>Посолить</b> суп.",🧂
ajuster,подгонять,"<b>Ajuster</b> les paramètres.","<b>Настроить</b> параметры.",🔧
"accompli, accomplie",совершённый,"Un fait <b>accompli</b>.","Свершившийся <b>факт</b>.",✅
"vertical, verticale",вертикальный,"Une ligne <b>verticale</b>.","<b>Вертикальная</b> линия.",📏
une carcasse,каркас,"La <b>carcasse</b> d'un avion.","<b>Каркас</b> самолёта.",✈️
miner,подрывать,"<b>Miner</b> le moral.","<b>Подрывать</b> моральный дух.",😔
"salé, salée",солёный,"Un plat trop <b>salé</b>.","Слишком <b>солёное</b> блюдо.",🧂
une pommette,скула,"De hautes <b>pommettes</b>.","Высокие <b>скулы</b>.",👤
"allongé, allongée",удлинённый,"Un visage <b>allongé</b>.","<b>Удлинённое</b> лицо.",📏
dorénavant,отныне,"<b>Dorénavant</b>, je change.","<b>Отныне</b> я меняюсь.",⏰
"industriel, industrielle",промышленный,"Une zone <b>industrielle</b>.","<b>Промышленная</b> зона.",🏭
monotone,монотонный,"Une voix <b>monotone</b>.","<b>Монотонный</b> голос.",😐
un précédent,прецедент,"Un <b>précédent</b> dangereux.","Опасный <b>прецедент</b>.",⚠️
un vaurien,негодяй,"Un petit <b>vaurien</b>.","Маленький <b>негодник</b>.",😈
présider,председательствовать,"<b>Présider</b> une réunion.","<b>Председательствовать</b> на собрании.",👨‍💼
une exaltation,экзальтация,"Une grande <b>exaltation</b>.","Большое <b>воодушевление</b>.",🤩
un pirate,пират,"Un <b>pirate</b> des Caraïbes.","Карибский <b>пират</b>.",🏴‍☠️
une navette,шаттл,"Une <b>navette</b> spatiale.","<b>Космический</b> челнок.",🚀
"navré, navrée",огорчённый,"Je suis <b>navré</b>.","Я <b>сожалею</b>.",😔
un esclavage,рабство,"L'abolition de l'<b>esclavage</b>.","Отмена <b>рабства</b>.",⛓️
conférer,присваивать,"<b>Conférer</b> un titre.","<b>Присвоить</b> титул.",🏅
une aisance,лёгкость,"Avec <b>aisance</b>.","С <b>лёгкостью</b>.",😌
farcir,фаршировать,"<b>Farcir</b> une dinde.","<b>Фаршировать</b> индейку.",🦃
une formalité,формальность,"Une simple <b>formalité</b>.","Простая <b>формальность</b>.",📝
une valse,вальс,"Danser une <b>valse</b>.","Танцевать <b>вальс</b>.",💃
"expert, experte",опытный,"Un avis <b>expert</b>.","<b>Экспертное</b> мнение.",🎓
une saveur,вкус,"Une <b>saveur</b> exquise.","Изысканный <b>вкус</b>.",😋
une nourrice,няня,"Engager une <b>nourrice</b>.","Нанять <b>няню</b>.",👶
une dépêche,телеграмма,"Envoyer une <b>dépêche</b>.","Отправить <b>телеграмму</b>.",📨
un melon,дыня,"Un <b>melon</b> mûr.","Спелая <b>дыня</b>.",🍈
intolérable,нестерпимый,"Une chaleur <b>intolérable</b>.","<b>Нестерпимая</b> жара.",🥵
confronter,сопоставлять,"<b>Confronter</b> les témoins.","<b>Сопоставить</b> показания.",🔍
munir,снабжать,"Se <b>munir</b> d'un passeport.","<b>Взять с собой</b> паспорт.",📔
"sot, sotte",глупый,"Un <b>sot</b> personnage.","<b>Глупый</b> персонаж.",🤦
exhiber,выставлять,"<b>Exhiber</b> ses muscles.","<b>Показывать</b> мышцы.",💪
un parasite,паразит,"Un <b>parasite</b> intestinal.","Кишечный <b>паразит</b>.",🦠
une fréquence,частота,"Une <b>fréquence</b> radio.","Радио<b>частота</b>.",📻
un raté,осечка,"Un <b>raté</b> du moteur.","<b>Осечка</b> двигателя.",🚗
un baptême,крещение,"Le <b>baptême</b> d'un enfant.","<b>Крещение</b> ребёнка.",⛪
un carnaval,карнавал,"Le <b>carnaval</b> de Rio.","<b>Карнавал</b> в Рио.",🎭
un nettoyage,уборка,"Un <b>nettoyage</b> en profondeur.","Генеральная <b>уборка</b>.",🧹
terrifier,ужасать,"Ça me <b>terrifie</b>.","Это меня <b>ужасает</b>.",😱
arrondir,округлять,"<b>Arrondir</b> les angles.","<b>Сглаживать</b> углы.",⭕
un raisonnement,рассуждение,"Un <b>raisonnement</b> logique.","Логическое <b>рассуждение</b>.",🧠
un mollet,икра ноги,"Un <b>mollet</b> musclé.","Мускулистая <b>икра</b>.",🦵
présumer,предполагать,"<b>Présumer</b> innocent.","<b>Предполагать</b> невиновным.",⚖️
