French,Russian,ExampleFrench,ExampleRussian,Emoji
une police,полиция,"Appelez la <b>police</b>, s'il vous plaît !","Позвоните в <b>полицию</b>, пожалуйста!",🚔
un verre,стакан,"Tu veux un <b>verre</b> d'eau ?","Хочешь <b>стакан</b> воды?",🥛
un gars,парень (разг.),"C'est un bon <b>gars</b>, tu peux lui faire confiance.","Он хороший <b>парень</b>, ему можно доверять.",👦
autour,вокруг,"Il y a beaucoup d'arbres <b>autour</b> de la maison.","<b>Вокруг</b> дома много деревьев.",🔄
une lettre,письмо; буква,"J'ai reçu une <b>lettre</b> de mon ami.","Я получил <b>письмо</b> от друга.",✉️
dès,с; начиная с,"<b>Dès</b> que possible, je t'appelle.","<b>Как только</b> возможно, я тебе позвоню.",⏰
un reste,остаток,"Mange le <b>reste</b> de ton repas.","Доешь <b>остаток</b> своей еды.",🍽️
souvent,часто,"Je vais <b>souvent</b> au gym.","Я <b>часто</b> хожу в спортзал.",🔁
un genre,"вид; жанр; род","Quel <b>genre</b> de musique tu aimes ?","Какой <b>жанр</b> музыки тебе нравится?",🎵
cacher,прятать,"Ne <b>cache</b> pas tes émotions.","Не <b>прячь</b> свои эмоции.",🙈
près,близко; рядом,"J'habite <b>près</b> du centre-ville.","Я живу <b>рядом</b> с центром.",📍
un silence,тишина,"Le <b>silence</b> de la forêt est apaisant.","<b>Тишина</b> леса успокаивает.",🤫
courir,бежать,"Je <b>cours</b> tous les matins dans le parc.","Я <b>бегаю</b> каждое утро в парке.",🏃
battre,бить; побеждать,"Mon cœur <b>bat</b> très fort.","Моё сердце <b>бьётся</b> очень сильно.",💓
offrir,дарить; предлагать,"Je vais t'<b>offrir</b> un cadeau.","Я <b>подарю</b> тебе подарок.",🎁
une sorte,вид; род,"C'est une <b>sorte</b> de soupe québécoise.","Это <b>вид</b> квебекского супа.",🔄
un salut,привет; спасение,"<b>Salut</b>, ça va ?","<b>Привет</b>, как дела?",👋
pousser,"толкать; расти","<b>Pousse</b> la porte, elle est bloquée.","<b>Толкни</b> дверь, она застряла.",👋
une lumière,свет,"Allume la <b>lumière</b>, il fait noir.","Включи <b>свет</b>, темно.",💡
un droit,право,"Tu as le <b>droit</b> de rester silencieux.","У тебя есть <b>право</b> хранить молчание.",⚖️
bouger,двигаться,"Ne <b>bouge</b> pas, je prends une photo !","Не <b>двигайся</b>, я фотографирую!",📸
apporter,приносить,"Peux-tu m'<b>apporter</b> un café ?","Можешь <b>принести</b> мне кофе?",☕
un bois,лес; дерево (материал),"On va se promener dans le <b>bois</b>.","Пойдём гулять в <b>лес</b>.",🌲
fort,сильно; громко,"Parle plus <b>fort</b>, je ne t'entends pas.","Говори <b>громче</b>, я тебя не слышу.",📢
coucher,укладывать спать,"Je me <b>couche</b> tôt le dimanche.","В воскресенье я <b>ложусь</b> рано.",🛏️
sauver,спасать,"Tu m'as <b>sauvé</b> la vie !","Ты <b>спас</b> мне жизнь!",🦸
autant,"столько же; так же","J'aime <b>autant</b> le café que le thé.","Я люблю кофе <b>так же</b>, как и чай.",⚖️
un papa,папа,"Mon <b>papa</b> m'appelle chaque semaine.","Мой <b>папа</b> звонит мне каждую неделю.",👨
un endroit,место,"C'est un bel <b>endroit</b> pour pique-niquer.","Это красивое <b>место</b> для пикника.",📍
hé,эй,"<b>Hé</b>, attends-moi !","<b>Эй</b>, подожди меня!",👋
désoler,огорчать,"Je suis <b>désolé</b> pour le retard.","<b>Извини</b> за опоздание.",😔
"joli, jolie","красивый, -ая; милый, -ая","Quelle <b>jolie</b> robe tu portes !","Какое <b>милое</b> платье ты носишь!",🌸
un jeu,игра,"Les enfants aiment ce <b>jeu</b> vidéo.","Дети любят эту видео<b>игру</b>.",🎮
une face,лицо; сторона,"Regarde-moi en <b>face</b> quand tu parles.","Смотри мне в <b>лицо</b>, когда говоришь.",😐
pauvre,бедный,"<b>Pauvre</b> garçon, il a perdu son chien.","<b>Бедный</b> мальчик, он потерял собаку.",😢
une école,школа,"Mon fils va à l'<b>école</b> française.","Мой сын ходит во французскую <b>школу</b>.",🏫
un film,фильм,"J'ai vu un bon <b>film</b> québécois hier.","Вчера посмотрел хороший квебекский <b>фильм</b>.",🎬
un cheveu,"волос (мн. cheveux — волосы)","J'ai les <b>cheveux</b> bruns.","У меня тёмные <b>волосы</b>.",💇
propre,"собственный; чистый","C'est ma <b>propre</b> décision.","Это моё <b>собственное</b> решение.",✨
un mur,стена,"Il y a un tableau sur le <b>mur</b>.","На <b>стене</b> висит картина.",🧱
pleurer,плакать,"Ne <b>pleure</b> pas, tout va s'arranger.","Не <b>плачь</b>, всё наладится.",😢
un esprit,ум; дух,"Il a l'<b>esprit</b> vif et curieux.","У него живой и любознательный <b>ум</b>.",🧠
un compte,счёт,"J'ai ouvert un <b>compte</b> en banque.","Я открыл банковский <b>счёт</b>.",💳
bientôt,скоро,"À <b>bientôt</b>, on se revoit demain !","До скорого, увидимся завтра!",⏰
voler,"летать; воровать","L'avion <b>vole</b> vers Montréal.","Самолёт <b>летит</b> в Монреаль.",✈️
un âge,возраст,"Quel est ton <b>âge</b> ?","Какой у тебя <b>возраст</b>?",🎂
aucun,никакой,"Je n'ai <b>aucun</b> problème avec ça.","У меня нет <b>никаких</b> проблем с этим.",🚫
tellement,"так; настолько","Je suis <b>tellement</b> fatigué aujourd'hui.","Я <b>так</b> устал сегодня.",📈
permettre,позволять,"<b>Permettez</b>-moi de me présenter.","<b>Позвольте</b> представиться.",✅
