French,Russian,ExampleFrench,ExampleRussian,Emoji
un vice,порок,"C'est son <b>vice</b>.","Это его <b>порок</b>.",😈
un cerf,олень,"Le <b>cerf</b> court.","<b>Олень</b> бежит.",🦌
une mousse,пена; мох,"La <b>mousse</b> de bière.","Пивная <b>пена</b>.",🍺
assommer,оглушать,"Il l'a <b>assommé</b>.","Он его <b>оглушил</b>.",💫
"indifférent, indifférente",безразличный,"Il reste <b>indifférent</b>.","Он остаётся <b>безразличным</b>.",😐
expédier,отправлять,"<b>Expédie</b> le colis.","<b>Отправь</b> посылку.",📮
une destruction,разрушение,"La <b>destruction</b> totale.","Полное <b>разрушение</b>.",💥
"abandonné, abandonnée",заброшенный,"Une maison <b>abandonnée</b>.","<b>Заброшенный</b> дом.",🏚️
une alarme,тревога,"L'<b>alarme</b> sonne.","<b>Сигнализация</b> звучит.",🚨
une vocation,призвание,"C'est ma <b>vocation</b>.","Это моё <b>призвание</b>.",💫
un murmure,шёпот,"Un <b>murmure</b> à l'oreille.","<b>Шёпот</b> на ухо.",🤫
ramper,ползать,"Le bébé <b>rampe</b>.","Малыш <b>ползает</b>.",🐛
un passant,прохожий,"Un <b>passant</b> m'a aidé.","<b>Прохожий</b> мне помог.",🚶
un jet,струя,"Un <b>jet</b> d'eau.","<b>Струя</b> воды.",💧
un sapin,ель,"Le <b>sapin</b> de Noël.","Рождественская <b>ёлка</b>.",🎄
effectivement,действительно,"<b>Effectivement</b>, c'est vrai.","<b>Действительно</b>, это правда.",✅
décidément,определённо,"<b>Décidément</b>, tu as raison.","<b>Определённо</b>, ты прав.",💡
un engagement,обязательство,"J'ai pris un <b>engagement</b>.","Я взял на себя <b>обязательство</b>.",📝
une électricité,электричество,"Pas d'<b>électricité</b>.","Нет <b>электричества</b>.",⚡
une barrière,барьер,"Passe la <b>barrière</b>.","Перейди <b>барьер</b>.",🚧
un boeuf,бык; говядина,"Un steak de <b>bœuf</b>.","Бифштекс из <b>говядины</b>.",🥩
"honteux, honteuse",постыдный,"C'est <b>honteux</b>.","Это <b>постыдно</b>.",😳
quoique,хотя,"<b>Quoique</b> fatigué, je continue.","<b>Хотя</b> устал, продолжаю.",🤔
glacer,леденить,"Son regard m'a <b>glacé</b>.","Его взгляд меня <b>заморозил</b>.",❄️
un tonnerre,гром,"Le <b>tonnerre</b> gronde.","<b>Гром</b> гремит.",⛈️
pratique,практичный,"C'est très <b>pratique</b>.","Это очень <b>практично</b>.",👍
une marge,поле (страницы); маржа,"Écris dans la <b>marge</b>.","Пиши на <b>полях</b>.",📄
une torture,пытка,"C'est une <b>torture</b>.","Это <b>пытка</b>.",😣
une ardeur,пыл,"Avec <b>ardeur</b>.","С <b>пылом</b>.",🔥
une marée,прилив,"La <b>marée</b> monte.","<b>Прилив</b> наступает.",🌊
régulièrement,регулярно,"Je m'entraîne <b>régulièrement</b>.","Я <b>регулярно</b> тренируюсь.",📅
complice,сообщник,"Il est son <b>complice</b>.","Он его <b>сообщник</b>.",🤝
débile,дебильный (разг.),"C'est <b>débile</b>.","Это <b>тупо</b>.",🙄
une mairie,мэрия,"La <b>mairie</b> de la ville.","<b>Мэрия</b> города.",🏛️
"suspect, suspecte",подозрительный,"Une personne <b>suspecte</b>.","<b>Подозрительный</b> человек.",🤨
"enfantin, enfantine",детский,"Un jeu <b>enfantin</b>.","<b>Детская</b> игра.",🧸
revivre,оживать,"Je me sens <b>revivre</b>.","Я чувствую, что <b>оживаю</b>.",🌱
un aîné,старший,"C'est mon <b>aîné</b>.","Это мой <b>старший</b>.",👨
un machin,штуковина (разг.),"Passe-moi ce <b>machin</b>.","Дай мне эту <b>штуковину</b>.",🔧
un organe,орган,"Un <b>organe</b> vital.","Жизненно важный <b>орган</b>.",❤️
évacuer,эвакуировать,"<b>Évacuez</b> le bâtiment.","<b>Эвакуируйте</b> здание.",🚪
un pétrole,нефть,"Le prix du <b>pétrole</b>.","Цена на <b>нефть</b>.",🛢️
une venue,приход,"Depuis sa <b>venue</b>.","С его <b>прихода</b>.",👋
vidéo,видео,"Une caméra <b>vidéo</b>.","<b>Видео</b>камера.",📹
un laboratoire,лаборатория,"Le <b>laboratoire</b> de recherche.","Исследовательская <b>лаборатория</b>.",🔬
limiter,ограничивать,"<b>Limite</b> les dépenses.","<b>Ограничь</b> расходы.",📉
une fontaine,фонтан,"La <b>fontaine</b> coule.","<b>Фонтан</b> течёт.",⛲
un musicien,музыкант,"Un <b>musicien</b> talentueux.","Талантливый <b>музыкант</b>.",🎵
une intervention,вмешательство,"Une <b>intervention</b> chirurgicale.","Хирургическое <b>вмешательство</b>.",🏥
