French,Russian,ExampleFrench,ExampleRussian,Emoji
une remarque,замечание,"Une <b>remarque</b> pertinente.","Уместное <b>замечание</b>.",💡
abriter,укрывать,"Le toit <b>abrite</b> de la pluie.","Крыша <b>укрывает</b> от дождя.",🏠
"romain, romaine",римский,"L'Empire <b>romain</b>.","<b>Римская</b> империя.",🏛️
un centimètre,сантиметр,"Deux <b>centimètres</b>.","Два <b>сантиметра</b>.",📏
un bec,клюв,"Le <b>bec</b> de l'oiseau.","<b>Клюв</b> птицы.",🐦
un carré,квадрат,"Un <b>carré</b> parfait.","Идеальный <b>квадрат</b>.",⬜
un maximum,максимум,"Fais le <b>maximum</b>.","Сделай <b>максимум</b>.",💯
un scénario,сценарий,"Le <b>scénario</b> du film.","<b>Сценарий</b> фильма.",🎬
une civilisation,цивилизация,"Une ancienne <b>civilisation</b>.","Древняя <b>цивилизация</b>.",🏛️
un pasteur,пастор,"Le <b>pasteur</b> prêche.","<b>Пастор</b> проповедует.",⛪
dérober,красть,"On lui a <b>dérobé</b> son sac.","У него <b>украли</b> сумку.",🎒
nouer,завязывать,"<b>Noue</b> ta cravate.","<b>Завяжи</b> галстук.",👔
une douzaine,дюжина,"Une <b>douzaine</b> d'œufs.","<b>Дюжина</b> яиц.",🥚
un associé,партнёр (компаньон),"Mon <b>associé</b> d'affaires.","Мой деловой <b>партнёр</b>.",🤝
une pizza,пицца,"Une <b>pizza</b> au fromage.","<b>Пицца</b> с сыром.",🍕
un mont,гора,"Le <b>Mont</b>-Royal.","<b>Гора</b> Рояль.",⛰️
"amical, amicale",дружеский,"Une relation <b>amicale</b>.","<b>Дружеские</b> отношения.",🤝
une tragédie,трагедия,"Quelle <b>tragédie</b> !","Какая <b>трагедия</b>!",😢
un soutien,поддержка,"Merci pour ton <b>soutien</b>.","Спасибо за <b>поддержку</b>.",💪
un coq,петух,"Le <b>coq</b> chante.","<b>Петух</b> кукарекает.",🐓
"essentiel, essentielle",существенный,"C'est <b>essentiel</b>.","Это <b>существенно</b>.",⭐
un tablier,фартук,"Mets ton <b>tablier</b>.","Надень <b>фартук</b>.",👨‍🍳
cingler,хлестать,"Le vent <b>cingle</b> le visage.","Ветер <b>хлещет</b> по лицу.",💨
draguer,клеить (разг.); драгировать,"Il essaie de me <b>draguer</b>.","Он пытается меня <b>склеить</b>.",😏
un bourgeois,буржуа,"Un <b>bourgeois</b> du quartier.","<b>Буржуа</b> из квартала.",🎩
une sympathie,симпатия,"J'ai de la <b>sympathie</b> pour lui.","Я испытываю к нему <b>симпатию</b>.",❤️
un remède,лекарство; средство,"Un <b>remède</b> contre le rhume.","<b>Средство</b> от простуды.",💊
une cervelle,мозг (разг.),"Il n'a pas de <b>cervelle</b>.","У него нет <b>мозгов</b>.",🧠
un malheureux,несчастный,"C'est un <b>malheureux</b>.","Это <b>несчастный</b> человек.",😢
pêcher,ловить рыбу,"Je vais <b>pêcher</b>.","Я пойду <b>рыбачить</b>.",🎣
